NoRes,NoReplayGain,Downmix,ReplayGainFast,Freeformat,Stereo,CRC,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,MPEGMode,time
1,0,1,0,1,0,1,1,1,44,320,0,2,17.12
0,1,0,0,0,0,0,0,0,48,8,0,4,16.45
0,0,0,0,0,0,0,0,1,44,8,0,2,26.54
0,0,0,1,0,0,0,0,0,44,8,0,3,18.9
0,1,0,0,0,1,0,0,0,22,8,0,1,10.46
0,0,0,0,0,0,0,0,1,8,8,0,3,5.82
0,0,0,0,0,1,0,0,1,8,8,0,1,5.76
0,0,0,0,0,0,0,1,1,44,8,0,3,22.94
0,0,0,0,0,0,0,0,1,8,8,0,3,5.77
0,1,0,0,0,0,0,0,0,22,8,0,2,5.91
0,0,0,0,0,0,0,0,1,22,8,0,4,14.2
0,0,0,0,0,0,0,0,1,44,8,0,2,16.24
0,1,0,0,0,0,0,0,0,48,8,0,2,16.15
0,0,0,1,0,1,0,0,0,44,8,0,1,16.07
0,0,0,0,0,0,0,0,1,48,8,0,3,13.29
0,1,0,0,0,0,0,0,0,8,8,0,4,4.31
0,0,0,0,0,0,0,0,1,44,8,0,3,23.61
0,0,0,0,0,0,0,0,1,44,8,0,2,15.22
0,0,0,0,0,0,0,0,1,22,8,0,2,8.9
0,0,0,0,0,1,0,0,1,48,8,0,1,13.35
0,0,0,1,0,0,1,0,0,48,8,0,3,19.89
0,1,0,0,0,0,0,0,0,22,8,0,3,9.81
0,1,0,0,0,1,0,0,0,22,8,0,1,10.54
0,1,0,0,0,0,0,0,0,44,8,0,1,17.91
0,0,0,1,0,0,0,0,0,8,8,0,3,4.69
0,0,0,1,0,0,0,0,0,22,8,0,4,11.7
0,0,0,1,0,0,0,0,0,22,8,0,3,7.22
0,1,0,0,0,0,0,0,0,22,8,0,2,10.34
0,0,0,1,0,0,0,0,0,8,8,0,1,4.71
0,0,0,1,0,0,0,0,0,8,8,0,4,2.91
0,1,0,0,0,0,0,0,0,44,8,0,3,19.19
0,0,0,1,0,0,0,0,0,22,8,0,3,11.51
0,0,1,1,0,0,0,0,0,22,8,0,2,12.29
0,1,0,0,0,0,0,0,0,44,8,0,2,19.42
1,1,0,0,0,0,0,0,0,48,8,0,2,16.26
0,0,0,0,0,0,0,0,1,48,8,0,3,20.31
0,0,0,1,0,0,0,0,0,44,8,0,4,20.1
0,0,0,0,0,0,0,0,1,8,8,0,3,5.76
0,1,0,0,0,0,0,0,0,22,8,0,1,9.2
0,0,0,0,0,0,0,0,1,44,8,0,2,22.23
0,1,0,0,0,0,0,0,0,8,8,0,2,4.04
0,0,0,1,0,0,0,1,0,48,8,0,2,17.06
0,1,0,0,0,0,0,0,0,22,8,0,2,8.44
0,0,0,1,0,0,0,0,0,8,8,0,3,2.96
0,0,0,0,0,0,0,0,1,8,8,0,3,5.43
0,0,0,1,0,0,0,0,0,22,8,0,4,7.25
0,0,0,1,0,0,0,0,0,22,8,0,2,9.68
0,0,0,0,0,0,0,0,1,8,8,0,2,5.46
0,0,0,0,0,0,0,0,1,22,8,0,2,8.77
0,0,0,1,0,0,0,0,0,8,8,0,4,4.71
0,0,0,1,0,0,0,0,0,22,8,0,2,10.79
0,0,0,0,0,0,0,0,1,48,8,0,3,13.09
0,0,0,1,0,0,0,0,0,8,8,0,2,2.95
0,0,0,1,0,1,0,0,0,8,8,0,1,2.97
0,0,0,1,0,1,1,0,0,48,8,0,1,17.22
0,1,0,0,0,0,0,0,0,22,8,0,3,7.96
0,1,0,0,0,1,0,0,0,8,8,0,1,3.99
0,0,0,0,0,0,0,0,1,22,8,0,1,11.39
0,0,0,0,0,1,0,0,1,22,8,0,1,11.74
0,0,0,0,0,0,0,0,1,44,8,0,4,23.65
0,1,0,0,0,0,0,0,0,22,8,0,3,5.65
0,1,0,0,0,0,0,0,0,22,8,0,2,9.25
0,0,0,0,0,1,0,0,1,8,8,0,1,5.59
0,0,0,1,0,0,0,0,0,48,8,0,2,10.56
0,1,0,0,0,0,0,0,0,8,8,0,3,3.98
0,0,0,1,0,0,0,0,0,44,8,0,2,19.43
0,1,1,0,0,0,0,0,0,44,8,0,4,16.15
0,1,0,0,0,0,0,0,0,48,8,0,4,13.66
1,0,0,0,0,0,0,0,1,22,8,0,4,11.44
0,0,0,0,0,0,0,0,1,48,8,0,1,20.42
0,0,0,0,0,0,0,0,1,48,8,1,2,18.18
0,0,0,0,0,0,0,0,1,48,8,1,2,20.39
0,0,0,0,0,0,0,0,1,48,8,0,3,23.68
0,0,0,0,0,0,0,0,1,48,8,1,1,21.65
0,1,0,0,0,0,0,1,0,48,160,0,4,12.39
0,0,0,1,0,0,0,0,0,48,160,0,3,13.67
0,1,0,0,0,0,0,0,0,48,8,0,3,6.98
0,1,0,0,0,0,0,0,0,48,320,0,2,16.41
0,0,0,0,0,0,0,0,1,48,320,0,2,24.24
0,0,0,0,0,0,0,0,1,48,8,0,4,23.97
0,0,0,1,0,0,0,0,0,48,160,0,3,11.23
0,0,0,1,0,0,0,0,0,48,8,0,2,15.33
0,1,0,0,0,0,0,0,0,48,8,0,2,13.77
0,0,0,0,0,1,0,0,1,48,8,0,1,13.95
0,0,0,1,0,0,0,0,0,48,320,0,2,19.91
0,1,0,0,0,0,0,0,0,48,8,2,2,11.7
0,0,0,0,0,0,0,0,1,48,8,0,1,20.93
0,1,0,0,0,0,0,0,0,48,8,0,2,7.96
0,0,0,1,0,0,0,0,0,48,320,0,3,12.41
0,0,0,0,0,0,0,0,1,48,320,0,2,14.61
0,1,0,0,0,0,1,0,0,48,8,0,3,16.06
0,1,0,0,0,0,0,0,0,48,160,0,3,17.38
0,0,0,0,0,1,0,0,1,48,320,0,1,24.23
0,0,0,0,0,0,0,0,1,48,320,0,1,24.12
0,0,0,1,0,0,0,0,0,48,8,2,3,17.28
0,1,0,0,0,0,0,0,0,48,8,2,2,13.6
0,0,0,1,0,0,0,0,0,48,8,0,4,19.82
0,0,0,1,0,0,0,0,0,48,8,0,3,11.07
0,0,0,0,0,0,0,0,1,48,8,0,4,20.63
0,0,0,0,0,0,0,0,1,48,320,0,4,14.62
0,1,0,0,1,0,0,0,0,48,320,0,2,16.25
0,1,0,0,0,0,0,0,0,48,8,0,4,14.13
0,0,0,1,0,0,0,0,0,48,320,0,3,20.07
0,0,0,1,0,0,0,0,0,48,8,0,3,19.69
0,1,1,0,0,0,0,0,0,48,320,0,4,17.77
0,1,0,0,0,0,0,0,0,48,8,0,4,16.16
0,1,0,0,0,0,0,0,0,48,8,2,3,13.58
0,0,0,0,0,0,0,0,1,48,8,0,2,18.33
0,1,0,0,0,0,0,0,0,48,8,0,2,16.3
1,0,0,0,0,0,0,0,1,48,8,0,4,18.32
0,0,0,0,0,0,0,0,1,44,320,0,2,21.11
0,0,0,1,0,0,0,0,0,44,8,0,2,23.23
0,0,0,0,0,0,0,0,1,44,8,1,3,22.3
0,0,0,0,0,0,0,0,1,44,8,0,3,23.01
0,1,0,0,0,0,0,0,0,44,8,0,2,18.54
0,0,0,0,0,0,0,1,1,44,8,0,3,21.38
0,1,0,0,0,0,0,0,0,44,320,0,3,13.95
0,1,0,0,0,0,0,0,0,44,8,0,2,9.66
0,0,0,0,0,0,0,0,1,44,320,0,4,26.1
0,0,0,1,0,0,0,0,0,44,160,0,3,21.78
0,1,0,0,0,0,0,0,0,44,8,0,4,17.82
0,1,0,0,0,0,0,0,0,44,320,0,2,11.65
0,1,0,0,0,0,0,0,0,44,8,0,2,18.65
0,1,0,0,0,0,0,0,0,44,8,0,3,12.05
0,0,0,1,0,0,0,0,0,44,160,0,3,14.35
0,0,0,1,0,0,0,0,0,44,8,0,2,17.57
0,0,0,1,0,0,0,0,0,44,320,0,2,16.38
0,0,0,1,0,1,0,0,0,44,8,1,1,17.22
0,0,0,0,0,0,0,0,1,44,8,0,3,15.26
0,0,0,1,0,0,0,0,0,44,8,0,2,12.8
0,0,0,1,0,0,0,0,0,44,8,0,3,12.68
0,0,0,0,0,0,1,0,1,44,160,0,4,25.14
0,0,0,1,0,1,0,0,0,44,160,0,1,21.54
0,1,0,0,0,1,0,0,0,44,8,0,1,17.98
0,0,0,0,0,0,0,0,1,44,8,1,1,22.98
0,1,0,0,0,0,0,0,0,44,8,0,2,15.65
0,0,0,0,0,0,0,0,1,44,8,0,4,24.78
0,0,0,1,0,0,0,0,0,44,8,0,4,19.04
0,0,0,1,0,0,0,0,0,44,8,0,3,12.89
0,1,0,0,0,0,0,0,0,44,8,0,2,16.99
0,0,0,0,0,1,0,0,1,44,320,0,1,16.84
0,0,0,0,1,0,0,0,1,44,320,0,2,26.22
0,1,0,0,0,0,0,0,0,44,8,0,4,16.79
0,0,0,0,0,0,0,0,1,44,160,0,3,25.66
0,0,0,1,0,0,0,0,0,44,8,0,1,21.68
0,0,1,0,0,0,0,0,1,44,8,0,2,22.1
0,0,0,0,0,0,0,0,1,44,8,0,3,25.78
0,1,0,0,0,1,0,0,0,44,8,2,1,16.23
0,0,0,0,0,0,0,0,1,44,8,0,4,20.3
0,1,0,0,0,0,0,0,0,44,8,1,2,15.6
1,0,0,0,0,0,0,0,1,44,160,0,1,25.6
0,0,0,0,0,0,0,0,1,8,8,2,3,5.83
0,1,0,0,0,0,0,0,0,44,8,1,2,13.86
0,0,0,0,0,0,0,0,1,8,8,0,1,5.44
0,0,0,0,0,0,0,1,1,44,8,0,3,21.64
0,1,0,0,0,0,0,0,0,8,8,0,2,2.43
0,0,0,0,0,0,0,0,1,44,320,0,3,20.21
0,1,0,0,0,0,0,0,0,22,8,0,3,9.2
0,0,0,0,0,0,0,0,1,48,8,0,3,17.9
0,0,0,1,0,0,0,0,0,8,8,0,3,2.66
0,0,0,1,0,0,0,0,0,22,8,0,2,11.06
0,0,0,0,0,0,0,0,1,22,8,0,3,14.29
0,0,0,1,0,0,0,0,0,8,8,0,3,2.96
0,1,0,0,0,0,0,0,0,22,160,0,2,10.6
0,1,0,0,0,0,0,0,0,22,320,0,2,10.48
0,0,0,0,0,0,0,0,1,44,8,0,4,22.38
0,1,0,0,0,0,0,0,0,22,8,0,2,5.5
0,1,0,0,0,0,0,0,0,8,8,2,1,2.06
0,1,0,0,0,1,0,0,0,8,8,2,1,2.08
0,0,0,0,0,1,1,0,1,22,160,0,1,15.88
0,0,0,0,0,0,0,0,1,22,160,0,3,14.82
0,0,0,0,0,0,0,0,1,22,160,0,1,14.95
0,0,0,0,0,1,0,0,1,48,8,2,1,18.74
0,0,0,0,0,0,0,0,1,44,320,0,1,20.16
0,0,0,0,0,0,0,0,1,22,8,2,2,14.7
0,1,0,0,0,0,0,0,0,48,8,1,2,11.2
0,1,0,0,0,0,0,0,0,8,320,0,4,4.21
0,1,0,0,0,0,0,0,0,22,320,0,1,6.31
0,0,0,1,0,1,0,0,0,48,8,0,1,17.75
0,0,0,1,0,0,0,0,0,8,160,0,2,5.02
0,1,0,0,0,0,0,0,0,44,8,0,2,9.48
0,1,0,0,1,0,0,0,0,8,320,0,2,5.39
0,0,0,0,0,0,0,0,1,8,8,0,1,5.3
0,0,0,0,0,0,0,0,1,48,8,0,3,19.35
0,0,0,1,0,0,0,0,0,22,160,0,3,12.18
0,1,1,0,0,0,0,0,0,48,8,2,3,11.64
0,0,0,0,0,0,0,0,1,48,8,0,2,17.86
0,0,0,1,0,1,0,0,0,22,8,2,1,12.22
0,1,0,0,0,0,0,0,0,8,8,0,4,4.11
0,1,0,0,0,0,0,0,0,8,8,0,3,3.66
1,1,0,0,0,0,0,0,0,22,320,0,3,10.68
0,0,0,0,0,1,0,0,1,22,8,1,1,11.51
0,0,0,0,0,0,0,0,1,22,8,1,3,13.38
0,0,0,1,0,0,0,0,0,8,320,0,4,4.99
0,0,0,0,0,0,0,1,1,8,160,0,3,5.92
0,0,0,1,0,0,0,0,0,22,8,1,1,9.35
0,0,0,1,0,0,0,0,0,22,160,0,4,7.97
0,0,0,0,0,0,0,0,1,48,320,0,3,17.53
0,0,0,1,0,0,0,0,0,8,8,0,3,4.67
0,0,0,1,0,0,0,0,0,22,8,0,4,10.88
0,0,0,0,0,0,0,0,1,22,8,0,3,8.91
0,1,0,0,0,0,0,0,0,44,8,0,2,17.83
0,0,0,0,0,0,0,0,1,44,8,0,2,22.76
0,0,0,0,0,0,0,0,1,48,8,0,2,13.19
0,1,0,0,0,1,0,0,0,8,160,0,1,4.14
0,0,0,1,0,0,0,0,0,22,160,0,3,12.22
0,0,0,1,0,0,0,0,0,48,8,1,2,16.71
0,0,0,1,0,0,0,0,0,22,160,0,2,7.87
0,0,0,1,0,0,0,0,0,8,160,0,2,3.17
0,0,0,0,0,0,0,0,1,8,8,1,2,3.3
0,1,0,0,0,0,1,0,0,44,320,0,2,13.07
0,1,0,0,0,1,0,0,0,22,8,0,1,9.99
0,0,0,0,0,0,0,0,1,22,160,0,4,14.54
0,0,0,1,0,1,0,0,0,44,8,0,1,19.12
0,1,0,0,0,0,0,0,0,44,8,0,1,17.0
0,0,0,1,0,0,0,0,0,48,8,1,3,13.17
0,1,0,0,0,0,0,0,0,8,8,0,2,4.04
0,0,0,0,0,0,0,0,1,8,160,0,4,5.86
0,1,0,0,0,0,0,0,0,48,8,2,3,5.29
0,0,0,0,0,0,0,0,1,8,8,2,3,5.47
0,0,0,0,0,0,0,0,1,8,8,2,1,5.49
0,1,0,0,0,0,0,0,0,44,8,0,2,9.53
0,0,0,0,1,0,0,0,1,22,320,0,2,16.56
0,0,0,0,0,0,0,0,1,8,8,0,2,5.3
0,0,0,0,0,0,0,0,1,48,8,1,3,21.19
0,0,0,1,0,0,0,0,0,22,160,0,2,10.32
0,0,1,0,0,0,0,0,1,44,8,0,4,19.74
0,1,0,0,0,1,0,0,0,8,8,0,1,4.3
0,0,0,0,0,0,0,0,1,48,8,2,3,19.81
0,0,0,0,0,0,0,0,1,44,8,0,4,23.09
0,1,0,0,0,0,0,0,0,8,8,0,3,4.1
1,1,0,0,0,0,0,0,0,8,8,0,3,4.24
0,0,0,0,0,0,0,0,1,8,8,1,2,5.28
0,0,0,0,0,0,0,0,1,22,8,1,2,13.41
0,1,0,0,0,0,0,1,0,44,8,1,2,14.63
0,0,0,0,0,0,0,0,1,8,8,1,2,5.25
0,0,0,0,0,1,0,0,1,22,8,1,1,8.1
0,0,0,0,0,0,0,0,1,44,8,1,2,13.74
0,0,0,0,0,0,0,0,1,22,8,1,2,13.39
0,0,0,0,0,0,0,0,1,22,8,1,1,13.41
0,0,0,1,0,0,0,0,0,48,8,1,3,8.82
0,0,0,1,0,0,0,0,0,22,8,1,3,11.13
0,1,0,0,0,0,0,0,0,48,8,1,1,13.95
0,0,0,0,0,0,0,0,1,44,8,1,3,13.88
0,1,0,0,0,0,0,0,0,22,8,1,3,4.75
0,0,0,0,0,0,0,0,1,22,8,1,3,8.09
0,0,0,1,0,0,1,0,0,48,8,1,1,16.96
0,0,0,0,0,0,0,0,1,22,8,1,3,13.4
0,0,0,0,0,1,0,0,1,48,8,1,1,20.36
0,1,0,0,0,0,0,0,0,8,8,1,1,3.65
0,0,0,0,0,0,0,0,1,48,8,1,3,20.39
0,1,0,0,0,0,0,0,0,8,8,1,4,3.67
0,0,0,0,0,0,0,0,1,48,8,1,4,20.39
0,0,0,1,0,0,0,0,0,48,8,1,4,8.82
0,0,0,1,0,0,0,0,0,22,8,1,1,10.0
0,0,0,0,0,1,0,0,1,8,8,1,1,5.26
0,0,0,1,0,1,0,0,0,8,8,1,1,2.66
0,0,0,1,0,0,0,0,0,48,8,1,3,17.71
0,0,0,1,0,0,0,0,0,22,8,1,2,11.05
0,0,1,1,0,0,0,0,0,22,8,1,2,11.06
0,1,0,0,0,0,0,0,0,8,8,1,3,3.73
1,0,0,1,0,0,0,0,0,44,8,1,2,19.1
0,0,0,0,0,1,0,0,1,48,160,0,1,23.81
0,0,0,0,0,0,0,1,1,8,160,0,2,5.91
0,0,0,0,0,0,0,0,1,8,8,0,4,5.29
0,0,0,0,0,1,0,0,1,48,8,1,1,11.54
0,0,0,0,0,1,0,0,1,44,320,0,1,26.19
0,0,0,0,0,0,0,0,1,8,320,0,2,6.18
0,0,0,0,0,0,0,0,1,44,8,0,3,22.77
0,0,0,0,0,0,0,0,1,48,8,0,3,13.21
0,0,0,0,0,0,0,0,1,44,160,0,2,25.64
0,0,0,0,0,0,0,0,1,8,8,0,3,5.8
0,0,0,0,0,0,0,0,1,8,8,0,2,3.58
0,0,0,0,0,1,0,0,1,8,160,0,1,5.83
0,0,0,0,0,0,0,0,1,44,160,0,2,20.16
0,0,0,0,0,0,0,0,1,44,8,0,3,23.83
0,0,0,0,0,0,0,0,1,22,8,0,4,8.73
0,0,0,0,0,0,0,0,1,22,8,0,3,9.35
0,0,0,0,0,0,0,0,1,8,8,0,4,3.67
0,0,0,0,0,0,1,0,1,48,8,0,3,20.23
0,0,0,0,0,0,0,0,1,22,8,0,2,14.2
0,0,0,0,0,0,0,0,1,22,160,0,1,14.5
0,0,0,0,0,1,0,0,1,48,8,0,1,23.54
0,0,0,0,0,0,0,0,1,48,8,0,1,20.39
0,0,0,0,0,0,0,0,1,44,8,2,3,22.72
0,0,0,0,0,1,0,0,1,22,8,0,1,13.38
0,0,0,0,0,0,0,0,1,48,320,0,4,24.24
0,0,0,0,0,0,0,0,1,22,8,0,4,8.87
0,0,0,0,0,0,0,0,1,48,8,0,3,17.85
0,0,0,0,0,0,0,0,1,8,8,0,3,5.81
0,0,0,0,0,0,0,0,1,48,8,2,3,11.52
0,0,0,0,1,0,0,0,1,8,160,0,3,6.13
0,0,0,0,0,0,0,0,1,48,8,0,2,21.33
0,0,0,0,0,0,0,0,1,44,8,0,3,24.86
0,0,1,0,0,0,0,0,1,8,8,0,3,6.08
0,0,0,0,0,0,0,0,1,22,8,0,4,14.93
0,0,0,0,0,0,0,0,1,44,8,2,2,24.2
0,0,0,0,0,0,0,0,1,8,8,0,3,5.45
1,0,0,0,0,0,0,0,1,8,8,0,2,6.03
0,0,0,1,0,0,0,1,0,48,320,0,3,18.81
0,1,0,0,0,0,0,0,0,22,8,1,4,4.74
0,0,0,1,0,0,0,0,0,44,320,0,2,22.26
0,0,0,1,0,0,0,0,0,8,160,0,3,4.74
0,0,0,0,0,0,0,0,1,22,8,0,2,12.57
0,1,0,0,0,0,0,0,0,48,8,0,2,7.35
0,1,0,0,0,0,0,0,0,22,8,0,2,9.77
0,0,0,1,0,0,0,0,0,44,8,0,2,21.59
0,1,0,0,0,0,0,0,0,48,8,0,2,6.93
0,0,0,0,0,0,0,0,1,44,320,0,2,26.22
0,0,0,0,0,0,0,0,1,22,8,0,4,12.6
0,0,0,1,0,0,0,0,0,44,320,0,4,22.12
0,0,0,1,0,0,0,0,0,8,8,0,2,2.98
0,0,0,1,0,1,0,0,0,48,8,0,1,10.48
0,0,0,0,0,0,0,0,1,44,160,0,4,15.99
0,1,0,0,0,0,1,0,0,8,160,0,4,4.18
0,0,0,1,0,0,0,0,0,22,8,0,3,11.07
0,0,0,1,0,0,0,0,0,48,160,0,4,19.85
0,0,0,0,0,1,0,0,1,44,160,0,1,25.65
0,0,0,0,0,0,0,0,1,44,320,0,1,26.38
0,0,0,0,0,1,0,0,1,48,8,1,1,20.38
0,0,0,1,0,0,0,0,0,8,8,0,3,5.01
0,0,0,0,0,0,0,0,1,44,320,0,4,26.14
0,0,0,1,0,0,0,0,0,22,8,0,2,7.26
0,1,0,0,0,0,0,0,0,22,8,0,3,9.87
0,0,0,0,0,0,0,0,1,8,8,0,3,5.46
0,0,0,1,0,0,0,0,0,8,8,0,3,2.93
0,1,0,0,1,0,0,0,0,22,8,0,4,9.13
0,1,0,0,0,0,0,0,0,44,8,0,2,15.79
0,1,0,0,0,0,0,0,0,48,160,0,3,15.99
0,0,0,1,0,0,0,0,0,48,160,0,4,19.73
0,0,1,0,0,0,0,0,1,22,8,0,2,14.23
0,0,0,1,0,0,0,0,0,22,8,0,2,11.62
0,0,0,1,0,0,0,0,0,8,8,2,2,4.49
0,1,0,0,0,0,0,0,0,22,8,0,1,9.26
0,1,0,0,0,0,0,0,0,22,8,2,4,9.8
1,0,0,0,0,1,0,0,1,8,160,0,1,5.73
0,1,0,0,0,0,0,1,0,8,160,0,1,4.51
0,0,0,0,0,0,0,1,1,44,320,0,2,16.31
0,0,0,0,0,0,0,1,1,22,320,0,2,14.53
0,1,0,0,0,0,0,1,0,22,8,0,2,7.22
0,1,0,0,0,0,0,1,0,22,8,0,4,10.1
0,0,0,1,0,0,0,1,0,22,8,0,1,6.93
0,0,0,0,0,0,0,1,1,44,8,0,2,21.42
0,0,0,0,0,0,0,1,1,22,8,0,4,10.88
0,1,0,0,0,0,0,1,0,22,8,0,3,5.41
0,1,0,0,0,0,0,1,0,44,320,0,3,18.11
0,0,0,1,0,0,0,1,0,22,160,0,4,11.9
0,1,0,0,0,0,0,1,0,22,8,0,2,7.6
0,1,0,0,0,0,0,1,0,8,8,0,4,2.26
0,0,0,0,0,0,0,1,1,48,320,0,2,15.27
0,1,0,0,0,0,0,1,0,44,8,0,2,9.25
0,0,0,0,0,0,1,1,1,22,8,2,4,14.56
0,0,0,1,0,0,0,1,0,22,8,0,3,9.21
0,0,0,0,0,0,0,1,1,44,160,0,1,21.72
0,1,0,0,0,1,0,1,0,8,320,0,1,4.48
0,0,0,0,0,0,0,1,1,48,8,0,1,19.85
0,0,0,1,0,0,0,1,0,8,8,1,3,4.13
0,1,0,0,0,0,0,1,0,48,8,2,2,12.61
0,0,0,0,0,0,0,1,1,8,160,0,4,5.91
0,0,0,0,0,0,0,1,1,8,8,0,4,3.61
0,0,0,0,0,0,0,1,1,44,8,1,2,18.16
0,0,0,0,0,0,0,1,1,8,320,0,2,5.91
0,0,0,1,0,0,0,1,0,48,8,0,1,10.02
0,0,0,1,1,0,0,1,0,8,320,0,2,6.39
0,0,0,0,0,0,0,1,1,48,8,0,2,19.38
0,0,0,0,0,0,0,1,1,8,8,0,3,5.17
0,0,0,1,0,0,0,1,0,48,8,0,3,14.38
0,0,1,1,0,0,0,1,0,48,8,0,3,15.94
0,1,0,0,0,0,0,1,0,44,8,0,3,17.6
0,1,0,0,0,0,0,1,0,44,8,2,2,15.97
0,0,0,0,0,0,0,1,1,44,8,0,4,19.24
0,1,0,0,0,0,0,1,0,8,8,0,3,4.25
1,1,0,0,0,1,0,1,0,48,8,1,1,12.86
0,0,0,0,0,0,0,0,1,48,8,1,2,11.51
