new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,performance
2,1,1,0,0,10,2,4,12838.0
3,0,1,0,1,20,512,6,10894.0
1,1,1,1,1,70,4,0,17672.8
2,0,1,0,1,90,4,6,72591.0
1,1,0,0,1,60,32,8,99639.4
2,1,0,0,1,100,8,4,9090.4
3,0,1,1,1,30,1,2,14305.2
2,1,1,0,1,100,256,10,101200.8
4,1,0,1,0,10,2,10,418818.6
4,1,1,0,1,60,16,0,8973.0
1,1,1,1,0,40,8,6,98793.6
3,1,1,1,1,0,256,6,20775.6
1,0,1,0,0,30,1024,10,100600.6
2,0,1,0,1,90,4,8,80922.4
1,0,1,1,1,40,2048,8,103081.4
1,0,0,0,0,10,1024,4,12350.2
1,0,1,0,1,60,64,2,17738.0
4,0,1,0,0,80,1,6,34976.0
5,1,1,0,0,80,32,8,121503.2
3,0,0,0,0,50,2,0,13059.0
3,0,0,0,0,90,32,0,12183.6
1,0,0,1,0,60,1,6,116122.4
2,0,0,1,0,90,32,8,103501.4
5,0,1,1,0,40,32,2,9147.0
3,0,1,1,0,20,32,2,12097.0
4,1,1,1,1,90,64,2,35459.0
5,1,1,1,0,80,4096,6,47847.4
1,1,1,0,1,20,16,10,96800.2
3,1,1,0,1,40,8,2,12464.4
1,1,0,0,1,0,2048,6,81883.0
5,0,0,1,0,80,16,10,300267.8
4,1,1,0,1,50,512,4,13164.0
5,1,0,0,1,70,64,10,298199.6
2,0,1,0,0,30,8,10,86335.4
4,1,1,1,0,10,4096,0,35672.6
5,0,0,0,1,50,8,8,121490.0
5,1,1,1,1,0,32,10,301535.0
5,0,0,0,1,30,2048,6,47676.2
4,0,1,0,1,70,128,0,8891.8
3,1,0,1,0,0,1024,6,20757.0
2,1,1,1,1,100,2,6,107496.4
2,0,1,1,1,30,512,8,103309.6
2,0,0,1,0,10,4,2,17842.8
1,0,1,1,1,30,32,6,92152.2
3,1,0,0,1,0,128,8,44312.0
4,1,0,0,1,80,64,0,8921.2
5,1,1,1,1,90,512,8,121993.6
1,0,0,0,1,70,128,6,89177.0
5,1,0,0,1,90,4096,4,9118.6
4,0,0,0,1,90,8,4,13806.0
3,0,0,1,1,100,16,4,12220.6
5,0,0,1,0,40,64,0,9157.6
3,0,1,1,1,10,64,6,11726.2
5,0,1,0,1,60,1024,2,9123.4
4,0,0,1,0,20,256,10,414917.6
4,1,1,1,1,40,2048,8,124692.2
5,1,0,0,1,40,64,10,299491.4
1,0,0,0,1,80,2,0,17654.2
3,1,1,1,0,10,4096,8,39722.0
2,1,1,1,1,70,2048,2,17612.2
4,1,0,0,1,40,8,2,9139.0
3,0,1,1,1,70,1024,0,12142.0
3,0,1,1,0,20,32,10,49167.8
4,0,0,1,0,100,32,8,125080.6
3,0,0,0,1,10,2,8,39337.8
4,0,0,0,1,40,1024,6,19788.6
2,0,0,1,1,100,1,0,17719.6
1,1,1,1,1,20,2048,4,11997.8
3,0,0,1,0,20,2,4,13280.8
1,1,0,1,0,60,16,4,11997.8
2,1,0,0,1,100,2,8,80179.2
3,0,0,0,0,20,128,4,12381.0
5,1,0,1,0,100,512,10,303407.4
4,1,0,0,1,0,8,8,75920.6
4,1,1,1,0,100,32,8,125135.4
2,1,0,1,1,30,16,0,17670.0
3,1,1,1,0,10,1024,8,39262.6
4,0,1,0,0,60,512,2,8928.6
5,1,1,1,1,50,256,10,300681.0
2,1,1,1,0,10,4,0,17627.2
3,1,0,1,1,20,64,0,12145.6
5,0,1,0,0,60,256,4,9132.4
2,1,0,0,1,100,512,8,101580.6
5,1,0,1,1,80,512,4,9148.2
3,0,1,0,1,30,512,10,48524.6
2,0,1,1,0,100,1,2,17698.2
2,1,0,1,1,70,2,10,117484.0
4,0,1,1,1,10,4,0,35710.0
2,0,0,0,1,100,256,0,4683.6
3,1,1,0,1,50,1,10,50163.6
4,1,1,0,1,90,64,8,39368.0
4,0,1,1,1,0,512,10,421243.0
4,0,0,1,1,40,2,0,35725.6
1,1,0,0,0,20,1024,8,101479.0
5,1,1,1,1,0,512,4,9230.4
3,0,0,0,1,30,32,2,12082.2
4,1,0,1,0,50,1024,0,35784.6
3,0,1,0,1,30,8,10,47548.6
3,1,0,1,0,10,128,4,12365.2
2,1,0,0,1,0,512,4,18040.4
3,1,0,1,0,20,1,2,14313.0
1,0,1,1,0,50,1,2,17667.6
1,0,1,0,0,50,8,4,12105.4
1,1,1,1,0,80,2,10,117731.0
5,1,0,0,0,40,4096,2,9174.2
1,0,0,1,0,100,32,6,91794.8
2,0,0,0,0,20,1,10,83570.8
2,0,1,0,0,100,1024,6,88022.2
3,1,0,0,0,40,64,8,38167.2
5,1,0,0,1,30,256,10,302328.6
2,1,0,1,1,70,16,6,93866.8
1,1,0,1,0,50,2,6,107417.2
3,1,0,0,1,20,4,10,46871.8
5,0,0,1,1,60,1024,0,9180.4
3,0,0,0,1,70,1,2,14218.0
1,1,1,1,1,90,4,0,17745.4
4,0,1,1,0,50,256,0,35899.8
4,1,1,1,0,0,128,6,41040.8
2,0,0,1,0,40,4,4,12490.6
4,0,1,1,1,90,2048,0,35818.6
3,1,0,1,1,90,64,8,38257.4
3,1,0,1,0,30,4,6,13724.8
5,1,0,0,1,80,512,2,9220.2
3,0,1,0,0,30,4096,10,48734.8
5,0,1,0,0,100,1,2,9149.4
3,0,0,0,0,30,2,8,39241.2
3,1,0,0,0,10,256,2,12421.6
3,0,1,1,1,50,256,8,38099.2
1,1,0,0,0,30,1,8,83751.2
4,0,0,0,0,50,512,2,8966.8
3,1,0,1,1,10,256,8,39290.8
4,1,0,1,0,0,32,4,39656.2
3,1,1,0,1,40,512,2,12086.4
2,1,1,1,0,60,256,0,17628.2
4,0,0,0,0,10,256,8,46688.8
5,1,1,0,0,70,16,8,121573.6
5,0,1,0,0,80,256,0,9161.4
2,0,1,0,0,70,16,0,5003.2
2,1,0,1,0,50,128,2,17659.2
2,1,0,1,0,50,8,10,109626.0
4,1,0,0,1,30,32,4,13235.4
5,0,0,1,1,30,64,4,9172.8
2,0,1,1,0,60,4,10,114009.0
3,0,1,1,1,0,1024,6,20861.0
4,1,1,1,1,10,256,8,124233.2
3,0,0,0,1,10,16,4,12372.8
5,0,1,1,1,0,256,2,9246.6
2,0,1,0,1,20,4096,8,101463.2
5,1,1,1,1,20,64,4,9258.8
1,1,0,1,1,70,2048,0,17771.8
1,0,0,0,1,90,1,2,17657.8
2,1,0,1,1,0,1,0,17788.4
4,1,0,0,1,80,1024,4,12790.8
4,1,1,0,0,0,16,6,27577.6
4,0,0,1,0,80,64,10,416679.8
4,0,0,1,0,30,256,6,49132.4
2,0,0,0,1,40,256,6,89673.8
2,0,1,0,0,0,4,0,11386.2
5,1,1,1,0,60,32,10,299574.4
5,1,1,0,0,40,1,6,47200.4
1,1,0,1,1,60,1,0,17691.6
1,0,1,0,0,30,32,8,98895.2
1,0,0,0,0,0,4096,4,18435.6
2,0,1,1,0,50,128,0,17605.6
4,0,1,1,1,70,2,2,35750.6
3,1,0,1,0,100,256,2,12075.8
4,1,1,1,1,10,8,4,43180.2
5,0,1,1,0,0,4,2,9286.2
1,1,1,1,1,50,2048,10,102935.4
4,1,0,0,1,40,512,10,119152.6
1,1,0,0,0,20,2,0,17660.4
1,1,1,0,0,50,512,2,17747.0
1,1,0,0,0,40,16,0,17766.2
2,0,0,0,1,70,2048,10,100667.2
1,0,0,0,0,20,8,10,86338.6
2,0,0,0,1,10,8,4,9598.8
3,0,0,1,1,30,16,8,37525.6
5,1,0,1,0,60,4096,8,122333.0
2,0,1,0,1,40,4096,2,4843.6
2,1,1,1,0,50,4,4,12449.0
2,1,1,1,0,50,512,6,90866.6
2,1,0,1,0,80,256,0,17747.0
3,1,1,0,0,100,1,4,14385.4
1,1,1,0,0,60,256,6,89695.4
3,0,1,0,1,20,512,8,38680.6
4,1,1,1,1,40,256,6,49290.6
2,1,0,1,0,10,128,0,17623.8
5,0,0,1,0,50,1024,2,9151.0
1,0,1,0,1,30,4,8,81091.4
2,1,1,1,0,10,8,4,12337.4
2,1,1,1,0,50,1,4,15265.6
2,1,1,1,0,90,1,4,15253.8
4,0,0,0,0,100,2,8,58491.2
4,1,1,0,0,90,4,2,9340.2
4,1,1,1,0,10,4096,10,414914.2
1,1,1,0,0,40,1024,0,17720.2
3,1,0,0,0,50,1024,4,12300.4
1,0,1,0,0,40,1024,2,17676.4
4,0,1,0,1,0,2,6,27579.4
1,1,0,1,0,80,16,8,105584.8
3,0,0,0,1,0,512,0,15922.0
3,0,0,1,0,80,1024,4,12036.8
5,1,0,0,1,10,16,6,47448.2
3,1,0,0,1,50,8,10,47584.0
1,1,1,1,1,90,1024,6,91040.2
5,0,1,1,0,70,32,2,9241.0
1,1,1,1,1,80,32,6,91678.4
4,0,1,1,0,80,128,2,35712.8
5,0,1,0,1,70,64,2,9186.0
1,1,0,0,0,60,128,2,17688.0
5,1,1,1,0,10,256,10,301021.6
3,1,0,0,0,60,512,10,48559.8
1,1,1,0,0,10,2,10,80446.4
3,1,0,1,0,50,4,6,13589.8
5,0,0,0,1,40,256,6,47751.6
2,1,0,1,1,60,64,8,102570.8
3,1,1,0,0,60,64,8,38083.6
5,1,0,0,1,60,4,8,121354.4
4,1,0,0,0,60,4,2,9373.0
5,1,1,1,1,40,1024,4,9161.0
5,0,1,1,1,100,64,10,300261.8
1,0,1,0,0,70,16,10,95140.0
3,0,1,1,1,70,512,2,12092.0
3,1,0,0,1,70,32,6,10922.6
1,1,0,1,0,70,1,4,15248.2
5,1,0,1,0,0,4,0,9226.0
2,0,1,1,1,80,64,8,102898.4
4,1,1,0,1,30,16,4,13438.6
1,0,0,1,1,100,1,6,116071.0
1,1,0,1,0,50,4096,4,11869.8
1,0,1,0,0,20,1024,2,17664.2
2,1,0,1,0,90,512,2,17738.8
2,0,0,1,0,0,4096,6,123814.0
2,0,0,0,1,40,64,6,89441.6
1,1,1,1,0,100,16,2,17727.4
5,0,0,0,1,100,32,4,9157.8
3,0,1,1,0,10,32,4,12417.8
1,0,0,0,0,60,4,6,72773.2
3,0,0,1,0,20,1,8,42825.8
2,1,1,1,0,80,1024,0,17651.4
1,0,1,1,1,70,2,4,13256.8
1,1,0,0,1,80,16,0,17850.8
2,1,0,0,0,90,128,4,4344.8
4,1,0,1,0,60,2048,6,49502.6
5,1,1,0,0,60,512,2,9198.2
1,0,1,1,0,50,2048,8,102977.0
1,0,0,0,1,30,256,4,11955.0
2,1,0,1,1,50,128,8,102846.6
4,1,0,1,1,10,256,6,48630.6
5,1,1,0,0,60,32,10,300605.2
3,1,0,0,0,50,2048,8,38003.2
5,1,0,0,0,100,4,6,47652.4
4,1,0,1,0,10,128,0,35713.6
5,0,0,0,1,10,4,0,9219.0
2,0,0,0,1,40,16,4,4853.6
3,0,1,1,0,40,4096,6,10624.6
4,0,1,0,1,90,256,6,19479.2
3,1,1,0,0,30,8,8,37449.0
4,0,1,1,1,50,256,6,49703.8
2,1,1,1,1,40,128,0,17629.4
2,0,0,1,1,100,1024,4,11782.0
3,0,0,1,1,90,1024,8,37745.6
1,0,0,1,1,30,32,8,103922.0
2,1,1,0,0,40,2,4,12789.8
4,0,1,1,0,50,32,0,35747.2
1,0,1,1,1,20,256,4,12037.4
1,1,0,1,1,70,1024,6,91243.2
4,0,1,0,0,40,2048,4,13106.6
4,1,1,0,0,20,1,4,20226.4
3,1,1,0,1,20,2,2,13217.4
1,1,0,1,1,100,256,6,90528.8
4,1,0,1,0,10,8,4,43168.0
1,1,0,0,1,20,4096,0,17793.2
4,1,1,1,0,30,1,10,419396.0
5,1,0,1,1,60,64,2,9243.8
4,0,1,1,0,50,2,8,123946.0
3,1,0,0,0,50,32,6,10798.2
3,0,1,0,1,0,32,0,15966.4
3,0,1,1,0,10,128,0,12590.0
4,1,1,0,0,70,512,2,8882.0
3,1,1,1,1,30,8,10,47569.6
1,0,1,0,1,70,4096,10,100592.0
2,1,0,0,1,40,1024,10,101463.6
5,1,1,0,0,0,8,0,9231.2
1,1,0,0,0,30,16,8,96646.4
5,0,1,1,0,40,256,4,9132.8
4,0,0,0,0,80,64,2,8923.0
2,0,0,1,0,30,16,6,93533.0
2,0,1,0,1,30,64,4,4558.2
5,1,0,0,1,10,512,0,9184.4
5,0,1,1,1,40,1024,6,47620.4
1,1,1,1,0,80,4,10,113961.2
2,1,0,1,0,50,512,6,91070.2
5,0,1,0,0,20,4096,2,9169.0
5,0,0,1,0,0,64,0,9335.2
5,1,1,0,0,10,2048,2,9142.2
3,0,1,0,1,50,4,4,12877.2
4,1,1,1,0,0,128,4,39618.2
1,0,0,0,0,70,128,4,11810.0
2,1,0,1,0,90,64,8,102748.8
4,0,0,0,0,80,1,10,265976.0
1,0,0,0,0,40,128,10,101540.2
4,0,0,1,0,20,1,10,418736.6
2,0,1,0,0,0,8,6,81750.0
1,0,1,0,0,40,8,4,12141.8
1,0,1,0,1,100,4,8,80919.6
3,0,1,1,0,30,8,8,37427.2
3,1,1,0,1,60,256,2,12177.4
5,0,0,1,0,10,2,0,9204.8
4,1,1,0,0,50,256,4,13147.2
1,0,1,0,0,70,128,10,100508.4
2,0,0,1,1,80,4,2,17705.0
4,0,0,0,1,20,16,2,9161.6
3,0,1,0,1,90,2,0,13013.0
3,0,1,0,1,0,2,8,44397.6
2,0,1,0,0,80,256,4,4300.4
2,0,1,0,0,50,512,10,101254.4
1,0,0,0,1,50,2048,10,101121.4
4,1,1,1,1,30,32,0,35768.0
1,1,1,0,1,40,2048,4,11913.6
3,1,1,1,0,50,8,10,47494.0
5,0,0,1,1,0,32,6,47535.6
2,1,0,1,1,90,16,4,11909.8
1,0,1,1,1,30,8,6,98677.6
1,0,0,1,1,100,64,2,17751.2
3,0,1,0,1,70,256,6,10745.4
4,1,0,1,1,10,2048,4,43172.6
5,1,0,1,1,100,32,10,298863.6
5,0,0,1,0,40,16,2,9191.8
4,1,0,0,1,10,1024,10,143941.6
3,1,0,1,1,20,4,0,12983.8
1,0,1,0,1,10,4,10,81455.2
1,0,0,0,0,70,4,4,12434.6
5,0,0,0,1,90,2,10,298090.2
3,1,1,1,1,70,4,4,12757.4
1,0,0,0,0,40,128,8,101539.8
3,1,0,0,0,90,2,4,13160.6
3,0,0,1,1,60,32,0,12312.2
2,1,1,1,1,10,1,8,125727.0
5,0,0,0,1,0,256,2,9214.6
5,1,1,1,0,50,16,6,47501.8
2,1,1,1,0,20,512,6,91948.4
1,0,1,0,1,90,256,0,17743.6
1,0,0,1,0,20,512,6,91799.2
2,0,0,1,1,90,4,4,12460.4
4,0,1,1,1,90,128,8,125009.4
1,0,0,0,1,90,32,0,17766.6
5,0,1,0,1,30,4096,6,47420.0
5,1,1,0,0,80,512,8,121439.8
3,1,0,1,0,20,16,6,11108.2
1,0,0,1,1,0,32,0,17928.4
1,1,0,1,0,40,2,4,13308.6
2,0,1,1,1,10,2,0,17689.0
1,1,1,1,1,60,2048,10,102598.0
1,1,0,1,0,80,16,10,105525.0
3,1,0,0,1,100,1,4,14303.6
1,1,0,0,0,50,512,8,101026.2
3,0,1,1,1,20,512,6,10894.6
5,1,1,0,1,40,16,4,9129.6
5,1,1,1,1,0,1024,0,9204.4
4,0,0,1,0,90,2048,4,43540.8
2,1,1,1,1,60,256,8,102608.2
3,1,0,1,1,80,1,8,42711.6
1,1,0,1,0,10,2,10,118128.8
3,1,1,1,1,100,512,4,12197.6
4,0,0,0,1,0,128,8,75892.6
3,0,0,0,0,70,1024,10,48271.2
1,0,1,0,0,60,256,0,17690.2
3,1,0,1,1,10,1024,4,12420.8
3,0,0,0,0,80,4,2,12775.6
2,1,1,0,0,100,4096,8,101492.4
1,0,1,1,1,60,32,4,11804.8
1,1,0,0,1,80,4,10,81153.4
4,1,0,0,0,30,1,0,10085.0
1,0,0,1,1,90,4096,2,17783.0
3,0,1,1,1,100,2,6,15566.0
1,1,1,0,1,80,1024,0,17778.0
4,0,1,1,0,20,64,10,413867.8
4,0,1,1,0,0,512,8,115818.2
1,0,0,1,1,80,2,8,117434.8
1,1,1,0,0,40,16,6,85114.4
3,1,1,0,1,70,1,6,18254.2
2,0,1,1,1,70,32,8,103606.0
3,0,0,1,1,0,512,4,15863.0
5,1,1,0,0,80,2,10,300527.0
1,0,1,1,0,40,32,0,17867.6
1,1,1,1,0,80,128,10,102805.6
2,0,0,1,0,90,16,4,11965.0
5,0,0,1,1,20,2048,6,47684.2
5,1,1,0,0,10,256,10,300306.0
4,0,1,0,1,80,4,8,51509.6
1,1,1,0,0,80,1,8,83364.6
1,1,1,0,1,90,32,4,11833.6
2,0,1,1,1,40,1,2,17569.4
1,1,1,1,1,10,128,6,93606.2
2,0,0,1,0,100,8,4,12174.4
3,0,1,0,0,20,32,10,49182.8
3,1,1,0,1,90,2,2,13202.8
3,1,1,0,0,0,32,8,44315.0
1,0,0,0,0,10,4,4,12477.0
5,0,1,1,1,0,8,10,300218.6
2,1,1,1,0,90,512,4,11836.0
5,0,0,1,1,60,4096,4,9336.8
3,0,1,1,1,0,128,6,20903.8
3,1,1,0,0,30,1,10,50273.2
5,0,0,1,1,40,256,2,9199.2
1,1,0,0,0,20,128,10,101409.6
3,1,1,0,0,20,4,0,12972.4
4,1,0,1,1,0,256,8,115849.4
2,1,1,1,0,10,32,10,105846.8
3,0,0,0,0,90,256,4,12060.0
2,0,0,1,1,60,4096,2,17622.2
3,0,1,1,0,70,16,6,11209.6
5,0,1,1,0,40,512,4,9132.6
2,1,1,1,0,50,8,0,17615.0
1,0,1,1,0,60,2048,4,11806.2
3,0,1,1,1,40,512,10,48726.0
5,1,1,0,1,10,512,8,121835.8
1,0,0,0,0,90,256,10,100587.6
1,1,0,0,1,80,8,4,12229.6
2,0,1,1,0,30,4096,6,91356.8
5,1,0,1,1,90,4,0,9198.8
3,0,0,0,0,20,1024,10,49333.4
1,1,0,0,0,20,1024,10,101440.4
2,0,1,1,1,100,4096,0,17682.6
4,1,0,1,0,90,512,4,43539.2
4,0,1,1,1,30,32,8,124549.4
4,0,0,1,1,80,8,10,416468.6
2,0,0,0,0,80,2,8,80439.6
4,1,0,0,1,40,512,0,8969.8
5,1,1,1,0,100,16,6,47428.4
4,1,1,0,1,0,1,6,27534.8
3,0,1,0,1,10,2,6,15630.0
3,1,1,1,1,20,64,4,12188.2
2,0,1,1,1,60,8,6,98651.0
3,0,1,1,1,40,32,8,38110.4
1,0,1,0,1,40,2048,6,89612.8
2,1,1,0,0,70,16,4,5060.8
2,0,1,0,0,30,4,2,5502.0
2,0,1,0,0,90,256,10,100553.2
3,1,1,1,1,100,1024,8,37926.8
4,0,0,0,1,10,4096,2,9296.2
5,0,1,1,1,60,128,10,302503.6
5,1,0,0,0,60,4,10,299146.8
5,0,1,0,1,60,8,6,47403.6
2,0,0,0,0,50,512,0,4877.0
1,1,0,0,1,40,256,4,11876.0
4,0,1,1,1,10,256,0,35751.8
2,1,1,0,0,90,4096,8,100448.2
1,1,0,1,0,80,1,4,15352.4
4,1,1,1,0,60,1024,4,43571.4
3,0,0,0,0,100,1,6,18332.8
2,1,0,0,1,0,1,8,85333.4
4,1,1,0,0,20,16,10,127381.0
4,0,0,1,0,10,2,0,35747.4
1,1,0,1,0,70,8,8,109096.8
3,0,0,1,1,60,64,0,12046.6
2,1,0,1,1,100,256,6,90593.2
5,0,0,0,1,10,512,0,9152.6
2,0,1,1,0,80,128,8,102591.6
1,1,1,0,0,80,32,0,17784.8
4,0,0,1,0,90,4,10,416354.8
2,0,1,0,0,40,64,8,101257.0
4,0,0,1,0,30,2,4,43216.0
4,0,1,1,1,30,256,0,35801.4
1,1,0,1,0,60,2048,8,102768.4
2,1,1,1,1,80,1,4,15263.0
4,0,1,0,1,100,32,4,12873.6
5,0,0,0,0,40,128,2,9160.0
4,0,1,1,0,30,64,6,49277.8
1,0,1,1,1,30,4096,6,91367.4
3,1,0,1,0,10,1,10,50201.2
3,1,0,1,1,60,2,8,39154.6
2,0,1,0,0,70,16,10,95112.8
2,0,0,1,0,100,1024,2,17740.4
1,0,1,1,0,80,1024,10,102787.8
3,1,0,1,1,30,32,8,38207.8
3,0,0,0,1,0,2048,10,48017.8
5,0,1,1,0,50,2048,0,9159.0
4,0,0,1,0,80,2,4,43423.8
2,1,1,1,1,90,16,10,105533.6
5,0,0,1,1,20,8,2,9167.2
1,1,1,1,0,50,32,8,103647.2
3,1,1,0,1,20,64,4,12158.4
2,0,1,1,0,100,512,6,90659.6
1,0,0,0,1,70,2048,2,17738.0
2,1,0,0,0,90,4,0,5477.4
1,1,0,1,1,50,8,10,109597.6
1,0,0,1,0,90,2,10,117702.2
3,0,1,0,0,30,32,0,12117.4
2,0,1,0,1,30,4,6,73103.0
5,0,1,0,1,90,2048,2,9117.2
4,1,0,0,1,80,2,10,180720.8
1,0,0,1,1,100,128,0,17753.2
4,1,0,1,1,90,1024,8,125435.6
