iosCreateImagesetFolders,androidMipmapInsteadOfDrawable,scaleIsHeightDp,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,threads,outputCompressionMode,roundingStrategy,platform,time
0,0,0,0,0,0,90,3,3,1,39.25
0,0,0,0,0,0,90,3,3,2,24.06
1,0,0,0,0,0,10,3,2,2,24.25
0,0,0,0,0,0,90,1,3,3,16.29
0,0,0,0,0,0,90,4,1,4,31.61
0,0,0,0,0,0,10,1,2,3,17.51
0,0,0,0,0,0,10,4,1,4,32.01
0,0,0,0,0,1,10,2,3,1,55.57
0,0,0,0,1,0,10,4,1,3,16.41
0,0,0,1,0,0,90,2,2,4,31.63
0,0,0,0,0,0,90,2,1,4,31.65
0,0,0,0,0,0,90,1,2,2,24.0
0,0,0,0,0,0,90,3,2,2,24.24
0,0,0,0,0,0,90,2,2,3,17.43
0,0,0,0,0,0,10,4,3,4,31.8
0,0,0,0,0,0,90,3,2,4,31.7
0,0,1,0,0,0,90,4,2,3,16.28
0,0,0,0,0,0,10,2,3,1,40.2
0,1,0,0,0,0,90,1,3,1,41.94
0,0,0,0,0,0,90,4,3,2,23.9
0,0,0,0,0,0,90,4,1,1,39.28
0,0,0,0,0,0,90,2,2,4,31.7
0,0,0,0,0,0,90,4,1,3,16.32
0,0,0,0,0,0,90,1,2,3,17.27
1,0,0,0,0,0,90,1,1,2,23.87
0,0,0,0,0,0,10,1,3,1,39.81
0,0,0,0,0,0,10,4,3,2,24.2
0,0,0,0,0,1,10,1,3,1,55.54
0,0,0,0,1,0,90,1,3,1,39.21
0,0,0,1,0,0,10,1,3,1,39.74
0,0,0,0,0,0,10,1,3,4,31.78
0,0,0,0,0,0,90,3,3,4,31.59
0,0,1,0,0,0,90,1,3,3,16.31
0,0,0,0,0,0,10,1,3,2,24.12
0,0,0,0,0,0,90,3,3,2,25.57
0,0,1,0,0,0,10,1,3,2,24.23
0,0,0,0,0,0,10,1,3,2,24.16
0,1,0,0,0,0,90,1,3,1,42.11
0,0,0,0,0,0,90,1,3,2,23.99
0,0,0,0,0,0,10,1,3,1,39.54
0,0,0,0,0,0,10,2,3,2,24.38
0,0,0,0,0,1,90,1,3,1,54.66
0,0,0,0,0,0,90,1,3,4,31.63
1,0,0,0,0,0,10,1,3,2,24.24
0,0,0,0,0,0,90,1,1,3,17.3
0,0,0,0,0,0,10,4,1,2,24.25
0,0,0,0,0,1,10,1,1,1,55.37
0,0,0,0,1,0,90,1,1,4,31.69
0,0,0,1,0,0,10,1,1,1,39.98
0,0,0,0,0,0,10,1,1,4,31.69
0,0,0,0,0,0,10,3,1,2,24.26
0,0,0,0,0,0,90,1,1,3,16.26
0,0,0,0,0,0,10,1,1,2,24.26
0,0,0,0,0,0,10,3,1,3,16.21
0,0,1,0,0,0,90,1,1,4,31.92
0,0,0,0,0,0,10,1,1,1,42.47
0,1,0,0,0,0,10,1,1,1,39.81
0,0,0,0,0,0,90,1,1,2,25.62
0,0,0,0,0,0,90,1,1,1,39.32
0,0,0,0,0,0,10,2,1,2,24.56
0,0,0,1,0,0,90,1,1,2,23.95
0,0,0,0,0,0,10,1,1,3,16.38
1,0,0,0,0,0,90,1,1,2,23.98
0,0,0,0,0,0,10,4,1,1,40.23
0,0,0,0,0,1,10,1,2,1,55.49
0,0,0,0,1,0,10,1,1,4,31.74
0,0,0,1,0,0,90,1,2,3,16.18
0,0,0,0,0,0,10,1,1,4,32.07
0,0,0,0,0,0,10,1,2,1,39.94
0,0,0,0,0,0,90,3,1,3,17.26
0,0,0,0,0,0,10,1,1,3,16.45
0,0,0,0,0,0,90,1,1,4,31.86
0,0,0,0,0,0,10,3,1,1,39.69
0,0,1,0,0,0,10,1,2,1,40.06
0,0,0,0,0,0,10,1,3,4,31.78
0,1,0,0,0,0,10,1,2,1,39.96
0,0,0,0,0,0,90,1,3,2,23.96
0,0,0,0,0,0,90,1,2,1,39.08
0,0,0,0,0,0,90,2,3,2,24.06
0,0,0,0,0,0,90,1,3,4,33.7
0,0,0,0,0,0,10,1,3,1,42.1
1,0,0,0,0,0,90,1,1,2,23.96
0,0,0,0,0,1,10,4,1,1,55.19
0,0,0,0,1,0,10,4,1,4,31.88
0,0,0,1,0,0,10,4,1,1,40.1
0,0,0,0,0,0,10,4,3,4,32.14
0,0,0,0,0,0,10,4,2,2,24.14
0,0,0,0,0,0,10,4,1,3,16.36
0,0,0,0,0,0,90,4,3,1,39.34
0,0,1,0,0,0,10,4,1,2,24.32
0,0,0,0,0,0,10,4,3,3,16.35
0,1,0,0,0,0,10,4,2,1,39.79
0,0,0,0,0,0,90,4,1,2,24.0
0,0,0,0,0,0,90,4,2,1,42.01
0,0,0,0,0,0,90,4,2,2,23.92
1,0,0,0,0,0,90,4,2,2,23.87
0,0,0,0,1,1,10,1,1,1,55.33
0,0,0,1,0,1,90,1,3,1,54.44
0,0,0,0,0,1,90,1,2,1,54.95
0,0,0,0,0,1,10,3,1,1,59.07
0,0,0,0,0,1,90,1,2,1,54.83
0,0,0,0,0,1,90,3,3,1,54.75
0,0,1,0,0,1,90,1,3,1,54.82
0,0,0,0,0,1,10,1,2,1,55.45
0,1,0,0,0,1,90,1,3,1,54.39
0,0,0,0,1,1,90,1,3,1,54.53
0,0,0,0,0,1,10,2,2,1,55.66
0,0,0,0,1,1,90,1,2,1,54.36
0,0,0,0,0,1,10,1,2,1,55.0
0,0,0,1,1,0,90,1,2,3,16.31
0,0,0,0,1,0,10,1,1,4,33.98
0,0,0,0,1,0,90,1,2,1,40.15
0,0,0,0,1,0,10,3,3,4,31.76
0,0,0,0,1,0,10,1,1,3,16.3
0,0,0,0,1,0,10,1,3,3,16.34
0,0,0,0,1,0,90,3,2,2,23.85
0,0,1,0,1,0,10,1,2,4,31.92
0,0,0,0,1,0,10,1,1,1,39.83
0,1,0,0,1,0,90,1,1,1,39.73
0,0,0,0,1,0,90,1,3,2,25.5
0,0,0,0,1,0,10,1,2,1,42.55
0,0,0,0,1,0,90,2,3,3,16.3
0,0,0,0,1,0,90,1,1,1,39.32
0,0,0,0,1,0,90,1,3,2,23.94
1,0,0,0,1,0,90,1,2,2,23.85
0,0,0,1,0,0,10,1,3,4,32.01
0,0,0,1,0,0,90,1,2,1,39.4
0,0,0,1,0,0,10,3,2,3,16.39
0,0,0,1,0,0,10,1,2,3,16.42
0,0,0,1,0,0,90,1,2,4,31.7
0,0,0,1,0,0,10,3,1,4,31.78
0,0,1,1,0,0,10,1,1,2,24.15
0,0,0,1,0,0,10,1,2,1,39.96
0,1,0,1,0,0,90,1,2,1,42.16
0,0,0,1,0,0,10,1,1,2,24.2
0,0,0,1,0,0,90,1,1,1,39.58
0,0,0,1,0,0,90,2,3,3,16.36
0,0,0,1,0,0,90,1,2,2,23.92
0,0,0,1,0,0,10,1,3,4,31.81
1,0,0,1,0,0,90,1,2,2,24.2
0,0,0,0,0,0,90,1,2,4,31.66
0,0,0,0,0,0,10,3,3,4,31.91
0,0,0,0,0,0,10,1,1,4,31.92
0,0,0,0,0,0,10,3,2,4,31.91
0,0,1,0,0,0,10,1,3,4,31.89
0,0,0,0,0,0,10,1,2,4,32.06
0,0,0,0,0,0,10,2,2,4,34.23
0,0,0,1,0,0,90,1,1,4,31.65
0,0,0,0,0,0,10,1,3,4,31.74
0,0,0,0,0,0,90,3,2,2,23.98
0,0,0,0,0,0,90,1,2,3,16.32
0,0,0,0,0,0,10,1,2,2,24.51
0,0,0,0,0,0,10,3,2,3,16.23
0,0,1,0,0,0,10,1,2,3,17.44
0,0,0,0,0,0,10,1,2,2,24.24
0,1,0,0,0,0,90,1,2,1,39.53
0,0,0,0,1,0,10,1,2,2,24.2
0,0,0,0,0,0,90,1,2,1,39.17
0,0,0,0,0,0,90,2,2,1,39.4
0,0,1,0,0,0,90,1,2,2,23.93
0,0,0,0,0,0,10,1,2,1,39.4
1,0,0,0,0,0,10,1,2,2,24.17
0,0,0,0,0,0,90,3,1,3,16.19
0,0,0,0,0,0,90,3,3,4,31.69
0,0,0,0,0,0,10,3,1,4,31.85
0,0,1,0,0,0,10,3,2,2,25.53
0,0,0,0,0,0,10,3,1,3,16.26
0,1,0,0,0,0,10,3,1,1,39.65
0,0,0,0,0,0,90,3,1,2,25.46
0,0,0,0,0,0,90,3,1,1,39.81
0,0,0,0,0,0,90,3,1,2,23.91
1,0,0,0,0,0,10,3,3,2,24.13
0,0,0,0,0,0,90,1,2,3,16.35
0,0,0,0,0,0,90,3,3,3,16.25
0,0,1,0,0,0,90,1,1,3,16.27
0,0,1,0,0,0,10,1,1,3,16.38
0,0,0,0,0,0,10,2,2,3,16.42
0,0,0,0,1,0,90,1,3,3,17.46
0,0,0,0,0,0,10,1,3,3,16.35
0,0,0,0,0,0,90,3,3,3,17.42
0,0,1,0,0,0,10,1,1,1,39.84
0,0,0,0,0,0,10,1,3,3,16.31
0,1,0,0,0,0,90,1,3,1,39.18
0,0,0,0,0,0,90,1,2,2,24.06
0,0,0,0,0,0,10,1,1,1,39.91
0,0,0,0,0,0,90,2,2,4,31.63
0,0,0,0,0,0,90,1,3,1,39.16
0,0,0,0,0,0,10,1,1,3,16.26
1,0,0,0,0,0,90,1,2,2,24.12
0,0,1,0,0,0,10,3,1,4,31.83
0,0,0,0,0,0,10,3,2,2,24.06
0,1,0,0,0,0,90,3,3,1,39.05
0,0,0,0,0,0,10,3,3,2,24.36
0,0,0,0,0,0,10,3,2,1,42.49
0,0,0,0,0,0,90,3,1,1,39.27
1,0,0,0,0,0,90,3,2,2,25.5
0,0,1,0,0,0,10,1,3,1,39.81
0,1,1,0,0,0,10,1,3,1,39.77
0,0,1,0,0,0,10,1,2,2,24.38
0,0,1,0,0,0,10,1,1,1,39.92
0,0,1,0,0,0,90,2,1,2,24.14
0,0,1,0,0,0,90,1,2,1,39.15
0,0,1,0,0,0,90,1,3,3,16.17
1,0,1,0,0,0,10,1,3,2,24.31
0,1,0,0,0,0,10,1,2,1,39.74
0,0,0,0,0,0,10,1,1,2,24.29
0,0,0,0,1,0,10,1,3,1,39.68
0,0,0,0,0,0,10,2,1,1,42.79
0,0,0,0,0,0,10,1,2,3,16.21
1,0,0,0,0,0,10,1,1,2,24.31
0,1,0,0,0,0,90,1,1,1,39.3
0,1,0,0,0,0,10,2,2,1,40.47
0,1,0,1,0,0,90,1,1,1,39.4
0,1,0,0,0,0,10,1,2,1,42.31
0,0,0,0,0,0,90,2,1,2,23.98
1,0,0,0,0,0,90,1,3,2,24.09
0,0,0,0,0,0,10,1,3,2,23.97
1,0,0,1,0,0,10,1,1,2,24.42
0,0,0,0,0,0,10,2,2,1,40.0
0,0,0,1,0,0,90,1,3,1,39.41
0,0,0,0,0,0,90,1,2,1,39.29
0,0,0,0,0,0,90,2,1,1,39.38
1,0,0,0,0,0,90,2,1,2,23.97
0,0,0,0,0,0,90,1,1,4,31.59
1,0,0,0,1,0,90,1,1,2,23.93
1,0,0,0,0,0,10,1,3,2,24.12
0,1,1,1,1,1,10,3,2,1,54.93
0,1,1,1,1,1,10,1,1,1,58.93
0,1,1,1,1,1,10,3,1,1,55.17
0,1,1,1,1,1,90,3,3,1,54.79
0,1,1,1,1,1,90,3,3,1,54.72
0,1,1,1,1,1,90,3,1,1,55.09
0,1,1,1,1,0,90,3,1,1,39.47
0,1,1,1,0,1,10,3,1,1,54.96
0,1,1,0,1,1,90,3,3,1,58.45
0,1,1,1,1,1,10,3,2,1,55.11
0,1,1,1,1,1,10,3,3,1,55.06
0,1,1,1,1,1,10,4,2,1,55.51
0,1,1,1,1,1,90,3,2,1,54.87
0,1,1,1,1,1,10,3,2,1,55.11
0,1,1,1,1,1,10,3,3,1,54.96
0,1,0,1,1,1,90,3,2,1,54.83
0,1,1,1,1,1,90,3,3,1,54.9
0,0,1,1,1,1,10,3,1,1,55.07
0,1,1,1,1,1,90,3,2,1,54.65
1,0,1,1,1,0,10,3,1,2,24.07
0,1,1,1,1,1,10,3,1,1,54.94
0,1,1,0,1,1,10,3,3,1,55.54
0,0,1,1,1,1,10,3,2,1,58.8
0,1,1,1,1,1,90,1,2,1,58.77
0,1,1,1,1,1,90,1,2,1,54.67
0,0,1,1,1,1,10,3,1,1,55.08
0,1,1,1,1,1,10,4,3,1,55.47
0,1,1,1,1,1,90,3,3,1,54.66
0,0,1,1,1,1,90,3,3,1,54.47
1,0,1,1,1,0,90,3,2,2,23.9
0,1,1,1,0,1,90,3,2,1,54.86
0,1,1,0,1,1,10,3,1,1,54.85
0,1,1,1,1,1,10,1,1,1,54.91
0,0,1,1,1,1,10,3,3,1,55.18
0,1,1,1,1,1,90,1,2,1,54.77
1,0,1,1,1,0,10,3,2,2,24.11
0,1,1,1,1,1,10,3,3,1,54.92
0,1,1,1,1,1,10,4,1,1,55.38
0,1,0,1,1,1,10,3,2,1,55.35
0,0,1,1,1,1,90,3,2,1,58.51
0,0,1,1,1,1,10,3,2,1,55.2
0,1,1,1,0,1,10,3,2,1,58.73
1,0,1,1,1,0,10,3,1,2,23.99
1,0,1,1,1,0,90,3,1,2,24.01
0,1,1,1,1,1,10,1,2,1,55.12
0,1,1,1,1,1,90,4,1,1,54.61
0,1,1,1,1,1,90,4,3,1,54.49
0,1,1,1,1,1,10,1,2,1,55.53
0,1,1,1,1,1,10,1,3,1,55.46
0,1,1,1,1,1,10,1,3,1,55.33
0,1,1,1,1,1,10,1,1,1,55.03
0,1,1,1,1,0,10,1,2,1,39.76
0,1,1,1,0,1,90,1,3,1,54.5
0,1,1,0,1,1,90,1,2,1,55.02
0,1,1,1,1,1,90,1,1,1,54.89
0,1,0,1,1,1,10,1,3,1,55.56
0,1,1,1,1,1,10,1,2,1,59.19
0,1,1,1,1,1,10,1,2,1,55.41
0,1,1,1,1,1,90,1,3,1,54.61
0,0,1,1,1,1,90,1,3,1,58.35
0,1,0,1,1,1,90,1,3,1,54.83
0,0,1,1,1,1,90,1,1,1,55.02
1,0,1,1,1,0,90,1,2,2,23.95
0,1,1,1,1,0,90,1,3,1,39.35
1,0,1,1,1,0,10,1,2,2,24.21
1,0,1,1,1,0,10,1,3,2,24.21
0,1,0,1,1,1,10,1,2,1,55.72
1,0,1,1,1,0,90,1,1,2,23.89
0,0,1,1,1,1,10,1,1,1,55.41
0,1,1,1,1,0,90,3,2,1,39.27
0,1,1,1,1,1,90,3,1,1,54.71
0,0,1,1,1,1,10,3,2,1,55.1
1,0,1,1,1,0,90,3,1,2,24.15
0,1,1,1,0,1,90,3,1,1,54.77
0,1,1,0,1,1,90,3,1,1,54.83
0,0,1,1,1,1,90,3,1,1,55.26
0,0,1,1,1,1,90,3,1,1,54.62
0,1,1,1,1,1,10,4,2,1,55.39
0,1,1,1,0,1,10,3,1,1,58.87
0,1,1,1,1,1,10,3,2,1,55.26
0,0,1,1,1,1,10,3,1,1,58.75
0,1,0,1,1,1,90,3,2,1,54.75
0,1,1,1,1,0,90,3,1,1,39.44
1,0,1,1,1,0,10,3,1,2,24.09
0,1,1,1,1,0,10,3,2,1,39.84
1,0,1,1,1,0,90,3,2,2,23.92
0,1,1,0,1,1,90,3,1,1,54.74
0,1,0,1,1,1,10,3,2,1,55.15
0,0,1,1,1,1,90,3,2,1,54.7
0,1,1,1,1,1,90,4,2,1,54.66
0,1,1,1,1,1,10,3,2,1,55.13
0,0,1,1,1,1,10,3,3,1,54.78
0,1,1,1,1,0,90,3,2,1,39.62
0,1,1,1,0,1,90,3,2,1,54.81
0,1,1,0,1,1,90,3,3,1,54.37
0,1,1,1,1,1,90,3,2,1,55.21
0,0,1,1,1,1,90,3,3,1,54.79
0,1,1,1,1,1,90,2,3,1,54.56
0,1,1,1,1,1,10,3,3,1,55.28
0,1,1,1,1,1,10,3,2,1,58.84
0,1,1,1,1,1,10,1,3,1,58.68
0,1,0,1,1,1,90,3,3,1,54.71
0,1,1,1,0,1,90,3,3,1,54.61
1,0,1,1,1,0,90,3,3,2,24.04
0,1,1,1,1,1,10,2,3,1,55.81
1,0,1,1,1,0,90,3,3,2,23.89
0,1,0,1,1,1,10,3,3,1,54.91
0,1,1,0,1,1,10,3,3,1,54.94
0,1,1,1,0,1,10,3,3,1,55.01
0,1,1,1,1,1,90,3,3,1,54.4
0,1,1,1,1,1,90,3,1,1,55.27
0,1,1,1,1,0,90,3,2,1,39.51
0,1,1,1,0,1,10,3,2,1,54.94
0,1,1,0,1,1,10,3,3,1,54.8
0,1,1,1,1,1,10,3,1,1,55.17
0,1,1,1,1,1,10,3,1,1,55.22
0,1,1,1,1,1,90,4,1,1,54.57
0,1,1,1,1,1,90,3,2,1,58.6
0,1,1,1,1,1,10,3,3,1,54.97
0,1,1,1,1,1,90,2,3,1,58.62
0,1,0,1,1,1,10,3,3,1,55.04
0,1,1,1,1,1,90,1,1,1,54.72
1,0,1,1,1,0,90,3,2,2,24.17
0,1,1,1,1,1,10,3,3,1,55.13
1,0,1,1,1,0,10,3,2,2,24.2
1,0,1,1,1,0,90,3,3,2,24.22
0,1,1,1,1,1,10,4,3,1,55.46
0,1,1,1,1,1,90,2,2,1,54.81
0,1,1,1,1,1,90,4,3,1,54.38
0,1,1,1,1,0,10,3,2,1,39.7
0,1,1,1,0,1,10,3,1,1,55.09
0,1,1,0,1,1,90,3,2,1,54.88
0,1,1,0,1,1,90,3,3,1,54.79
0,1,1,1,1,1,90,1,1,1,58.61
0,1,1,1,1,1,10,2,1,1,59.92
0,1,1,0,1,1,10,3,2,1,55.01
0,1,1,1,1,1,90,3,1,1,54.72
0,1,1,1,1,1,90,3,2,1,55.42
0,1,0,1,1,1,90,3,1,1,54.8
0,1,1,1,1,0,90,3,1,1,39.4
1,0,1,1,1,0,10,3,3,2,24.02
0,1,1,1,1,1,90,2,1,1,54.91
1,0,1,1,1,0,90,2,2,2,24.0
0,1,1,1,0,1,10,3,3,1,55.06
0,1,0,1,1,1,10,3,3,1,55.01
0,1,1,0,1,1,10,3,3,1,54.73
0,1,1,0,1,1,10,3,2,1,54.79
0,1,1,1,0,0,10,3,1,1,39.77
0,1,1,0,1,0,90,3,3,1,39.23
0,1,1,1,1,0,10,3,3,1,39.64
0,1,1,1,1,0,90,3,3,1,41.85
0,1,1,1,1,0,10,4,3,1,40.01
0,1,1,1,1,0,10,3,1,1,39.61
1,0,1,1,1,0,90,3,3,2,24.28
0,1,1,1,1,0,10,3,1,1,39.78
0,1,0,1,1,0,90,3,2,1,39.45
0,1,1,1,1,0,90,3,3,1,39.42
1,0,1,1,1,0,90,3,1,2,25.46
0,1,1,1,1,0,10,3,3,1,40.02
0,0,1,1,1,0,90,3,2,3,16.24
0,1,0,1,1,0,90,3,2,1,39.42
0,0,1,1,1,0,10,3,3,3,17.5
0,0,1,1,1,0,90,3,2,4,31.59
0,0,1,1,1,0,10,3,2,4,34.03
0,1,1,0,0,1,10,3,2,1,55.06
0,1,1,1,0,1,90,3,3,1,54.58
0,1,1,1,0,1,90,3,1,1,55.01
0,1,1,1,0,1,90,4,1,1,54.71
0,0,1,1,0,1,10,3,1,1,55.34
0,1,1,1,0,1,90,3,2,1,54.83
0,1,1,0,0,1,10,3,3,1,54.83
0,1,0,1,0,1,10,3,3,1,55.27
1,0,1,1,0,0,90,3,1,2,23.9
1,0,1,1,0,0,10,3,2,2,24.18
0,1,1,1,0,1,90,4,2,1,54.77
1,0,1,1,0,0,10,3,3,2,25.78
0,1,1,0,0,1,90,3,3,1,54.71
0,1,1,1,0,0,10,3,2,1,39.74
0,1,1,0,0,1,90,3,3,1,58.16
0,1,1,1,0,0,10,3,3,1,39.53
0,1,1,0,1,1,10,3,1,1,55.86
0,1,1,0,0,1,90,3,1,1,54.54
0,1,1,0,1,1,10,4,2,1,58.86
0,1,1,0,1,1,90,4,1,1,55.07
0,1,1,0,1,1,10,3,1,1,54.81
0,1,1,0,1,1,90,4,3,1,55.03
0,1,0,0,1,1,10,3,2,1,55.1
1,0,1,0,1,0,90,3,2,2,23.87
0,0,1,0,1,1,90,3,1,1,54.71
0,1,1,0,1,1,90,4,2,1,54.47
1,0,1,0,1,0,90,3,2,2,24.14
0,1,1,0,1,1,10,1,2,1,55.12
1,0,1,0,1,0,10,3,3,2,24.05
0,1,1,0,1,1,90,3,1,1,54.51
0,1,1,0,1,1,90,3,1,1,54.39
0,1,1,1,1,1,90,3,1,1,54.77
0,1,1,1,1,1,90,4,3,1,58.21
0,1,0,1,1,1,10,3,1,1,55.16
0,1,1,1,1,1,90,3,3,1,54.66
0,1,1,1,1,1,10,4,2,1,56.29
0,1,0,1,1,1,10,3,1,1,55.37
0,1,0,1,1,1,90,3,1,1,54.68
1,0,1,1,1,0,10,1,3,2,25.74
0,1,0,1,1,1,90,3,3,1,54.83
0,0,1,1,1,0,90,3,3,3,16.3
0,1,1,1,1,1,10,3,1,1,55.16
1,0,1,1,0,0,10,3,3,2,23.97
0,1,1,1,1,0,10,2,2,1,40.52
0,1,1,0,1,1,10,4,1,1,55.84
0,1,1,1,1,0,10,1,1,1,39.67
1,0,1,1,1,0,10,3,3,2,24.01
0,1,1,1,1,1,90,1,1,1,54.87
0,0,1,1,1,1,90,2,1,1,54.7
1,0,0,1,1,0,10,3,1,2,25.73
0,0,1,1,1,1,90,4,1,1,54.77
0,0,1,1,1,0,90,3,3,3,17.42
0,1,1,1,1,1,10,2,1,1,55.9
0,0,1,1,1,0,90,3,1,3,16.2
0,0,1,1,1,0,10,3,1,3,16.68
0,1,0,1,1,1,10,4,1,1,55.46
1,0,1,1,1,0,90,2,3,2,23.89
0,1,1,1,0,0,10,3,1,1,40.01
0,1,1,1,1,1,90,4,2,1,54.63
0,1,1,1,1,1,90,4,1,1,54.42
0,1,1,1,0,1,10,4,2,1,58.85
0,1,0,1,1,1,90,2,1,1,55.34
1,0,1,1,1,0,90,1,3,2,25.56
1,0,1,1,1,0,10,1,1,2,24.07
0,1,1,1,0,1,90,4,3,1,54.65
1,0,1,1,1,0,90,4,2,2,24.34
1,0,1,1,1,0,90,1,1,2,24.27
0,1,1,1,1,0,10,4,1,1,39.84
0,1,0,1,1,1,10,4,2,1,55.32
0,1,1,1,1,1,10,2,3,1,55.78
0,1,1,1,1,0,10,3,3,1,42.26
0,0,1,1,1,0,90,3,3,4,31.6
0,1,0,1,1,1,10,4,3,1,55.34
0,1,1,1,0,0,90,3,3,1,39.98
1,0,1,1,1,0,10,4,1,2,24.25
0,1,1,0,1,0,10,3,3,1,39.58
1,0,1,1,1,0,10,2,3,2,24.71
0,0,1,1,1,0,90,3,2,4,31.66
0,1,1,1,1,1,10,4,3,1,55.3
0,0,1,1,1,0,10,3,3,4,31.85
0,0,1,1,1,1,90,3,2,1,54.88
0,1,1,1,1,0,90,3,3,1,41.88
0,1,0,1,1,1,10,3,2,1,54.98
0,1,1,0,1,1,90,3,2,1,54.88
1,0,1,1,1,0,90,3,2,2,23.95
0,1,0,1,1,1,90,3,3,1,54.83
1,0,1,1,1,0,90,3,1,2,24.28
0,1,1,1,1,1,10,4,1,1,59.28
0,1,1,1,1,0,10,3,3,1,40.41
0,1,1,1,1,0,10,3,2,1,39.65
0,0,1,1,1,1,90,3,3,1,54.89
0,1,0,1,0,1,90,3,3,1,54.47
0,1,1,1,1,1,90,4,1,1,55.12
0,0,1,1,1,1,10,3,3,1,54.95
0,0,1,1,1,1,90,1,3,1,54.72
1,0,1,1,1,0,90,3,3,2,23.91
