MemoryLimit,Nice,Depth,Dict,Dist,Multithreading,BlockSize,FlushTimeout,PositionBits,check,mfs,Literal Context Bits,time
0,0,1,0,0,0,0,0,0,1,5,6,27.06
0,0,0,1,0,0,0,0,0,1,4,3,44.96
0,0,0,0,1,0,0,0,0,1,4,5,15.87
0,0,0,0,0,1,0,0,0,1,3,12,11.43
0,0,0,0,0,0,1,0,0,1,3,14,22.0
0,0,0,0,0,0,0,1,0,1,2,6,23.44
0,0,0,0,0,0,0,0,1,1,5,1,24.94
0,0,0,0,0,0,0,0,0,2,4,8,31.11
0,0,0,0,0,0,0,0,0,2,5,8,25.3
0,0,0,0,0,0,0,0,0,2,1,12,26.37
0,0,0,0,0,0,0,0,0,2,2,12,21.84
0,0,0,0,0,0,0,0,0,2,3,8,22.36
0,0,0,0,0,0,0,0,0,2,1,1,26.22
0,0,0,0,0,0,0,0,0,2,1,2,24.38
0,0,0,0,0,0,0,0,0,2,1,3,26.28
0,0,0,0,0,0,0,0,0,2,3,4,21.86
0,0,0,0,0,0,0,0,0,2,5,5,25.23
0,0,0,0,0,0,0,0,0,2,4,6,30.57
0,0,0,0,0,0,0,0,0,2,4,7,29.51
0,0,0,0,0,0,0,0,1,2,5,8,25.52
0,0,0,0,0,0,0,0,0,2,4,9,31.41
0,0,0,0,0,0,0,0,0,2,3,10,21.85
0,0,0,0,0,0,0,0,0,2,4,11,31.04
0,0,0,0,0,0,0,0,0,2,5,12,25.08
0,0,0,0,0,0,0,0,0,2,1,13,26.35
0,0,0,0,0,0,0,0,0,2,4,14,29.74
0,0,0,0,0,0,0,0,0,2,5,15,25.08
1,0,0,0,0,0,0,0,0,2,4,9,30.98
0,1,0,0,0,0,0,0,0,2,2,10,24.06
0,0,1,0,0,0,0,0,0,2,3,14,34.66
0,0,0,1,0,0,0,0,0,2,1,1,32.72
0,0,0,0,1,0,0,0,0,2,1,1,20.29
0,0,0,0,0,1,0,0,0,2,4,1,15.99
0,0,0,0,0,0,1,0,0,2,4,1,30.8
0,0,0,0,0,0,0,1,0,2,3,2,20.28
0,0,0,0,0,0,0,0,1,2,2,2,23.53
0,0,0,0,0,0,0,0,0,4,4,15,31.43
0,0,0,0,0,0,0,0,0,4,5,13,25.3
0,0,0,0,0,0,0,0,0,4,1,2,26.59
0,0,0,0,0,0,0,0,0,4,2,15,22.04
0,0,0,0,0,0,0,0,0,4,3,10,22.17
0,0,0,0,0,0,0,0,0,4,1,1,26.87
0,0,0,0,0,0,0,0,0,4,4,2,30.98
0,0,0,0,0,0,0,0,0,4,3,3,22.15
0,0,0,0,0,0,0,0,0,4,4,4,30.28
0,0,0,0,0,0,0,0,0,4,1,5,40.34
0,0,0,0,0,0,0,0,0,4,1,6,26.54
0,0,0,0,0,0,0,0,0,4,4,7,31.08
0,0,0,0,0,0,0,0,0,4,3,8,20.57
0,0,0,0,0,0,0,0,0,4,3,9,22.21
0,0,0,0,0,0,0,0,0,4,2,10,23.77
0,0,0,0,0,0,0,0,0,4,1,11,26.6
0,0,0,0,0,0,0,0,0,4,1,12,26.68
0,0,0,0,0,0,0,0,0,4,4,13,31.57
0,0,0,0,0,0,0,0,0,4,1,14,26.69
0,0,0,0,0,0,0,0,0,4,3,15,22.51
1,0,0,0,0,0,0,0,0,4,5,13,25.28
0,1,0,0,0,0,0,0,0,4,3,1,21.11
0,0,1,0,0,0,0,0,0,4,3,1,20.57
0,0,0,1,0,0,0,0,0,4,2,4,30.3
0,0,0,0,1,0,0,0,0,4,3,4,16.72
0,0,0,0,0,1,0,0,0,4,5,8,12.78
0,0,0,0,0,0,1,0,0,4,3,13,22.3
0,0,0,0,0,0,0,1,0,4,4,11,31.1
0,0,0,0,0,0,0,0,1,4,4,14,31.47
0,0,0,0,0,0,0,0,0,3,4,7,31.26
0,0,0,0,0,0,0,0,0,3,5,6,38.95
0,0,0,0,0,0,0,0,0,3,1,3,26.22
0,0,0,0,0,0,0,0,0,3,2,6,23.78
0,0,0,0,0,0,0,0,0,3,3,8,21.79
0,0,0,0,0,0,0,0,0,3,4,1,30.6
0,0,0,0,0,0,0,0,0,3,5,2,24.89
0,0,0,0,0,0,0,0,0,3,4,3,29.5
0,0,0,0,0,0,0,0,0,3,3,4,20.27
0,0,0,0,0,0,0,0,0,3,4,5,31.43
0,0,0,0,0,0,0,0,0,3,4,6,30.64
0,0,0,0,0,0,0,0,1,3,4,7,30.98
0,0,0,0,0,0,0,0,1,3,3,8,22.46
0,0,0,0,0,0,0,0,0,3,3,9,21.84
0,0,0,0,0,0,0,0,0,3,5,10,24.78
0,0,0,0,0,0,0,0,0,3,1,11,26.22
0,0,0,0,0,0,0,0,0,3,2,12,21.71
0,0,0,0,0,0,0,0,0,3,5,13,25.24
0,0,0,0,0,0,0,0,0,3,1,14,26.27
0,0,0,0,0,0,0,0,0,3,3,15,21.8
1,0,0,0,0,0,0,0,0,3,4,12,29.81
0,1,0,0,0,0,0,0,0,3,4,13,48.47
0,0,1,0,0,0,0,0,0,3,4,14,38.82
0,0,0,1,0,0,0,0,0,3,2,4,29.92
0,0,0,0,1,0,0,0,0,3,2,3,16.08
0,0,0,0,0,1,0,0,0,3,3,1,11.01
0,0,0,0,0,0,1,0,0,3,3,15,20.28
0,0,0,0,0,0,0,1,0,3,3,1,21.73
0,0,0,0,0,0,0,0,1,3,3,15,21.88
0,0,0,0,0,0,0,0,1,3,4,1,31.64
0,0,0,0,0,0,0,0,1,4,4,2,31.37
0,0,0,0,0,0,0,0,1,3,4,3,30.87
0,0,0,0,0,0,0,0,0,3,4,4,30.8
0,0,0,0,0,0,0,0,0,2,4,5,31.33
0,0,0,0,0,0,0,0,0,4,4,6,30.95
0,0,0,0,0,0,0,0,1,4,4,7,29.98
0,0,0,0,0,0,0,0,1,1,4,8,30.03
0,0,0,0,0,0,0,0,0,4,4,9,31.3
0,0,0,0,0,0,0,0,0,3,4,10,30.8
0,0,0,0,0,0,0,0,1,1,4,11,31.19
0,0,0,0,0,0,0,0,0,3,4,12,31.68
0,0,0,0,0,0,0,0,0,1,4,13,31.28
0,0,0,0,0,0,0,0,1,2,4,14,47.13
0,0,0,0,0,0,0,0,1,4,4,15,31.47
1,0,0,0,0,0,0,0,0,3,4,3,30.58
0,1,0,0,0,0,0,0,0,1,4,4,31.87
0,0,1,0,0,0,0,0,0,3,4,7,37.95
0,0,0,1,0,0,0,0,0,2,4,13,44.66
0,0,0,0,1,0,0,0,0,4,4,15,14.97
0,0,0,0,0,1,0,0,0,1,4,15,14.95
0,0,0,0,0,0,1,0,0,2,4,7,31.15
0,0,0,0,0,0,0,1,0,1,4,14,31.01
0,0,0,0,0,0,0,0,1,2,4,2,31.08
0,0,0,0,0,0,0,0,0,2,5,1,23.77
0,0,0,0,0,0,0,0,0,4,5,2,24.15
0,0,0,0,0,0,0,0,0,3,5,3,25.21
0,0,0,0,0,0,0,0,0,3,5,4,24.91
0,0,0,0,0,0,0,0,0,4,5,5,25.91
0,0,0,0,0,0,0,0,1,3,5,6,25.12
0,0,0,0,0,0,0,0,1,2,5,7,25.09
0,0,0,0,0,0,0,0,0,1,5,8,24.88
0,0,0,0,0,0,0,0,0,3,5,9,37.98
0,0,0,0,0,0,0,0,1,3,5,10,25.03
0,0,0,0,0,0,0,0,0,4,5,11,24.17
0,0,0,0,0,0,0,0,1,2,5,12,25.19
0,0,0,0,0,0,0,0,0,1,5,13,23.8
0,0,0,0,0,0,0,0,0,3,5,14,24.97
0,0,0,0,0,0,0,0,0,4,5,15,25.36
1,0,0,0,0,0,0,0,0,2,5,7,25.2
0,1,0,0,0,0,0,0,0,2,5,13,25.92
0,0,1,0,0,0,0,0,0,3,5,7,27.05
0,0,0,1,0,0,0,0,0,1,5,14,47.7
0,0,0,0,1,0,0,0,0,2,5,9,16.22
0,0,0,0,0,1,0,0,0,4,5,3,12.76
0,0,0,0,0,0,1,0,0,2,5,12,25.4
0,0,0,0,0,0,0,1,0,3,5,1,23.64
0,0,0,0,0,0,0,0,1,1,5,15,25.21
0,0,0,0,0,0,0,0,0,3,1,1,26.11
0,0,0,0,0,0,0,0,0,1,1,2,26.24
0,0,0,0,0,0,0,0,1,3,1,3,24.41
0,0,0,0,0,0,0,0,0,2,1,4,26.35
0,0,0,0,0,0,0,0,1,4,1,5,26.84
0,0,0,0,0,0,0,0,0,3,1,6,26.16
0,0,0,0,0,0,0,0,0,1,1,7,26.25
0,0,0,0,0,0,0,0,0,4,1,8,26.94
0,0,0,0,0,0,0,0,0,1,1,9,26.36
0,0,0,0,0,0,0,0,0,2,1,10,40.55
0,0,0,0,0,0,0,0,1,3,1,11,26.35
0,0,0,0,0,0,0,0,0,3,1,12,26.27
0,0,0,0,0,0,0,0,0,1,1,13,24.29
0,0,0,0,0,0,0,0,0,2,1,14,26.35
0,0,0,0,0,0,0,0,0,4,1,15,24.76
1,0,0,0,0,0,0,0,0,1,1,15,26.36
0,1,0,0,0,0,0,0,0,4,1,11,27.19
0,0,1,0,0,0,0,0,0,2,1,2,26.25
0,0,0,1,0,0,0,0,0,1,1,10,37.56
0,0,0,0,1,0,0,0,0,1,1,15,20.19
0,0,0,0,0,1,0,0,0,4,1,2,13.45
0,0,0,0,0,0,1,0,0,1,1,13,26.46
0,0,0,0,0,0,0,1,0,1,1,9,26.62
0,0,0,0,0,0,0,0,1,2,1,15,26.5
0,0,0,0,0,0,0,0,0,1,2,1,23.35
0,0,0,0,0,0,0,0,0,4,2,2,23.76
0,0,0,0,0,0,0,0,0,2,2,3,23.51
0,0,0,0,0,0,0,0,0,2,2,4,21.8
0,0,0,0,0,0,0,0,0,2,2,5,36.26
0,0,0,0,0,0,0,0,0,4,2,6,21.98
0,0,0,0,0,0,0,0,0,2,2,7,23.41
0,0,0,0,0,0,0,0,0,1,2,8,23.44
0,0,0,0,0,0,0,0,0,1,2,9,23.56
0,0,0,0,0,0,0,0,1,4,2,10,23.91
0,0,0,0,0,0,0,0,0,3,2,11,23.43
0,0,0,0,0,0,0,0,1,2,2,12,23.66
0,0,0,0,0,0,0,0,0,3,2,13,23.47
0,0,0,0,0,0,0,0,0,4,2,14,24.15
0,0,0,0,0,0,0,0,0,1,2,15,23.49
1,0,0,0,0,0,0,0,0,2,2,4,21.87
0,1,0,0,0,0,0,0,0,2,2,2,24.45
0,0,1,0,0,0,0,0,0,3,2,15,23.44
0,0,0,1,0,0,0,0,0,3,2,14,29.97
0,0,0,0,1,0,0,0,0,3,2,15,14.76
0,0,0,0,0,1,0,0,0,2,2,14,11.01
0,0,0,0,0,0,1,0,0,1,2,3,23.57
0,0,0,0,0,0,0,1,0,2,2,1,23.45
0,0,0,0,0,0,0,0,1,4,2,2,23.79
0,0,0,0,0,0,0,0,0,2,3,1,21.81
0,0,0,0,0,0,0,0,0,1,3,2,21.78
0,0,0,0,0,0,0,0,1,1,3,3,21.91
0,0,0,0,0,0,0,0,1,1,3,4,21.91
0,0,0,0,0,0,0,0,0,1,3,5,20.35
0,0,0,0,0,0,0,0,0,1,3,6,22.07
0,0,0,0,0,0,0,0,0,4,3,7,22.17
0,0,0,0,0,0,0,0,1,4,3,8,20.66
0,0,0,0,0,0,0,0,0,1,3,9,20.3
0,0,0,0,0,0,0,0,1,2,3,10,34.42
0,0,0,0,0,0,0,0,0,3,3,11,21.8
0,0,0,0,0,0,0,0,0,2,3,12,22.69
0,0,0,0,0,0,0,0,0,1,3,13,21.87
0,0,0,0,0,0,0,0,1,1,3,14,22.02
0,0,0,0,0,0,0,0,1,4,3,15,22.28
1,0,0,0,0,0,0,0,0,2,3,11,21.86
0,1,0,0,0,0,0,0,0,4,3,6,22.68
0,0,1,0,0,0,0,0,0,1,3,15,21.88
0,0,0,1,0,0,0,0,0,2,3,14,26.19
0,0,0,0,1,0,0,0,0,2,3,8,16.43
0,0,0,0,0,1,0,0,0,3,3,8,11.03
0,0,0,0,0,0,1,0,1,1,3,14,20.44
0,0,0,0,0,0,0,1,0,1,3,1,22.07
0,0,0,0,0,0,0,0,1,3,3,4,21.87
1,0,0,0,0,0,0,0,0,1,4,1,29.59
0,1,0,0,0,0,0,0,0,3,3,1,22.33
0,0,1,0,0,0,0,0,1,4,3,1,22.78
0,0,0,1,0,0,0,0,0,2,3,1,28.09
0,0,0,0,1,0,0,0,0,4,3,1,16.66
0,0,0,0,0,1,0,0,0,1,3,1,10.97
0,0,0,0,0,0,1,0,0,3,4,1,46.43
0,0,0,0,0,0,0,1,0,4,4,1,31.47
0,0,0,0,0,0,0,0,1,1,3,1,21.85
1,0,0,0,0,0,0,0,0,2,5,2,24.92
0,1,0,0,0,0,0,0,0,3,4,2,31.29
0,0,1,0,0,0,0,0,0,1,3,2,21.78
0,0,0,1,0,0,0,0,0,2,4,2,43.44
0,0,0,0,1,0,0,0,0,4,3,2,16.69
0,0,0,0,0,1,0,0,0,1,4,2,15.97
0,0,0,0,0,0,1,0,0,3,5,2,24.01
0,0,0,0,0,0,0,1,0,3,2,2,23.36
0,0,0,0,0,0,0,0,1,4,1,2,24.71
1,0,0,0,0,0,0,0,0,1,1,3,26.3
0,1,0,0,0,0,0,0,0,3,3,3,22.33
0,0,1,0,0,0,0,0,0,3,3,3,22.37
0,0,0,1,0,0,0,0,0,4,2,3,30.02
0,0,0,0,1,0,0,0,0,4,4,3,16.11
0,0,0,0,0,1,0,0,0,3,1,3,13.56
0,0,0,0,0,0,1,0,0,3,3,3,21.91
0,0,0,0,0,0,0,1,0,4,3,3,22.16
0,0,0,0,0,0,0,0,1,2,3,3,21.93
1,0,0,0,0,0,0,0,0,2,4,4,31.13
0,1,0,0,0,0,0,0,0,4,4,4,31.11
0,0,1,0,0,0,0,0,0,1,3,4,21.85
0,0,0,1,0,0,0,0,0,3,4,4,44.66
0,0,0,0,1,0,0,0,0,1,3,4,16.66
0,0,0,0,0,1,0,0,0,1,3,4,11.06
0,0,0,0,0,0,1,0,0,3,5,4,25.86
0,0,0,0,0,0,0,1,0,1,3,4,21.83
0,0,0,0,0,0,0,0,1,3,5,4,24.05
1,0,0,0,0,0,0,0,0,4,3,5,22.24
0,1,0,0,0,0,0,0,0,1,4,5,48.79
0,0,1,0,0,0,0,0,0,4,1,5,26.71
0,0,0,1,0,0,0,0,0,4,3,5,28.56
0,0,0,0,1,0,0,0,0,4,5,5,15.27
0,0,0,0,0,1,0,0,0,2,4,5,15.83
0,0,0,0,0,0,1,0,0,4,3,5,22.36
0,0,0,0,0,0,0,1,0,1,3,5,21.83
0,0,0,0,0,0,0,0,1,2,3,5,22.26
1,0,0,0,0,0,0,0,0,1,3,6,21.78
0,1,0,0,0,0,0,0,0,2,3,6,22.39
0,0,1,0,0,0,0,0,0,2,3,6,21.82
0,0,0,1,0,0,0,0,0,2,2,6,27.82
0,0,0,0,1,0,0,0,0,4,3,6,16.66
0,0,0,0,0,1,0,0,0,2,3,6,10.26
0,0,0,0,0,0,1,0,0,2,3,6,20.36
0,0,0,0,0,0,0,1,0,4,3,6,22.14
0,0,0,0,0,0,0,0,1,4,1,6,27.05
1,0,0,0,0,0,0,0,0,2,4,7,30.76
0,1,0,0,0,0,0,0,0,1,4,7,31.96
0,0,1,0,0,0,0,0,0,2,1,7,26.28
0,0,0,1,0,0,0,0,0,4,3,7,26.54
0,0,0,0,1,0,0,0,0,3,5,7,16.08
0,0,0,0,0,1,0,0,0,3,4,7,15.9
0,0,0,0,0,0,1,0,0,1,4,7,31.08
0,0,0,0,0,0,0,1,0,4,3,7,22.14
0,0,0,0,0,0,0,0,1,4,3,7,22.2
1,0,0,0,0,0,0,0,0,2,3,8,21.84
0,1,0,0,0,0,0,0,0,1,3,8,22.46
0,0,1,0,0,0,0,0,0,4,3,8,20.61
0,0,0,1,0,0,0,0,0,4,2,8,30.24
0,0,0,0,1,0,0,0,0,4,2,8,15.22
0,0,0,0,0,1,0,0,0,2,3,8,11.02
0,0,0,0,0,0,1,0,0,4,1,8,27.21
0,0,0,0,0,0,0,1,0,4,3,8,22.44
0,0,0,0,0,0,0,0,1,2,2,8,35.88
1,0,0,0,0,0,0,0,0,1,1,9,26.3
0,1,0,0,0,0,0,0,0,3,3,9,22.39
0,0,1,0,0,0,0,0,0,2,3,9,20.32
0,0,0,1,0,0,0,0,0,2,3,9,28.05
0,0,0,0,1,0,0,0,0,3,4,9,15.8
0,0,0,0,0,1,0,0,0,4,2,9,12.07
0,0,0,0,0,0,1,0,0,4,3,9,22.29
0,0,0,0,0,0,0,1,0,3,3,9,21.83
0,0,0,0,0,0,0,0,1,3,3,9,20.35
1,0,0,0,0,0,0,0,0,3,1,10,24.34
0,1,0,0,0,0,0,0,0,1,3,10,22.45
0,0,1,0,0,0,0,0,0,4,4,10,38.52
0,0,0,1,0,0,0,0,0,3,3,10,29.4
0,0,0,0,1,0,0,0,0,4,4,10,16.05
0,0,0,0,0,1,0,0,0,3,3,10,11.02
0,0,0,0,0,0,1,0,0,4,3,10,22.27
0,0,0,0,0,0,0,1,0,1,3,10,22.37
0,0,0,0,0,0,0,0,1,2,5,10,24.03
1,0,0,0,0,0,0,0,0,4,4,11,31.13
0,1,0,0,0,0,0,0,0,1,2,11,24.05
0,0,1,0,0,0,0,0,0,1,3,11,20.27
0,0,0,1,0,0,0,0,0,3,3,11,27.93
0,0,0,0,1,0,0,0,0,1,3,11,16.36
0,0,0,0,0,1,0,0,0,4,3,11,11.23
0,0,0,0,0,0,1,0,0,2,5,11,25.23
0,0,0,0,0,0,0,1,0,4,3,11,34.29
0,0,0,0,0,0,0,0,1,4,1,11,26.72
1,0,0,0,0,0,0,0,0,3,3,12,20.24
0,1,0,0,0,0,0,0,0,4,3,12,22.88
0,0,1,0,0,0,0,0,0,4,1,12,26.72
0,0,0,1,0,0,0,0,0,1,3,12,28.3
0,0,0,0,1,0,0,0,0,4,3,12,17.22
0,0,0,0,0,1,0,0,0,1,4,12,15.67
0,0,0,0,0,0,1,0,0,2,3,12,22.31
0,0,0,0,0,0,0,1,0,2,4,12,29.63
0,0,0,0,0,0,0,0,1,4,1,12,24.92
1,0,0,0,0,0,0,0,0,1,2,13,23.46
0,1,0,0,0,0,0,0,0,3,3,13,22.38
0,0,1,0,0,0,0,0,0,2,5,13,26.15
0,0,0,1,0,0,0,0,0,4,5,13,39.2
0,0,0,0,1,0,0,0,0,1,3,13,16.34
0,0,0,0,0,1,0,0,0,2,4,13,15.5
0,0,0,0,0,0,1,0,1,4,3,13,22.38
0,0,0,0,0,0,0,1,0,3,4,13,30.49
0,0,0,0,0,0,0,0,1,1,3,13,21.93
1,0,0,0,0,0,0,0,0,4,2,14,24.33
0,1,0,0,0,0,0,0,0,1,1,14,40.3
0,0,1,0,0,0,0,0,0,1,3,14,21.87
0,0,0,1,0,0,0,0,0,1,4,14,46.17
0,0,0,0,1,0,0,0,0,1,3,14,16.34
0,0,0,0,0,1,0,0,0,4,5,14,12.81
0,0,0,0,0,0,1,0,0,1,1,14,26.53
0,0,0,0,0,0,0,1,0,4,3,14,22.21
0,0,0,0,0,0,0,0,1,3,5,14,24.1
1,0,0,0,0,0,0,0,0,4,4,15,31.31
0,1,0,0,0,0,0,0,0,4,3,15,21.12
0,0,1,0,0,0,0,0,1,1,3,15,20.34
0,0,0,1,0,0,0,0,0,3,2,15,29.78
0,0,0,0,1,0,0,0,0,1,3,15,16.32
0,0,0,0,0,1,0,0,0,1,2,15,11.9
0,0,0,0,0,0,1,0,1,3,3,15,22.66
0,0,0,0,0,0,0,1,0,4,3,15,22.2
0,0,0,0,0,0,0,0,1,4,1,15,26.77
1,1,0,0,0,0,0,0,0,4,3,1,22.67
1,0,1,0,0,0,0,0,0,4,4,5,38.72
1,0,0,1,0,0,0,0,0,1,3,5,28.22
1,0,0,0,1,0,0,0,0,2,3,1,16.36
1,0,0,0,0,1,0,0,0,4,3,15,10.45
1,0,0,0,0,0,1,0,0,3,1,13,24.46
1,0,0,0,0,0,0,1,0,2,5,6,24.77
1,0,0,0,0,0,0,0,1,2,3,1,21.86
0,1,1,0,0,0,0,0,0,1,1,3,24.93
0,1,0,1,0,0,0,0,0,4,4,12,89.42
0,1,0,0,1,0,0,0,0,4,3,2,16.78
0,1,0,0,0,1,0,0,0,1,3,2,10.53
0,1,0,0,0,0,1,0,0,4,2,1,25.0
0,1,0,0,0,0,0,1,0,4,3,4,22.76
0,1,0,0,0,0,0,0,1,1,3,5,22.61
0,0,1,1,0,0,0,0,0,3,2,1,29.76
0,0,1,0,1,0,0,0,0,3,3,9,16.38
0,0,1,0,0,1,0,0,0,4,3,1,11.54
0,0,1,0,0,0,1,0,0,4,3,13,22.3
0,0,1,0,0,0,0,1,0,2,3,6,20.25
0,0,1,0,0,0,0,0,1,3,3,15,21.9
0,0,0,1,1,0,0,0,0,3,1,4,29.25
0,0,0,1,0,1,0,0,0,2,3,11,15.95
0,0,0,1,0,0,1,0,0,2,3,5,73.02
0,0,0,1,0,0,0,1,0,3,5,11,39.45
0,0,0,1,0,0,0,0,1,4,3,3,26.61
0,0,0,0,1,1,0,0,0,3,3,10,8.54
0,0,0,0,1,0,1,0,0,3,2,6,16.14
0,0,0,0,1,0,0,1,0,4,3,10,16.68
0,0,0,0,1,0,0,0,1,3,3,8,16.39
0,0,0,0,0,1,1,0,0,4,3,1,22.82
0,0,0,0,0,1,0,0,1,4,3,8,11.27
0,0,0,0,0,0,1,1,0,2,3,7,22.12
0,0,0,0,0,0,1,0,1,4,3,3,22.28
0,0,0,0,0,0,0,1,1,1,4,8,29.83
1,1,1,1,1,1,1,0,0,4,2,4,85.51
1,1,1,1,1,1,1,0,0,3,1,9,117.62
1,1,1,1,1,1,1,0,0,2,1,10,118.26
1,1,1,1,1,1,1,0,0,3,5,9,106.07
1,1,1,1,1,1,1,0,0,4,4,9,514.01
1,1,1,1,1,1,1,0,0,4,2,1,85.96
1,1,1,1,1,0,1,1,0,3,3,11,49.96
1,1,1,1,1,1,1,0,0,2,5,2,106.57
1,1,1,1,1,0,1,1,0,2,4,14,526.01
1,1,1,1,1,0,1,1,0,2,4,5,398.41
1,1,1,1,1,0,1,1,0,2,4,10,428.79
1,1,1,1,1,1,1,0,0,2,3,3,52.78
1,1,1,1,1,1,1,0,1,2,3,10,52.71
1,1,1,1,1,0,1,1,0,4,4,1,522.94
1,1,1,1,1,1,1,0,0,4,4,5,990.26
1,1,1,1,1,1,1,0,0,4,2,12,82.65
1,1,1,1,1,0,1,1,0,3,1,14,122.77
1,1,1,1,1,0,1,1,0,2,2,12,85.03
1,1,1,1,1,1,1,0,0,4,2,7,85.81
1,1,1,1,1,1,1,0,0,4,3,14,49.46
1,1,1,1,1,1,1,0,1,4,4,9,512.79
1,1,1,1,1,1,1,0,0,3,4,3,510.63
1,1,1,1,1,1,1,0,0,2,4,5,514.24
