MemoryLimit,Nice,Depth,Dict,Dist,Multithreading,BlockSize,FlushTimeout,PositionBits,check,mfs,Literal Context Bits,time
0,0,0,0,1,0,0,0,0,2,3,8,4.74
0,0,0,0,0,1,0,0,0,3,3,8,2.6
0,0,0,0,0,0,1,0,1,1,3,14,4.95
0,0,0,0,0,0,0,1,0,1,3,1,4.9
0,0,0,0,0,0,0,0,1,3,3,4,4.89
1,0,0,0,0,0,0,0,0,1,4,1,5.23
0,1,0,0,0,0,0,0,0,3,3,1,5.85
0,0,1,0,0,0,0,0,1,4,3,1,5.02
0,0,0,1,0,0,0,0,0,2,3,1,5.55
0,0,0,0,1,0,0,0,0,4,3,1,4.53
0,0,0,0,0,1,0,0,0,1,3,1,2.59
0,0,0,0,0,0,1,0,0,3,4,1,5.29
0,0,0,0,0,0,0,1,0,4,4,1,5.38
0,0,0,0,0,0,0,0,1,1,3,1,4.89
1,0,0,0,0,0,0,0,0,2,5,2,4.91
0,1,0,0,0,0,0,0,0,3,4,2,6.17
0,0,1,0,0,0,0,0,0,1,3,2,4.9
0,0,0,1,0,0,0,0,0,2,4,2,6.52
0,0,0,0,1,0,0,0,0,4,3,2,4.85
0,0,0,0,0,1,0,0,0,1,4,2,2.83
0,0,0,0,0,0,1,0,0,3,5,2,4.89
0,0,0,0,0,0,0,1,0,3,2,2,5.04
0,0,0,0,0,0,0,0,1,4,1,2,5.66
1,0,0,0,0,0,0,0,0,1,1,3,5.56
0,1,0,0,0,0,0,0,0,3,3,3,5.87
0,0,1,0,0,0,0,0,0,3,3,3,4.63
0,0,0,1,0,0,0,0,0,4,2,3,6.15
0,0,0,0,1,0,0,0,0,4,4,3,4.81
0,0,0,0,0,1,0,0,0,3,1,3,2.96
0,0,0,0,0,0,1,0,0,3,3,3,4.62
0,0,0,0,0,0,0,1,0,4,3,3,5.03
0,0,0,0,0,0,0,0,1,2,3,3,4.91
1,0,0,0,0,0,0,0,0,2,4,4,5.32
0,1,0,0,0,0,0,0,0,4,4,4,6.33
0,0,1,0,0,0,0,0,0,1,3,4,4.94
0,0,0,1,0,0,0,0,0,3,4,4,6.69
0,0,0,0,1,0,0,0,0,1,3,4,4.72
0,0,0,0,0,1,0,0,0,1,3,4,2.61
0,0,0,0,0,0,1,0,0,3,5,4,4.92
0,0,0,0,0,0,0,1,0,1,3,4,4.91
0,0,0,0,0,0,0,0,1,3,5,4,4.73
1,0,0,0,0,0,0,0,0,4,3,5,5.04
0,1,0,0,0,0,0,0,0,1,4,5,5.95
0,0,1,0,0,0,0,0,0,4,1,5,5.74
0,0,0,1,0,0,0,0,0,4,3,5,5.96
0,0,0,0,1,0,0,0,0,4,5,5,4.8
0,0,0,0,0,1,0,0,0,2,4,5,2.87
0,0,0,0,0,0,1,0,0,4,3,5,4.78
0,0,0,0,0,0,0,1,0,1,3,5,4.92
0,0,0,0,0,0,0,0,1,2,3,5,4.93
1,0,0,0,0,0,0,0,0,1,3,6,4.9
0,1,0,0,0,0,0,0,0,2,3,6,5.89
0,0,1,0,0,0,0,0,0,2,3,6,4.91
0,0,0,1,0,0,0,0,0,2,2,6,6.01
0,0,0,0,1,0,0,0,0,4,3,6,4.84
0,0,0,0,0,1,0,0,0,2,3,6,2.59
0,0,0,0,0,0,1,0,0,2,3,6,4.94
0,0,0,0,0,0,0,1,0,4,3,6,5.02
0,0,0,0,0,0,0,0,1,4,1,6,5.67
1,0,0,0,0,0,0,0,0,2,4,7,5.29
0,1,0,0,0,0,0,0,0,1,4,7,5.92
0,0,1,0,0,0,0,0,0,2,1,7,5.61
0,0,0,1,0,0,0,0,0,4,3,7,5.96
0,0,0,0,1,0,0,0,0,3,5,7,4.39
0,0,0,0,0,1,0,0,0,3,4,7,2.73
0,0,0,0,0,0,1,0,0,1,4,7,5.28
0,0,0,0,0,0,0,1,0,4,3,7,5.02
0,0,0,0,0,0,0,0,1,4,3,7,5.01
1,0,0,0,0,0,0,0,0,2,3,8,4.92
0,1,0,0,0,0,0,0,0,1,3,8,5.89
0,0,1,0,0,0,0,0,0,4,3,8,5.04
0,0,0,1,0,0,0,0,0,4,2,8,6.12
0,0,0,0,1,0,0,0,0,4,2,8,4.94
0,0,0,0,0,1,0,0,0,2,3,8,2.61
0,0,0,0,0,0,1,0,0,4,1,8,5.37
0,0,0,0,0,0,0,1,0,4,3,8,5.03
0,0,0,0,0,0,0,0,1,2,2,8,5.07
1,0,0,0,0,0,0,0,0,1,1,9,5.58
0,1,0,0,0,0,0,0,0,3,3,9,5.88
0,0,1,0,0,0,0,0,0,2,3,9,4.93
0,0,0,1,0,0,0,0,0,2,3,9,5.59
0,0,0,0,1,0,0,0,0,3,4,9,4.7
0,0,0,0,0,1,0,0,0,4,2,9,2.57
0,0,0,0,0,0,1,0,0,4,3,9,5.05
0,0,0,0,0,0,0,1,0,3,3,9,4.9
0,0,0,0,0,0,0,0,1,3,3,9,4.9
1,0,0,0,0,0,0,0,0,3,1,10,5.55
0,1,0,0,0,0,0,0,0,1,3,10,5.87
0,0,1,0,0,0,0,0,0,4,4,10,6.33
0,0,0,1,0,0,0,0,0,3,3,10,5.82
0,0,0,0,1,0,0,0,0,4,4,10,4.8
0,0,0,0,0,1,0,0,0,3,3,10,2.59
0,0,0,0,0,0,1,0,0,4,3,10,4.76
0,0,0,0,0,0,0,1,0,1,3,10,4.91
0,0,0,0,0,0,0,0,1,2,5,10,4.92
1,0,0,0,0,0,0,0,0,4,4,11,5.44
0,1,0,0,0,0,0,0,0,1,2,11,6.05
0,0,1,0,0,0,0,0,0,1,3,11,4.66
0,0,0,1,0,0,0,0,0,3,3,11,5.83
0,0,0,0,1,0,0,0,0,1,3,11,4.72
0,0,0,0,0,1,0,0,0,4,3,11,2.67
0,0,0,0,0,0,1,0,0,2,5,11,4.76
0,0,0,0,0,0,0,1,0,4,3,11,5.05
0,0,0,0,0,0,0,0,1,4,1,11,5.68
1,0,0,0,0,0,0,0,0,3,3,12,4.9
0,1,0,0,0,0,0,0,0,4,3,12,6.02
0,0,1,0,0,0,0,0,0,4,1,12,5.75
0,0,0,1,0,0,0,0,0,1,3,12,5.85
0,0,0,0,1,0,0,0,0,4,3,12,4.84
0,0,0,0,0,1,0,0,0,1,4,12,2.84
0,0,0,0,0,0,1,0,0,2,3,12,4.94
0,0,0,0,0,0,0,1,0,2,4,12,5.31
0,0,0,0,0,0,0,0,1,4,1,12,5.36
1,0,0,0,0,0,0,0,0,1,2,13,5.07
0,1,0,0,0,0,0,0,0,3,3,13,5.48
0,0,1,0,0,0,0,0,0,2,5,13,5.46
0,0,0,1,0,0,0,0,0,4,5,13,6.29
0,0,0,0,1,0,0,0,0,1,3,13,4.72
0,0,0,0,0,1,0,0,0,2,4,13,2.84
0,0,0,0,0,0,1,0,1,4,3,13,5.06
0,0,0,0,0,0,0,1,0,3,4,13,5.27
0,0,0,0,0,0,0,0,1,1,3,13,4.91
1,0,0,0,0,0,0,0,0,4,2,14,4.9
0,1,0,0,0,0,0,0,0,1,1,14,6.53
0,0,1,0,0,0,0,0,0,1,3,14,4.93
0,0,0,1,0,0,0,0,0,1,4,14,6.7
0,0,0,0,1,0,0,0,0,1,3,14,4.73
0,0,0,0,0,1,0,0,0,4,5,14,2.69
0,0,0,0,0,0,1,0,0,1,1,14,5.6
0,0,0,0,0,0,0,1,0,4,3,14,5.05
0,0,0,0,0,0,0,0,1,3,5,14,4.91
1,0,0,0,0,0,0,0,0,4,4,15,5.41
0,1,0,0,0,0,0,0,0,4,3,15,6.01
0,0,1,0,0,0,0,0,1,1,3,15,4.64
0,0,0,1,0,0,0,0,0,3,2,15,5.65
0,0,0,0,1,0,0,0,0,1,3,15,4.72
0,0,0,0,0,1,0,0,0,1,2,15,2.66
0,0,0,0,0,0,1,0,1,3,3,15,4.93
0,0,0,0,0,0,0,1,0,4,3,15,5.03
0,0,0,0,0,0,0,0,1,4,1,15,5.7
1,1,0,0,0,0,0,0,0,4,3,1,6.01
1,0,1,0,0,0,0,0,0,4,4,5,6.45
1,0,0,1,0,0,0,0,0,1,3,5,5.56
1,0,0,0,1,0,0,0,0,2,3,1,4.72
1,0,0,0,0,1,0,0,0,4,3,15,2.66
1,0,0,0,0,0,1,0,0,3,1,13,5.57
1,0,0,0,0,0,0,1,0,2,5,6,4.91
1,0,0,0,0,0,0,0,1,2,3,1,4.91
0,1,1,0,0,0,0,0,0,1,1,3,6.6
0,1,0,1,0,0,0,0,0,4,4,12,7.84
0,1,0,0,1,0,0,0,0,4,3,2,5.02
0,1,0,0,0,1,0,0,0,1,3,2,3.07
0,1,0,0,0,0,1,0,0,4,2,1,6.17
0,1,0,0,0,0,0,1,0,4,3,4,6.01
0,1,0,0,0,0,0,0,1,1,3,5,5.89
0,0,1,1,0,0,0,0,0,3,2,1,5.64
0,0,1,0,1,0,0,0,0,3,3,9,4.73
0,0,1,0,0,1,0,0,0,4,3,1,2.64
0,0,1,0,0,0,1,0,0,4,3,13,5.05
0,0,1,0,0,0,0,1,0,2,3,6,4.65
0,0,1,0,0,0,0,0,1,3,3,15,4.89
0,0,0,1,1,0,0,0,0,3,1,4,6.53
0,0,0,1,0,1,0,0,0,2,3,11,3.3
0,0,0,1,0,0,1,0,0,2,3,5,7.71
0,0,0,1,0,0,0,1,0,3,5,11,6.18
0,0,0,1,0,0,0,0,1,4,3,3,5.96
0,0,0,0,1,1,0,0,0,3,3,10,2.45
0,0,0,0,1,0,1,0,0,3,2,6,4.81
0,0,0,0,1,0,0,1,0,4,3,10,4.84
0,0,0,0,1,0,0,0,1,3,3,8,4.39
0,0,0,0,0,1,1,0,0,4,3,1,5.02
0,0,0,0,0,1,0,0,1,4,3,8,2.66
0,0,0,0,0,0,1,1,0,2,3,7,4.94
0,0,0,0,0,0,1,0,1,4,3,3,5.07
0,0,0,0,0,0,0,1,1,1,4,8,5.34
1,1,1,1,1,1,1,0,0,4,2,4,10.12
1,1,1,1,1,1,1,0,0,3,1,9,14.85
1,1,1,1,1,1,1,0,0,2,1,10,15.04
1,1,1,1,1,1,1,0,0,3,5,9,11.01
1,1,1,1,1,1,1,0,0,4,4,9,17.18
1,1,1,1,1,1,1,0,0,4,2,1,9.88
1,1,1,1,1,0,1,1,0,3,3,11,7.91
1,1,1,1,1,1,1,0,0,2,5,2,10.55
1,1,1,1,1,0,1,1,0,2,4,14,17.71
1,1,1,1,1,0,1,1,0,2,4,5,17.95
1,1,1,1,1,0,1,1,0,2,4,10,17.41
1,1,1,1,1,1,1,0,0,2,3,3,7.91
1,1,1,1,1,1,1,0,1,2,3,10,7.77
1,1,1,1,1,0,1,1,0,4,4,1,17.83
1,1,1,1,1,1,1,0,0,4,4,5,17.59
1,1,1,1,1,1,1,0,0,4,2,12,10.26
1,1,1,1,1,0,1,1,0,3,1,14,15.55
1,1,1,1,1,0,1,1,0,2,2,12,9.78
1,1,1,1,1,1,1,0,0,4,2,7,9.96
1,1,1,1,1,1,1,0,0,4,3,14,8.04
1,1,1,1,1,1,1,0,1,4,4,9,17.73
1,1,1,1,1,1,1,0,0,3,4,3,17.63
1,1,1,1,1,1,1,0,0,2,4,5,17.89
