MemoryLimit,Nice,Depth,Dict,Dist,Multithreading,BlockSize,FlushTimeout,PositionBits,check,mfs,Literal Context Bits,time
0,0,0,0,0,0,0,0,0,2,4,6,47.8
0,0,0,0,0,0,0,0,0,2,4,7,47.96
0,0,0,0,0,0,0,0,1,2,5,8,44.7
0,0,0,0,0,0,0,0,0,2,4,9,46.36
0,0,0,0,0,0,0,0,0,2,3,10,43.57
0,0,0,0,0,0,0,0,0,2,4,11,48.09
0,0,0,0,0,0,0,0,0,2,5,12,48.84
0,0,0,0,0,0,0,0,0,2,1,13,48.78
0,0,0,0,0,0,0,0,0,2,4,14,48.24
0,0,0,0,0,0,0,0,0,2,5,15,46.63
1,0,0,0,0,0,0,0,0,2,4,9,48.94
0,1,0,0,0,0,0,0,0,2,2,10,44.01
0,0,1,0,0,0,0,0,0,2,3,14,43.73
0,0,0,1,0,0,0,0,0,2,1,1,63.38
0,0,0,0,1,0,0,0,0,2,1,1,35.01
0,0,0,0,0,1,0,0,0,2,4,1,24.14
0,0,0,0,0,0,1,0,0,2,4,1,48.33
0,0,0,0,0,0,0,1,0,2,3,2,43.55
0,0,0,0,0,0,0,0,1,2,2,2,41.18
0,0,0,0,0,0,0,0,0,4,4,15,48.98
0,0,0,0,0,0,0,0,0,4,5,13,48.58
0,0,0,0,0,0,0,0,0,4,1,2,49.21
0,0,0,0,0,0,0,0,0,4,2,15,44.78
0,0,0,0,0,0,0,0,0,4,3,10,44.25
0,0,0,0,0,0,0,0,0,4,1,1,50.02
0,0,0,0,0,0,0,0,0,4,4,2,48.41
0,0,0,0,0,0,0,0,0,4,3,3,44.2
0,0,0,0,0,0,0,0,0,4,4,4,48.8
0,0,0,0,0,0,0,0,0,4,1,5,46.29
0,0,0,0,0,0,0,0,0,4,1,6,46.04
0,0,0,0,0,0,0,0,0,4,4,7,48.39
0,0,0,0,0,0,0,0,0,4,3,8,44.31
0,0,0,0,0,0,0,0,0,4,3,9,44.49
0,0,0,0,0,0,0,0,0,4,2,10,44.79
0,0,0,0,0,0,0,0,0,4,1,11,49.49
0,0,0,0,0,0,0,0,0,4,1,12,49.57
0,0,0,0,0,0,0,0,0,4,4,13,49.81
0,0,0,0,0,0,0,0,0,4,1,14,49.48
0,0,0,0,0,0,0,0,0,4,3,15,45.09
1,0,0,0,0,0,0,0,0,4,5,13,47.26
0,1,0,0,0,0,0,0,0,4,3,1,44.24
0,0,1,0,0,0,0,0,0,4,3,1,44.21
0,0,0,1,0,0,0,0,0,4,2,4,57.1
0,0,0,0,1,0,0,0,0,4,3,4,31.13
0,0,0,0,0,1,0,0,0,4,5,8,23.96
0,0,0,0,0,0,1,0,0,4,3,13,44.58
0,0,0,0,0,0,0,1,0,4,4,11,48.77
0,0,0,0,0,0,0,0,1,4,4,14,76.77
0,0,0,0,0,0,0,0,0,3,4,7,47.62
0,0,0,0,0,0,0,0,0,3,5,6,46.37
0,0,0,0,0,0,0,0,0,3,1,3,48.54
0,0,0,0,0,0,0,0,0,3,2,6,45.56
0,0,0,0,0,0,0,0,0,3,3,8,40.61
0,0,0,0,0,0,0,0,0,3,4,1,48.27
0,0,0,0,0,0,0,0,0,3,5,2,46.17
0,0,0,0,0,0,0,0,0,3,4,3,47.83
0,0,0,0,0,0,0,0,0,3,3,4,43.48
0,0,0,0,0,0,0,0,0,3,4,5,48.19
0,0,0,0,0,0,0,0,0,3,4,6,45.35
0,0,0,0,0,0,0,0,1,3,4,7,48.01
0,0,0,0,0,0,0,0,1,3,3,8,40.69
0,0,0,0,0,0,0,0,0,3,3,9,43.53
0,0,0,0,0,0,0,0,0,3,5,10,46.34
0,0,0,0,0,0,0,0,0,3,1,11,48.76
0,0,0,0,0,0,0,0,0,3,2,12,41.11
0,0,0,0,0,0,0,0,0,3,5,13,46.42
0,0,0,0,0,0,0,0,0,3,1,14,50.07
0,0,0,0,0,0,0,0,0,3,3,15,43.61
1,0,0,0,0,0,0,0,0,3,4,12,48.03
0,1,0,0,0,0,0,0,0,3,4,13,48.43
0,0,1,0,0,0,0,0,0,3,4,14,56.14
0,0,0,1,0,0,0,0,0,3,2,4,60.02
0,0,0,0,1,0,0,0,0,3,2,3,31.68
0,0,0,0,0,1,0,0,0,3,3,1,20.57
0,0,0,0,0,0,1,0,0,3,3,15,43.99
0,0,0,0,0,0,0,1,0,3,3,1,71.65
0,0,0,0,0,0,0,0,1,3,3,15,40.7
0,0,0,0,0,0,0,0,1,3,4,1,47.8
0,0,0,0,0,0,0,0,1,4,4,2,46.47
0,0,0,0,0,0,0,0,1,3,4,3,45.82
0,0,0,0,0,0,0,0,0,3,4,4,47.93
0,0,0,0,0,0,0,0,0,2,4,5,48.3
0,0,0,0,0,0,0,0,0,4,4,6,48.62
0,0,0,0,0,0,0,0,1,4,4,7,48.88
0,0,0,0,0,0,0,0,1,1,4,8,48.17
0,0,0,0,0,0,0,0,0,4,4,9,50.08
0,0,0,0,0,0,0,0,0,3,4,10,47.89
0,0,0,0,0,0,0,0,1,1,4,11,48.88
0,0,0,0,0,0,0,0,0,3,4,12,48.29
0,0,0,0,0,0,0,0,0,1,4,13,48.11
0,0,0,0,0,0,0,0,1,2,4,14,46.24
0,0,0,0,0,0,0,0,1,4,4,15,49.02
1,0,0,0,0,0,0,0,0,3,4,3,47.72
0,1,0,0,0,0,0,0,0,1,4,4,45.72
0,0,1,0,0,0,0,0,0,3,4,7,53.06
0,0,0,1,0,0,0,0,0,2,4,13,67.71
0,0,0,0,1,0,0,0,0,4,4,15,31.96
0,0,0,0,0,1,0,0,0,1,4,15,34.06
0,0,0,0,0,0,1,0,0,2,4,7,48.34
0,0,0,0,0,0,0,1,0,1,4,14,48.38
0,0,0,0,0,0,0,0,1,2,4,2,48.18
0,0,0,0,0,0,0,0,0,2,5,1,46.28
0,0,0,0,0,0,0,0,0,4,5,2,48.47
0,0,0,0,0,0,0,0,0,3,5,3,46.94
0,0,0,0,0,0,0,0,0,3,5,4,46.5
0,0,0,0,0,0,0,0,0,4,5,5,45.4
0,0,0,0,0,0,0,0,1,3,5,6,46.69
0,0,0,0,0,0,0,0,1,2,5,7,46.82
0,0,0,0,0,0,0,0,0,1,5,8,46.46
0,0,0,0,0,0,0,0,0,3,5,9,46.66
0,0,0,0,0,0,0,0,1,3,5,10,44.37
0,0,0,0,0,0,0,0,0,4,5,11,74.6
0,0,0,0,0,0,0,0,1,2,5,12,44.91
0,0,0,0,0,0,0,0,0,1,5,13,46.67
0,0,0,0,0,0,0,0,0,3,5,14,46.68
0,0,0,0,0,0,0,0,0,4,5,15,47.53
1,0,0,0,0,0,0,0,0,2,5,7,46.57
0,1,0,0,0,0,0,0,0,2,5,13,47.3
0,0,1,0,0,0,0,0,0,3,5,7,52.66
0,0,0,1,0,0,0,0,0,1,5,14,63.42
0,0,0,0,1,0,0,0,0,2,5,9,30.05
0,0,0,0,0,1,0,0,0,4,5,3,23.86
0,0,0,0,0,0,1,0,0,2,5,12,47.4
0,0,0,0,0,0,0,1,0,3,5,1,46.22
0,0,0,0,0,0,0,0,1,1,5,15,44.67
0,0,0,0,0,0,0,0,0,3,1,1,48.43
0,0,0,0,0,0,0,0,0,1,1,2,48.49
0,0,0,0,0,0,0,0,1,3,1,3,48.81
0,0,0,0,0,0,0,0,0,2,1,4,45.45
0,0,0,0,0,0,0,0,1,4,1,5,46.5
0,0,0,0,0,0,0,0,0,3,1,6,48.45
0,0,0,0,0,0,0,0,0,1,1,7,48.66
0,0,0,0,0,0,0,0,0,4,1,8,49.4
0,0,0,0,0,0,0,0,0,1,1,9,48.88
0,0,0,0,0,0,0,0,0,2,1,10,49.43
0,0,0,0,0,0,0,0,1,3,1,11,78.86
0,0,0,0,0,0,0,0,0,3,1,12,50.38
0,0,0,0,0,0,0,0,0,1,1,13,48.82
0,0,0,0,0,0,0,0,0,2,1,14,48.92
0,0,0,0,0,0,0,0,0,4,1,15,46.26
1,0,0,0,0,0,0,0,0,1,1,15,48.8
0,1,0,0,0,0,0,0,0,4,1,11,49.47
0,0,1,0,0,0,0,0,0,2,1,2,48.67
0,0,0,1,0,0,0,0,0,1,1,10,59.66
0,0,0,0,1,0,0,0,0,1,1,15,37.75
0,0,0,0,0,1,0,0,0,4,1,2,23.32
0,0,0,0,0,0,1,0,0,1,1,13,49.17
0,0,0,0,0,0,0,1,0,1,1,9,48.93
0,0,0,0,0,0,0,0,1,2,1,15,48.97
0,0,0,0,0,0,0,0,0,1,2,1,43.95
0,0,0,0,0,0,0,0,0,4,2,2,45.35
0,0,0,0,0,0,0,0,0,2,2,3,45.42
0,0,0,0,0,0,0,0,0,2,2,4,44.17
0,0,0,0,0,0,0,0,0,2,2,5,41.23
0,0,0,0,0,0,0,0,0,4,2,6,44.66
0,0,0,0,0,0,0,0,0,2,2,7,41.11
0,0,0,0,0,0,0,0,0,1,2,8,44.03
0,0,0,0,0,0,0,0,0,1,2,9,44.1
0,0,0,0,0,0,0,0,1,4,2,10,44.74
0,0,0,0,0,0,0,0,0,3,2,11,43.93
0,0,0,0,0,0,0,0,1,2,2,12,75.07
0,0,0,0,0,0,0,0,0,3,2,13,43.87
0,0,0,0,0,0,0,0,0,4,2,14,44.83
0,0,0,0,0,0,0,0,0,1,2,15,41.08
1,0,0,0,0,0,0,0,0,2,2,4,44.17
0,1,0,0,0,0,0,0,0,2,2,2,44.0
0,0,1,0,0,0,0,0,0,3,2,15,44.71
0,0,0,1,0,0,0,0,0,3,2,14,56.35
0,0,0,0,1,0,0,0,0,3,2,15,31.77
0,0,0,0,0,1,0,0,0,2,2,14,24.94
0,0,0,0,0,0,1,0,0,1,2,3,41.3
0,0,0,0,0,0,0,1,0,2,2,1,43.98
0,0,0,0,0,0,0,0,1,4,2,2,44.76
0,0,0,0,0,0,0,0,0,2,3,1,43.55
0,0,0,0,0,0,0,0,0,1,3,2,43.52
0,0,0,0,0,0,0,0,1,1,3,3,43.64
0,0,0,0,0,0,0,0,1,1,3,4,45.78
0,0,0,0,0,0,0,0,0,1,3,5,40.89
0,0,0,0,0,0,0,0,0,1,3,6,43.52
0,0,0,0,0,0,0,0,0,4,3,7,44.33
0,0,0,0,0,0,0,0,1,4,3,8,44.39
0,0,0,0,0,0,0,0,0,1,3,9,43.74
0,0,0,0,0,0,0,0,1,2,3,10,43.72
0,0,0,0,0,0,0,0,0,3,3,11,44.2
0,0,0,0,0,0,0,0,0,2,3,12,40.87
0,0,0,0,0,0,0,0,0,1,3,13,43.55
0,0,0,0,0,0,0,0,1,1,3,14,40.92
0,0,0,0,0,0,0,0,1,4,3,15,44.52
1,0,0,0,0,0,0,0,0,2,3,11,43.63
0,1,0,0,0,0,0,0,0,4,3,6,73.4
0,0,1,0,0,0,0,0,0,1,3,15,43.54
0,0,0,1,0,0,0,0,0,2,3,14,58.11
0,0,0,0,1,0,0,0,0,2,3,8,30.49
0,0,0,0,0,1,0,0,0,3,3,8,25.32
0,0,0,0,0,0,1,0,1,1,3,14,44.04
0,0,0,0,0,0,0,1,0,1,3,1,43.48
0,0,0,0,0,0,0,0,1,3,3,4,43.6
1,0,0,0,0,0,0,0,0,1,4,1,47.88
0,1,0,0,0,0,0,0,0,3,3,1,43.32
0,0,1,0,0,0,0,0,1,4,3,1,44.99
0,0,0,1,0,0,0,0,0,2,3,1,54.91
0,0,0,0,1,0,0,0,0,4,3,1,33.73
0,0,0,0,0,1,0,0,0,1,3,1,20.59
0,0,0,0,0,0,1,0,0,3,4,1,49.12
0,0,0,0,0,0,0,1,0,4,4,1,48.49
0,0,0,0,0,0,0,0,1,1,3,1,40.61
1,0,0,0,0,0,0,0,0,2,5,2,46.58
0,1,0,0,0,0,0,0,0,3,4,2,47.77
0,0,1,0,0,0,0,0,0,1,3,2,40.66
0,0,0,1,0,0,0,0,0,2,4,2,67.59
0,0,0,0,1,0,0,0,0,4,3,2,33.48
0,0,0,0,0,1,0,0,0,1,4,2,24.06
0,0,0,0,0,0,1,0,0,3,5,2,46.7
0,0,0,0,0,0,0,1,0,3,2,2,43.83
0,0,0,0,0,0,0,0,1,4,1,2,49.38
1,0,0,0,0,0,0,0,0,1,1,3,49.41
0,1,0,0,0,0,0,0,0,3,3,3,43.43
0,0,1,0,0,0,0,0,0,3,3,3,76.93
0,0,0,1,0,0,0,0,0,4,2,3,56.46
0,0,0,0,1,0,0,0,0,4,4,3,29.63
0,0,0,0,0,1,0,0,0,3,1,3,24.6
0,0,0,0,0,0,1,0,0,3,3,3,46.04
0,0,0,0,0,0,0,1,0,4,3,3,44.25
0,0,0,0,0,0,0,0,1,2,3,3,43.76
1,0,0,0,0,0,0,0,0,2,4,4,48.03
0,1,0,0,0,0,0,0,0,4,4,4,48.79
0,0,1,0,0,0,0,0,0,1,3,4,40.8
0,0,0,1,0,0,0,0,0,3,4,4,68.3
0,0,0,0,1,0,0,0,0,1,3,4,32.89
0,0,0,0,0,1,0,0,0,1,3,4,22.13
0,0,0,0,0,0,1,0,0,3,5,4,44.87
0,0,0,0,0,0,0,1,0,1,3,4,43.62
0,0,0,0,0,0,0,0,1,3,5,4,46.96
1,0,0,0,0,0,0,0,0,4,3,5,45.09
0,1,0,0,0,0,0,0,0,1,4,5,48.12
0,0,1,0,0,0,0,0,0,4,1,5,49.61
0,0,0,1,0,0,0,0,0,4,3,5,68.31
0,0,0,0,1,0,0,0,0,4,5,5,33.07
0,0,0,0,0,1,0,0,0,2,4,5,24.5
0,0,0,0,0,0,1,0,0,4,3,5,44.69
0,0,0,0,0,0,0,1,0,1,3,5,40.83
0,0,0,0,0,0,0,0,1,2,3,5,41.05
1,0,0,0,0,0,0,0,0,1,3,6,43.56
0,1,0,0,0,0,0,0,0,2,3,6,43.71
0,0,1,0,0,0,0,0,0,2,3,6,73.89
0,0,0,1,0,0,0,0,0,2,2,6,60.19
0,0,0,0,1,0,0,0,0,4,3,6,31.05
0,0,0,0,0,1,0,0,0,2,3,6,22.09
0,0,0,0,0,0,1,0,0,2,3,6,43.89
0,0,0,0,0,0,0,1,0,4,3,6,44.79
0,0,0,0,0,0,0,0,1,4,1,6,49.32
1,0,0,0,0,0,0,0,0,2,4,7,47.91
0,1,0,0,0,0,0,0,0,1,4,7,47.89
0,0,1,0,0,0,0,0,0,2,1,7,45.47
0,0,0,1,0,0,0,0,0,4,3,7,58.64
0,0,0,0,1,0,0,0,0,3,5,7,32.25
0,0,0,0,0,1,0,0,0,3,4,7,23.03
0,0,0,0,0,0,1,0,0,1,4,7,48.27
0,0,0,0,0,0,0,1,0,4,3,7,44.17
0,0,0,0,0,0,0,0,1,4,3,7,44.41
1,0,0,0,0,0,0,0,0,2,3,8,40.79
0,1,0,0,0,0,0,0,0,1,3,8,46.19
0,0,1,0,0,0,0,0,0,4,3,8,41.43
0,0,0,1,0,0,0,0,0,4,2,8,60.95
0,0,0,0,1,0,0,0,0,4,2,8,32.91
0,0,0,0,0,1,0,0,0,2,3,8,22.11
0,0,0,0,0,0,1,0,0,4,1,8,49.72
0,0,0,0,0,0,0,1,0,4,3,8,44.39
0,0,0,0,0,0,0,0,1,2,2,8,44.28
1,0,0,0,0,0,0,0,0,1,1,9,48.86
0,1,0,0,0,0,0,0,0,3,3,9,76.84
0,0,1,0,0,0,0,0,0,2,3,9,40.87
0,0,0,1,0,0,0,0,0,2,3,9,58.49
0,0,0,0,1,0,0,0,0,3,4,9,28.91
0,0,0,0,0,1,0,0,0,4,2,9,22.74
0,0,0,0,0,0,1,0,0,4,3,9,44.65
0,0,0,0,0,0,0,1,0,3,3,9,43.6
0,0,0,0,0,0,0,0,1,3,3,9,43.76
1,0,0,0,0,0,0,0,0,3,1,10,49.16
0,1,0,0,0,0,0,0,0,1,3,10,40.7
0,0,1,0,0,0,0,0,0,4,4,10,57.4
0,0,0,1,0,0,0,0,0,3,3,10,57.84
0,0,0,0,1,0,0,0,0,4,4,10,29.61
0,0,0,0,0,1,0,0,0,3,3,10,22.02
0,0,0,0,0,0,1,0,0,4,3,10,44.73
0,0,0,0,0,0,0,1,0,1,3,10,43.61
0,0,0,0,0,0,0,0,1,2,5,10,44.65
1,0,0,0,0,0,0,0,0,4,4,11,48.71
0,1,0,0,0,0,0,0,0,1,2,11,44.0
0,0,1,0,0,0,0,0,0,1,3,11,43.55
0,0,0,1,0,0,0,0,0,3,3,11,58.1
0,0,0,0,1,0,0,0,0,1,3,11,32.9
0,0,0,0,0,1,0,0,0,4,3,11,22.35
0,0,0,0,0,0,1,0,0,2,5,11,44.92
0,0,0,0,0,0,0,1,0,4,3,11,44.25
0,0,0,0,0,0,0,0,1,4,1,11,46.27
1,0,0,0,0,0,0,0,0,3,3,12,44.24
0,1,0,0,0,0,0,0,0,4,3,12,78.48
0,0,1,0,0,0,0,0,0,4,1,12,51.22
0,0,0,1,0,0,0,0,0,1,3,12,58.12
0,0,0,0,1,0,0,0,0,4,3,12,33.64
0,0,0,0,0,1,0,0,0,1,4,12,24.38
0,0,0,0,0,0,1,0,0,2,3,12,44.08
0,0,0,0,0,0,0,1,0,2,4,12,46.04
0,0,0,0,0,0,0,0,1,4,1,12,49.69
1,0,0,0,0,0,0,0,0,1,2,13,44.06
0,1,0,0,0,0,0,0,0,3,3,13,43.5
0,0,1,0,0,0,0,0,0,2,5,13,51.56
0,0,0,1,0,0,0,0,0,4,5,13,63.77
0,0,0,0,1,0,0,0,0,1,3,13,30.79
0,0,0,0,0,1,0,0,0,2,4,13,24.98
0,0,0,0,0,0,1,0,1,4,3,13,41.9
0,0,0,0,0,0,0,1,0,3,4,13,47.87
0,0,0,0,0,0,0,0,1,1,3,13,43.71
1,0,0,0,0,0,0,0,0,4,2,14,44.74
0,1,0,0,0,0,0,0,0,1,1,14,48.87
0,0,1,0,0,0,0,0,0,1,3,14,46.21
0,0,0,1,0,0,0,0,0,1,4,14,64.96
0,0,0,0,1,0,0,0,0,1,3,14,33.4
0,0,0,0,0,1,0,0,0,4,5,14,24.04
0,0,0,0,0,0,1,0,0,1,1,14,49.36
0,0,0,0,0,0,0,1,0,4,3,14,41.45
0,0,0,0,0,0,0,0,1,3,5,14,46.84
1,0,0,0,0,0,0,0,0,4,4,15,48.98
0,1,0,0,0,0,0,0,0,4,3,15,44.35
0,0,1,0,0,0,0,0,1,1,3,15,40.81
0,0,0,1,0,0,0,0,0,3,2,15,108.92
0,0,0,0,1,0,0,0,0,1,3,15,32.93
0,0,0,0,0,1,0,0,0,1,2,15,22.32
0,0,0,0,0,0,1,0,1,3,3,15,44.01
0,0,0,0,0,0,0,1,0,4,3,15,44.36
0,0,0,0,0,0,0,0,1,4,1,15,50.32
1,1,0,0,0,0,0,0,0,4,3,1,44.18
1,0,1,0,0,0,0,0,0,4,4,5,57.67
1,0,0,1,0,0,0,0,0,1,3,5,58.13
1,0,0,0,1,0,0,0,0,2,3,1,32.86
1,0,0,0,0,1,0,0,0,4,3,15,21.01
1,0,0,0,0,0,1,0,0,3,1,13,49.01
1,0,0,0,0,0,0,1,0,2,5,6,46.37
1,0,0,0,0,0,0,0,1,2,3,1,43.6
0,1,1,0,0,0,0,0,0,1,1,3,48.56
0,1,0,1,0,0,0,0,0,4,4,12,68.32
0,1,0,0,1,0,0,0,0,4,3,2,30.95
0,1,0,0,0,1,0,0,0,1,3,2,20.61
0,1,0,0,0,0,1,0,0,4,2,1,41.84
0,1,0,0,0,0,0,1,0,4,3,4,44.26
0,1,0,0,0,0,0,0,1,1,3,5,43.73
0,0,1,1,0,0,0,0,0,3,2,1,59.77
0,0,1,0,1,0,0,0,0,3,3,9,32.77
0,0,1,0,0,1,0,0,0,4,3,1,23.11
0,0,1,0,0,0,1,0,0,4,3,13,41.68
0,0,1,0,0,0,0,1,0,2,3,6,40.67
0,0,1,0,0,0,0,0,1,3,3,15,43.68
0,0,0,1,1,0,0,0,0,3,1,4,53.22
0,0,0,1,0,1,0,0,0,2,3,11,30.83
0,0,0,1,0,0,1,0,0,2,3,5,143.91
0,0,0,1,0,0,0,1,0,3,5,11,62.73
0,0,0,1,0,0,0,0,1,4,3,3,58.91
0,0,0,0,1,1,0,0,0,3,3,10,17.27
0,0,0,0,1,0,1,0,0,3,2,6,29.38
0,0,0,0,1,0,0,1,0,4,3,10,33.44
0,0,0,0,1,0,0,0,1,3,3,8,32.86
0,0,0,0,0,1,1,0,0,4,3,1,44.45
0,0,0,0,0,1,0,0,1,4,3,8,23.23
0,0,0,0,0,0,1,1,0,2,3,7,43.87
0,0,0,0,0,0,1,0,1,4,3,3,41.63
0,0,0,0,0,0,0,1,1,1,4,8,81.71
1,1,1,1,1,1,1,0,0,4,2,4,147.97
1,1,1,1,1,1,1,0,0,3,1,9,253.47
1,1,1,1,1,1,1,0,0,2,1,10,259.94
1,1,1,1,1,1,1,0,0,3,5,9,189.48
1,1,1,1,1,1,1,0,0,4,4,9,501.84
1,1,1,1,1,1,1,0,0,4,2,1,158.74
1,1,1,1,1,0,1,1,0,3,3,11,110.41
1,1,1,1,1,1,1,0,0,2,5,2,171.5
1,1,1,1,1,0,1,1,0,2,4,14,501.81
1,1,1,1,1,0,1,1,0,2,4,5,495.42
1,1,1,1,1,0,1,1,0,2,4,10,467.3
1,1,1,1,1,1,1,0,0,2,3,3,109.38
1,1,1,1,1,1,1,0,1,2,3,10,104.41
1,1,1,1,1,0,1,1,0,4,4,1,499.49
1,1,1,1,1,1,1,0,0,4,4,5,817.54
1,1,1,1,1,1,1,0,0,4,2,12,145.28
1,1,1,1,1,0,1,1,0,3,1,14,260.5
1,1,1,1,1,0,1,1,0,2,2,12,152.47
1,1,1,1,1,1,1,0,0,4,2,7,154.4
1,1,1,1,1,1,1,0,0,4,3,14,105.39
1,1,1,1,1,1,1,0,1,4,4,9,538.36
1,1,1,1,1,1,1,0,0,3,4,3,441.14
1,1,1,1,1,1,1,0,0,2,4,5,514.23
