LZP,ROLZX,RANK,TEXT,skip,BWTS,LZ,MTFT,SRT,X86,checksum,RLT,BWT,ZRLT,ROLZ,jobs,blocksize,entropyType,time
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,1.42
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1000000000,4,1.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,3,2.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,8,96.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,7,7.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,7,51.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,7,54.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,4,1.86
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1000000000,7,10.21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1000000,4,1.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,4,1.73
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000,1,14.86
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1000000,4,1.91
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1000000000,8,15.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,7,48.63
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1000000,7,3.65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,7,2.88
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1000000000,5,1.41
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1000,7,49.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,7,7.73
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,1.44
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1000000,6,1.21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000,7,3.4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,5,50.13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,7,8.33
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,6,0.91
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,6,1.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,6,0.73
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,6,1.61
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,6,0.59
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,6,2.68
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,6,1.02
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,6,1.31
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,6,0.73
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,6,1.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,6,17.41
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000,6,1.72
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,6,0.46
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,6,0.75
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,6,2.6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,1.44
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.42
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,1.26
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,6,27.59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,0.8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,3,2.65
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,8,15.85
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,3,2.45
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,4,1.07
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,2,0.74
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,6,0.59
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1000000,7,3.21
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,4,1.22
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000,5,0.44
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1000,1,1.08
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1000000000,2,1.97
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,7,33.61
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1000,7,41.35
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000,4,0.66
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1000,7,34.05
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1000000,7,977.53
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,7,37.58
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1000000,7,3.4
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,2.25
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,7,9.41
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,5,31.35
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,3,1.11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,3,4.88
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,2.03
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,3.28
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000,3,2.08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,3,2.33
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000000,3,2.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,3,2.45
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,3,1.79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,3,15.81
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,3,4.83
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,1.24
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,3,1.93
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,3,5.73
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000,3,1.77
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,3.58
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,3,4.23
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,3,3.19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,2.6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,8,4.84
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,5.83
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,8,100.29
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1000,8,83.82
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000000,8,19.3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,8,6.29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,8,95.6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,8,18.81
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,5.81
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,8,11.94
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000,8,987.74
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000,8,90.41
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,8,6.59
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,8,95.44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,11.33
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000,5,2.82
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,3.14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,4,0.7
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1000000,6,0.39
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,7,34.46
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,1,1.74
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,0.99
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000000,2,2.02
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,2,0.58
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,6,0.57
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000,7,893.14
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000,7,35.21
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000,4,14.62
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000,7,35.7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,4.88
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,4,1.67
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,3.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,8,12.81
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,2,2.75
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,4,1.11
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,2.12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,7,10.76
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,6,2.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,2,18.78
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000,7,13.59
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,4,1.98
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,4,1.14
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,4,6.32
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,7,7.54
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1000,5,1.87
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,4,3.27
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,18.67
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,2.39
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,1.51
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,5,0.51
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,4,1.71
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,4,767.74
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,4,1.45
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,4,2.65
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,31.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000,2,0.81
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000,2,14.39
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000,4,904.99
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,1.86
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,3.48
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,2.18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,3.29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,2,2.84
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,4,1.17
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,4,3.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,7,7.55
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,3,5.65
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000000000,6,0.55
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,0.75
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,1.37
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,7,7.81
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,1.25
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1000000000,4,3.09
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,4,3.01
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000000,5,1.49
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,2,24.56
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1000,2,14.76
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000,8,18.48
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1000000000,5,2.96
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1000000000,3,7.13
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000,8,94.75
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,7,40.23
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,1,4.65
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,5,2.87
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000000,4,1.17
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1000,4,0.97
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1000000,7,4.1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,3,4.42
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1000,4,1.22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,5,0.45
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1000,7,34.05
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1000000,1,887.21
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000000,4,1.05
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,0.78
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,1,1.27
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,3.19
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,3,2.59
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1000,4,0.98
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000,4,0.72
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,4,2.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,1.31
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,4,2.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,4,1.37
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,4,1.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,4,3.56
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1000,4,6.43
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,2.18
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,4,2.03
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,4,27.67
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,1.36
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1000000,7,10.85
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1000000000,4,2.67
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000,6,2.71
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1000000,5,1.02
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,1000000000,7,8.17
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,7,816.47
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1000000,7,3.93
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,5,0.58
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1000,1,1.13
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,7,7.9
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,7,39.96
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1000000,5,0.87
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,7,37.84
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1000,3,2.95
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,5,0.4
