LZP,ROLZX,RANK,TEXT,skip,BWTS,LZ,MTFT,SRT,X86,checksum,RLT,BWT,ZRLT,ROLZ,jobs,blocksize,entropyType,time
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,7,18.97
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,7,101.95
1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,4,1000000000,7,42.55
1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,4,1000000,3,6.21
1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1000000000,3,25.24
1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,8,1000000000,7,60.6
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,4,1000000000,7,47.85
1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,8,1000000,4,6.4
0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,8,1000000000,1,37.38
1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,4,1000000000,6,34.14
0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,8,1000000000,7,64.63
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,4,1000,4,72.46
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,4,1000,4,38.43
1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,8,1000000,4,4.87
0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,4,1000000,7,7.58
1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,4,1000000,3,5.43
1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1000000000,2,24.89
1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1000,8,193.49
1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,4,1000000,8,10.74
1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,4,1000000,7,7.71
0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,8,1000000000,8,60.5
1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,8,1000000000,7,39.37
0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,8,1000,6,24.54
1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1000000,4,4.13
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1000000000,6,22.94
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1000,2,94.44
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1000,4,59.17
1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1000,2,66.55
1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,8,1000000000,4,18.25
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1000000,6,8.12
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,8,1000000000,6,33.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,5,3.01
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,5,0.82
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000,5,1.37
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,5,4.47
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,5,5.48
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,5,0.91
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,5,5.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,5,0.81
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000000,5,0.76
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000,5,1.49
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,5,6.18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,5,1.07
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000,5,1.41
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,5,2.73
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,5,1.18
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,5,5.66
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1000000000,5,8.08
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,5,0.74
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,5,3.48
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,5,40.41
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,5,1.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,2,3.27
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,2,1.14
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,2,1.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,2,3.18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,2,1.63
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,2,5.81
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,2,19.48
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,1.21
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1000000,2,6.92
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,2,1.03
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000000,2,6.72
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,2,30.97
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000,2,17.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,2,1.04
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000,2,1.71
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,2,6.01
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000000,2,1.92
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,1.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,2,17.02
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,2,8.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,1.34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,3.06
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,1,0.92
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,1,3.02
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,1,8.24
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.81
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,1,0.81
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,1,5.54
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,1,1.16
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000,1,2.23
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000000000,1,0.78
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,1,7.98
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,1,3.84
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,4.59
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,1,6.31
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,1,1.32
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,1,8.94
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1000,1,1.53
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,1,0.75
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,3.57
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,1,8.21
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,1.08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,3.07
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1000000000,4,5.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,3,7.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,8,126.89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,7,31.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,7,76.77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,7,72.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,4,5.04
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1000000000,7,34.82
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1000000,4,2.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,4,4.97
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000,1,18.16
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1000000,4,5.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1000000000,8,54.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,7,64.18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1000000,7,7.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,7,6.94
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1000000000,5,3.58
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1000,7,64.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,7,30.53
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,3.11
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1000000,6,2.3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000,7,7.2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,5,70.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,7,31.7
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,6,0.92
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,6,3.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,6,1.01
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,6,2.66
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,6,0.9
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,6,5.45
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,6,0.99
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,6,1.63
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,6,0.92
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,6,6.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,6,21.1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000,6,4.23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,6,0.63
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,6,1.33
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,6,5.79
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,3.12
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.66
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,3.59
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,6,34.76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,1.1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,3,5.12
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,8,45.1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,3,3.48
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,4,2.38
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,2,1.13
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,6,0.91
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1000000,7,5.62
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,4,2.47
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000,5,0.58
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1000,1,1.48
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1000000000,2,6.95
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,7,46.03
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1000,7,61.76
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000,4,0.96
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1000,7,46.58
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1000000,7,18.99
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,7,51.06
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1000000,7,3.17
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,2.69
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,7,19.1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,5,40.31
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,3,1.7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,3,8.14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,3.89
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,12.76
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000,3,2.9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,3,3.33
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000000,3,7.38
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,3,3.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,3,3.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,3,20.37
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,3,8.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,1.77
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,3,5.62
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,3,10.37
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000,3,2.24
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,5.07
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,3,6.87
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,3,12.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,5.32
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,8,13.2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,12.74
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,8,139.47
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1000,8,111.08
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000000,8,45.7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,8,12.31
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,8,130.82
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,8,46.81
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,10.59
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,8,51.62
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000,8,43.88
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000,8,127.92
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,8,12.61
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,8,135.72
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,51.24
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000,5,3.8
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,5.57
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,4,1.07
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1000000,6,0.53
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,7,46.03
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,1,6.56
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,1.08
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000000,2,4.84
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,2,0.83
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,6,0.83
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000,7,6.93
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000,7,47.24
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000,4,17.6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000,7,47.59
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,6.13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,4,3.44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,5.63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,8,47.16
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,2,5.65
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,4,2.68
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,5.27
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,7,17.42
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,6,7.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,2,30.88
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000,7,19.9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,4,4.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,4,3.11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,4,10.31
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,7,34.97
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1000,5,4.63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,4,4.92
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,44.99
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,8.02
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,2.01
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,5,0.69
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,4,3.09
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,4,2.34
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,4,2.57
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,4,8.13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,40.88
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000,2,1.31
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000,2,18.89
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000,4,2.38
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,4.63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,4.81
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,5.34
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,7.02
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,2,5.73
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,4,2.76
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,4,7.31
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,7,33.28
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,3,10.23
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000000000,6,0.87
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,1.09
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,3.74
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,7,35.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,2.8
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1000000000,4,7.48
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,4,3.86
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000000,5,2.01
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,2,36.63
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1000,2,19.66
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000,8,43.44
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1000000000,5,5.91
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1000000000,3,14.04
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000,8,123.58
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,7,54.44
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,1,12.86
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,5,5.92
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000000,4,2.76
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1000,4,1.41
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1000000,7,7.71
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,3,7.9
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1000,4,2.35
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,5,0.55
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1000,7,46.68
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1000000,1,1.92
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000000,4,1.08
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,1.31
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,1,3.8
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,8.3
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,3,5.56
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1000,4,1.29
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000,4,0.94
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,4,8.13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,1.68
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,4,6.29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,4,2.58
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,4,3.18
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,4,7.54
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1000,4,10.31
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,2.77
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,4,5.34
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,4,34.85
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,2.86
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1000000,7,17.44
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1000000000,4,8.17
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000,6,3.76
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1000000,5,2.23
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,1000000000,7,36.1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,7,6.46
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1000000,7,3.2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,5,0.77
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1000,1,1.72
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,7,37.04
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,7,58.83
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1000000,5,2.19
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,7,51.08
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1000,3,4.49
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,5,0.51
