LZP,ROLZX,RANK,TEXT,skip,BWTS,LZ,MTFT,SRT,X86,checksum,RLT,BWT,ZRLT,ROLZ,jobs,blocksize,entropyType,time
1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,8,1000000,4,0.88
0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,8,1000000000,1,1.05
1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,4,1000000000,6,0.95
0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,8,1000000000,7,1.27
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,4,1000,4,2.15
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,4,1000,4,1.29
1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,8,1000000,4,0.63
0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,4,1000000,7,0.89
1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,4,1000000,3,0.8
1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1000000000,2,0.9
1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1000,8,4.59
1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,4,1000000,8,1.21
1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,4,1000000,7,0.78
0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,8,1000000000,8,1.47
1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,8,1000000000,7,1.17
0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,8,1000,6,1.34
1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1000000,4,0.6
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1000000000,6,0.65
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1000,2,2.47
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1000,4,1.76
1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1000,2,1.99
1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,8,1000000000,4,0.78
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1000000,6,0.63
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,8,1000000000,6,1.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,5,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,5,0.28
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000,5,0.15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,5,0.23
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,5,0.49
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,5,0.29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,5,0.48
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,5,0.22
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000000,5,0.23
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000,5,0.17
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,5,0.16
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,5,0.2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000,5,0.16
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,5,0.29
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,5,0.24
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,5,0.49
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1000000000,5,0.36
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,5,0.29
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,5,0.3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,5,1.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,5,0.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,2,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,2,0.29
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,2,0.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,2,0.34
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,2,0.38
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,2,0.49
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,2,0.89
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,0.31
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1000000,2,0.17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,2,0.3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000000,2,0.25
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,2,0.68
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000,2,0.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,2,0.15
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000,2,0.21
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,2,0.47
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000000,2,0.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,0.23
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,2,0.61
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,2,0.49
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,0.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,1,0.28
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,1,0.29
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,1,0.35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.29
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,1,0.29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,1,0.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,1,0.22
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000,1,0.24
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000000000,1,0.28
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,1,0.22
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,1,0.44
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,0.3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,1,0.16
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,1,0.25
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,1,0.43
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1000,1,0.25
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,1,0.22
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,1,0.42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,0.39
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1000000000,4,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,3,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,8,3.43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,7,0.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,7,2.13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,7,2.19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,4,0.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1000000000,7,0.82
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1000000,4,0.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,4,0.33
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000,1,1.25
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1000000,4,0.23
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1000000000,8,0.94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,7,2.17
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1000000,7,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,7,0.39
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1000000000,5,0.4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1000,7,2.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,7,0.61
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,0.39
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1000000,6,0.25
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000,7,0.44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,5,2.11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,7,0.56
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,6,0.18
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,6,0.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,6,0.23
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,6,0.3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,6,0.28
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,6,0.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,6,0.21
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,6,0.21
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,6,0.17
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,6,0.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,6,1.18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000,6,0.18
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,6,0.15
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,6,0.24
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,6,0.42
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,0.38
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.14
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,0.3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,6,1.44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,0.29
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,3,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,8,0.94
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,3,0.29
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,4,0.17
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,2,0.29
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,6,0.28
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1000000,7,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,4,0.33
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000,5,0.14
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1000,1,0.2
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1000000000,2,0.32
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,7,1.26
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1000,7,1.58
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000,4,0.18
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1000,7,1.29
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1000000,7,0.65
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,7,1.36
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1000000,7,0.43
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,0.27
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,7,0.45
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,5,1.25
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,3,0.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,3,0.34
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,0.36
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,0.49
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000,3,0.45
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,3,0.33
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000000,3,0.46
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,3,0.33
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,3,0.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,3,1.43
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,3,0.41
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,0.25
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,3,0.4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,3,0.6
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000,3,0.26
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,0.41
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,3,0.25
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,3,0.48
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,0.41
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,8,0.65
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,0.67
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,8,3.17
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1000,8,2.62
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000000,8,0.85
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,8,0.66
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,8,2.99
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,8,0.88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,0.66
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,8,0.87
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000,8,0.86
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000,8,2.93
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,8,0.65
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,8,2.94
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,0.65
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000,5,0.42
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,0.46
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,4,0.18
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1000000,6,0.14
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,7,1.26
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,1,0.31
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,0.19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000000,2,0.31
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,2,0.15
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,6,0.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000,7,0.65
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000,7,1.29
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000,4,1.39
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000,7,1.32
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,0.44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,4,0.32
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,8,0.81
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,2,0.43
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,4,0.27
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,0.27
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,7,0.43
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,6,0.23
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,2,0.71
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000,7,0.45
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,4,0.19
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,4,0.28
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,4,0.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,7,0.59
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1000,5,0.19
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,4,0.27
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,0.66
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.29
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,0.21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,5,0.15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,4,0.31
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,4,0.38
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,4,0.33
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,4,0.35
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,1.25
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000,2,0.2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000,2,0.7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000,4,0.36
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,0.3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,0.44
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,0.35
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,0.44
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,2,0.51
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,4,0.34
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,4,0.54
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,7,0.62
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,3,0.52
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000000000,6,0.22
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,0.29
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,0.24
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,7,0.67
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,0.28
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1000000000,4,0.54
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,4,0.43
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000000,5,0.38
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,2,0.96
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1000,2,0.82
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000,8,0.87
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1000000000,5,0.54
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1000000000,3,0.74
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000,8,3.02
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,7,1.48
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,1,0.62
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,5,0.44
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000000,4,0.34
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1000,4,0.24
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1000000,7,0.49
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,3,0.34
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1000,4,0.28
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,5,0.17
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1000,7,1.31
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1000000,1,0.35
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000000,4,0.18
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,0.32
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,1,0.32
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,0.46
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,3,0.43
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1000,4,0.22
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000,4,0.17
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,4,0.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,0.27
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,4,0.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,4,0.23
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,4,0.34
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,4,0.52
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1000,4,0.53
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,0.28
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,4,0.34
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,4,1.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,0.35
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1000000,7,0.43
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1000000000,4,0.37
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000,6,0.44
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1000000,5,0.18
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,1000000000,7,0.72
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,7,0.62
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1000000,7,0.45
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,5,0.31
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1000,1,0.23
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,7,0.67
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,7,1.58
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1000000,5,0.17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,7,1.37
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1000,3,0.32
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,5,0.13
