LZP,ROLZX,RANK,TEXT,skip,BWTS,LZ,MTFT,SRT,X86,checksum,RLT,BWT,ZRLT,ROLZ,jobs,blocksize,entropyType,time
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000000000,1,0.39
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,1,0.82
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,1,1.61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,0.6
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,1,0.48
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,1,0.49
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,1,2.53
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1000,1,0.65
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,1,0.53
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.56
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,1,1.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,1,0.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,0.76
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1000000000,4,0.91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,3,1.08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,8,29.77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000000,7,2.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,7,16.61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,7,17.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,4,0.87
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1000000000,7,3.75
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1000000,4,0.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,4,0.81
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000,1,4.95
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1000000,4,0.84
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1000000000,8,4.91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,7,15.32
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1000000,7,1.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,7,1.08
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1000000000,5,0.79
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1000,7,15.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000000,7,2.44
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000000000,1,0.76
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1000000,6,0.77
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1000000,7,1.29
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,5,17.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,7,2.65
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,6,0.41
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,6,0.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,6,0.49
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,6,0.82
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,6,0.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,6,1.67
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,6,0.53
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,6,0.62
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,6,0.39
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,6,0.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1000,6,5.47
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000,6,0.56
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,6,0.32
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,6,0.49
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,6,1.67
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1000000000,6,0.76
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.38
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,0.61
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,6,8.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,6,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,3,1.25
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,8,5.93
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,3,1.13
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,4,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000000000,2,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,6,0.4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1000000,7,1.44
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000000,4,0.66
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000000,5,0.27
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1000,1,0.46
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1000000000,2,0.71
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,7,10.69
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1000,7,14.48
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000000,4,0.38
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1000,7,10.88
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1000000,7,4.36
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,7,11.75
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1000000,7,1.42
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,0.91
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1000000,7,3.82
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1000,5,9.9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,3,0.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,3,2.01
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,0.92
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,1.37
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000,3,1.48
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000,3,1.13
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1000000000,3,1.09
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,3,1.06
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,3,0.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000,3,5.25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1000000000,3,1.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,3,0.76
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,3,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000000,3,2.56
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000,3,0.74
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,1.29
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,3,1.28
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,3,1.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,3,1.42
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,8,1.49
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,1.61
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,8,31.38
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1000,8,25.51
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000000,8,5.86
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000,8,2.03
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,8,29.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,8,6.17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,8,1.88
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000000,8,3.92
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000,8,6.1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000,8,29.37
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,8,1.79
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,8,29.57
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,3.54
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000,5,1.58
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,1.45
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,4,0.46
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1000000,6,0.27
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1000,7,10.71
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,1,0.65
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1000,1,0.47
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1000000000,2,0.63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000000,2,0.53
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000,6,0.49
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1000000,7,2.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000,7,10.83
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1000,4,4.81
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1000,7,11.37
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,1.52
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,4,0.83
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000,7,1.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000000,8,4.29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,2,1.6
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000000000,4,0.62
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,0.79
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,7,3.42
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000,6,0.76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,2,5.84
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000,7,3.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,4,0.7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,4,0.66
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,4,2.65
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,7,2.51
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1000,5,0.63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,4,1.7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,8,5.7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000,6,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,0.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000,5,0.36
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,4,0.85
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,4,1.48
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000000,4,0.64
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1000000000,4,0.95
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,9.91
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000000,2,0.57
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1000,2,4.65
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000,4,1.41
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1000000000,1,0.67
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,1.51
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,0.87
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000,7,1.16
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,2,1.81
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,4,0.69
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1000000000,4,1.91
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000000000,7,3.16
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000000,3,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000000000,6,0.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,2,0.63
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,2,0.58
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,7,2.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000000000,4,0.76
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1000000000,4,1.88
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,4,1.54
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000000,5,1.34
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,2,7.98
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1000,2,4.98
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000,8,5.71
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1000000000,5,1.85
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1000000000,3,3.33
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1000,8,29.29
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1000,7,12.45
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1000000000,1,2.33
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1000000000,5,1.78
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000000,4,0.69
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1000,4,0.58
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1000000,7,1.68
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,3,1.86
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1000,4,0.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,5,0.32
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1000,7,10.87
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1000000,1,1.29
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1000000,4,0.55
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,2,0.71
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,1,0.66
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1000000,7,1.16
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1000000000,3,1.48
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1000,4,0.52
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000000,4,0.43
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1000000000,4,0.96
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,0.69
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000000000,4,0.84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1000000,4,0.77
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1000000000,4,0.72
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1000000000,4,1.96
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1000,4,2.97
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1000,4,1.37
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1000000000,4,0.91
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,4,8.98
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1000000000,4,0.82
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1000000,7,3.45
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1000000000,4,0.98
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1000,6,1.49
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1000000,5,0.55
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,1000000000,7,3.2
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1000000,7,2.33
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1000000,7,1.5
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,5,0.64
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1000,1,0.53
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1000000000,7,2.63
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,7,14.33
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1000000,5,0.46
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1000,7,11.73
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1000,3,1.27
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1000000,5,0.24
