anyScriptOrigin,validate,onload,dpi,resolution,quality,indexed,mimeType,time
1,0,0,100,307200,0.1,1,2,2.85
1,1,1,50,307200,0.1,8,3,1.76
0,1,0,100,307200,0.1,1,2,3.07
1,1,1,200,307200,0.1,8,1,1.82
1,1,1,50,307200,0.1,4,3,1.74
0,1,1,100,307200,0.1,1,3,1.71
1,1,1,200,307200,0.1,8,4,1.7
0,0,1,100,307200,0.1,1,2,3.14
0,1,1,100,307200,0.1,1,2,3.17
0,1,0,400,307200,0.9,1,1,1.62
0,1,0,400,307200,0.9,4,1,1.65
1,0,0,100,307200,0.1,8,3,1.54
0,1,0,400,307200,0.9,2,1,1.64
1,1,1,400,307200,0.9,8,1,1.69
0,0,1,400,307200,0.9,4,1,1.5
1,1,1,200,307200,0.1,4,4,1.68
1,1,1,200,307200,0.1,8,3,1.79
1,1,1,200,307200,0.1,4,3,1.84
1,0,0,100,307200,0.1,4,3,1.49
0,0,0,50,307200,0.1,1,3,1.43
1,0,0,400,307200,0.9,4,1,1.39
1,1,1,400,8294400,0.1,4,3,2.33
1,1,1,400,8294400,0.1,8,3,2.38
0,0,0,400,307200,0.1,1,4,1.47
0,1,0,100,307200,0.1,8,3,1.68
0,0,0,400,307200,0.1,1,3,1.44
0,0,0,400,307200,0.1,1,2,2.99
1,1,1,400,307200,0.1,1,3,1.79
0,1,0,100,307200,0.1,4,3,1.71
0,0,0,50,307200,0.1,1,2,2.82
0,0,0,100,307200,0.1,1,2,2.86
0,0,0,400,307200,0.1,4,4,1.36
1,1,1,200,307200,0.9,8,1,1.76
0,0,1,100,307200,0.1,8,3,1.5
1,1,1,100,2073600,0.1,8,1,1.8
0,0,1,100,307200,0.1,4,3,1.53
0,0,1,200,307200,0.1,8,3,1.59
0,0,0,400,307200,0.1,4,3,1.51
1,1,1,100,2073600,0.9,4,1,1.81
0,0,1,200,307200,0.1,8,4,1.49
0,0,0,50,307200,0.1,4,4,1.4
0,0,0,200,307200,0.9,8,1,1.41
1,1,1,100,2073600,0.1,4,1,1.73
1,1,1,100,2073600,0.9,1,1,1.89
0,0,0,50,307200,0.1,4,3,1.42
1,1,1,400,307200,0.1,1,4,1.74
0,0,0,100,307200,0.1,4,4,1.4
0,0,0,200,307200,0.1,8,1,1.43
0,0,1,200,2073600,0.1,8,2,2.91
0,0,1,200,2073600,0.1,8,3,1.75
1,1,1,50,2073600,0.9,1,1,1.8
0,0,1,400,307200,0.9,1,1,1.48
1,0,0,400,307200,0.9,1,1,1.38
1,1,1,50,8294400,0.1,1,3,2.19
0,0,1,400,307200,0.9,2,1,1.5
0,0,1,200,2073600,0.1,8,4,1.64
0,0,0,200,2073600,0.9,8,1,1.49
0,0,0,100,307200,0.1,4,3,1.43
1,1,1,50,8294400,0.1,1,4,2.03
1,1,1,50,307200,0.1,1,2,3.12
1,1,1,400,8294400,0.1,1,2,3.19
1,1,1,400,307200,0.1,4,4,1.68
0,0,0,200,2073600,0.1,8,1,1.51
1,0,0,200,307200,0.1,8,3,1.53
1,0,0,200,307200,0.1,8,4,1.45
1,1,1,50,2073600,0.1,1,1,1.8
1,0,0,400,307200,0.9,2,1,1.4
0,0,1,400,8294400,0.9,4,1,1.74
1,0,0,200,2073600,0.1,8,3,1.67
1,1,1,400,307200,0.1,8,4,1.67
1,0,0,200,2073600,0.1,8,4,1.51
1,1,1,400,8294400,0.1,4,2,3.1
0,0,0,50,307200,0.1,2,4,1.44
1,1,1,400,8294400,0.1,8,2,3.07
1,1,1,400,307200,0.1,4,3,1.77
1,1,1,400,307200,0.1,8,3,1.85
1,1,1,100,2073600,0.1,1,1,1.88
1,1,1,100,307200,0.1,4,2,3.09
1,1,1,100,307200,0.1,8,2,3.21
0,0,0,50,307200,0.1,2,3,1.4
0,0,1,400,8294400,0.9,1,1,1.81
0,0,1,400,8294400,0.9,2,1,1.74
0,0,0,400,307200,0.1,2,4,1.37
0,0,0,400,307200,0.1,2,3,1.44
1,0,0,200,2073600,0.1,8,2,2.83
1,1,1,100,307200,0.1,1,2,3.26
1,1,1,400,2073600,0.1,1,2,3.21
1,1,1,50,8294400,0.9,1,1,1.97
1,1,1,50,8294400,0.1,1,1,1.99
0,0,1,400,2073600,0.9,4,1,1.61
1,1,1,100,8294400,0.1,1,4,2.16
1,1,1,100,8294400,0.1,1,3,2.34
1,1,1,50,8294400,0.9,2,1,1.98
1,1,1,50,8294400,0.1,2,1,2.04
1,1,0,100,8294400,0.9,1,1,1.86
0,0,1,200,2073600,0.1,4,2,2.89
1,1,1,50,8294400,0.9,4,1,1.98
0,0,0,100,307200,0.1,2,4,1.41
1,1,1,50,8294400,0.1,4,1,1.94
0,0,1,50,307200,0.9,4,1,1.48
1,1,1,100,8294400,0.9,1,1,1.93
0,0,0,100,307200,0.1,2,3,1.45
1,1,1,100,8294400,0.1,1,1,2.02
0,0,0,400,307200,0.1,8,4,1.4
0,0,1,200,2073600,0.1,4,3,1.77
0,0,0,400,307200,0.1,8,3,1.49
0,1,0,50,307200,0.9,4,1,1.65
0,0,1,200,2073600,0.1,4,4,1.58
0,0,0,50,307200,0.1,8,4,1.49
1,0,1,100,8294400,0.9,1,1,1.81
1,1,1,100,8294400,0.9,2,1,1.96
0,0,1,50,307200,0.1,4,1,1.42
0,0,1,200,307200,0.1,4,3,1.53
1,1,0,100,8294400,0.9,4,1,1.99
0,0,0,50,307200,0.1,8,3,1.47
1,1,0,100,8294400,0.9,8,1,1.87
0,0,1,200,307200,0.1,4,4,1.47
1,1,1,100,8294400,0.1,2,1,1.99
1,1,1,100,8294400,0.9,4,1,2.0
0,0,1,400,307200,0.1,4,1,1.51
1,1,1,100,8294400,0.1,4,1,1.96
0,0,0,400,307200,0.1,8,2,2.87
1,1,1,100,8294400,0.1,4,4,2.19
0,0,0,50,307200,0.1,8,2,2.92
0,0,0,200,2073600,0.9,4,1,1.5
1,1,1,100,8294400,0.1,8,4,2.08
0,1,0,400,307200,0.1,4,1,1.63
0,1,0,50,307200,0.1,4,1,1.64
0,0,0,200,2073600,0.1,4,1,1.52
0,0,0,200,307200,0.9,4,1,1.45
1,1,1,400,8294400,0.9,1,1,1.97
0,0,0,200,307200,0.1,4,1,1.38
0,1,1,400,307200,0.1,4,3,1.86
1,1,1,200,8294400,0.9,1,1,2.01
1,1,1,200,8294400,0.9,4,1,1.97
0,1,1,400,307200,0.1,4,4,1.72
1,1,1,100,8294400,0.1,4,3,2.38
1,0,0,200,2073600,0.1,4,2,2.88
1,1,1,200,2073600,0.9,4,1,1.8
0,1,1,400,307200,0.1,4,2,3.19
1,1,1,400,2073600,0.9,4,1,1.77
0,0,0,100,307200,0.1,8,4,1.42
0,0,0,100,307200,0.1,8,3,1.5
0,0,0,100,307200,0.1,8,2,2.78
0,0,0,400,307200,0.1,4,2,2.93
1,1,1,400,2073600,0.1,4,1,1.87
1,1,1,100,307200,0.1,4,1,1.69
0,1,1,50,307200,0.1,4,3,1.81
0,0,0,400,8294400,0.1,4,4,1.77
0,1,1,50,307200,0.1,4,4,1.72
1,1,1,400,307200,0.1,4,1,1.72
1,1,1,100,8294400,0.1,8,3,2.51
1,1,1,400,307200,0.9,4,1,1.75
0,0,0,400,8294400,0.1,4,3,2.08
1,1,1,200,307200,0.9,4,1,1.73
0,0,0,50,8294400,0.1,4,4,1.77
0,1,0,200,2073600,0.1,8,2,3.08
0,1,1,50,307200,0.1,4,2,3.16
1,0,1,100,8294400,0.9,4,1,1.72
0,1,0,200,2073600,0.1,4,2,3.04
0,0,0,50,8294400,0.1,4,3,2.21
1,1,1,200,307200,0.1,4,1,1.71
0,0,0,400,8294400,0.1,1,4,1.92
0,0,1,50,8294400,0.9,4,1,1.76
0,0,1,400,8294400,0.1,4,1,1.86
0,0,1,50,307200,0.1,8,2,2.92
0,0,1,50,8294400,0.1,4,1,1.76
1,1,1,400,307200,0.9,1,1,1.67
0,0,1,400,2073600,0.1,8,2,2.97
1,1,1,400,307200,0.1,1,1,1.72
1,1,1,200,307200,0.1,1,1,1.76
1,1,1,200,307200,0.9,1,1,1.71
1,1,1,50,2073600,0.1,4,1,1.75
0,0,1,50,2073600,0.1,8,2,2.93
1,1,1,50,2073600,0.9,4,1,1.83
0,0,1,100,2073600,0.1,8,2,2.94
0,0,1,400,307200,0.1,8,3,1.59
0,1,1,400,8294400,0.1,4,3,2.33
1,0,1,100,8294400,0.9,8,1,1.72
0,0,1,400,307200,0.1,8,4,1.51
1,1,1,50,2073600,0.1,8,1,1.82
0,0,1,50,307200,0.1,8,3,1.55
0,0,1,50,307200,0.1,8,4,1.52
0,1,1,100,8294400,0.9,1,1,1.99
0,0,0,400,8294400,0.1,1,3,2.11
0,1,1,400,8294400,0.1,4,4,2.08
0,0,0,100,8294400,0.1,4,4,1.83
1,1,1,50,8294400,0.1,8,1,1.97
0,0,1,100,307200,0.1,8,4,1.46
1,1,1,100,8294400,0.1,8,1,1.96
0,1,0,400,8294400,0.9,4,1,1.95
0,0,0,100,8294400,0.1,4,3,2.25
0,1,1,400,8294400,0.1,4,2,3.33
0,0,0,400,2073600,0.1,4,4,1.47
0,1,1,100,8294400,0.9,2,1,1.99
0,0,0,400,2073600,0.1,4,3,1.72
1,1,1,50,2073600,0.9,2,1,1.82
0,1,1,50,8294400,0.1,4,3,2.34
1,1,1,100,8294400,0.1,2,4,2.01
0,1,1,50,8294400,0.1,4,4,2.14
0,0,1,400,2073600,0.1,8,3,1.73
0,0,0,50,2073600,0.1,4,4,1.46
0,0,0,50,2073600,0.1,4,3,1.67
0,0,0,400,2073600,0.1,1,4,1.48
0,1,0,50,8294400,0.9,4,1,1.87
0,0,1,400,2073600,0.1,8,4,1.63
1,1,1,50,2073600,0.1,2,1,1.8
0,0,0,400,2073600,0.1,1,3,1.65
0,0,1,50,2073600,0.1,8,3,1.74
1,1,1,100,8294400,0.1,2,3,2.4
1,1,0,100,8294400,0.9,2,1,1.9
0,0,1,50,2073600,0.1,8,4,1.63
0,1,1,50,8294400,0.1,4,2,3.12
1,0,1,100,8294400,0.9,2,1,1.76
1,1,1,100,2073600,0.9,2,1,1.87
1,1,1,100,2073600,0.1,2,1,1.75
1,1,0,100,8294400,0.1,2,1,1.93
1,1,1,400,307200,0.9,2,1,1.7
0,0,0,100,2073600,0.1,4,4,1.53
0,0,0,100,2073600,0.1,4,3,1.74
1,1,1,400,307200,0.1,2,1,1.65
1,1,1,200,307200,0.9,2,1,1.74
0,0,0,400,8294400,0.1,2,4,1.79
0,0,0,50,8294400,0.1,2,4,1.75
0,0,0,50,8294400,0.1,2,3,2.05
0,1,0,400,8294400,0.1,4,1,1.92
1,1,1,200,307200,0.1,2,1,1.7
0,1,0,50,8294400,0.1,4,1,1.89
0,0,1,50,2073600,0.9,4,1,1.55
0,0,1,100,2073600,0.1,8,3,1.7
1,0,1,100,8294400,0.1,2,1,1.81
0,1,1,100,8294400,0.1,2,1,2.03
1,1,1,400,2073600,0.1,1,1,1.79
1,1,1,400,2073600,0.9,1,1,1.77
0,1,1,400,8294400,0.1,2,1,2.05
0,0,1,100,2073600,0.1,8,4,1.59
0,1,1,400,307200,0.1,2,1,1.69
0,0,0,400,307200,0.9,8,1,1.42
0,1,1,400,307200,0.9,2,1,1.68
0,0,1,400,2073600,0.1,4,1,1.53
0,0,0,100,8294400,0.1,2,4,1.78
0,0,0,400,307200,0.1,8,1,1.39
1,1,1,50,307200,0.1,4,1,1.65
1,1,1,100,307200,0.9,4,1,1.7
1,1,1,50,307200,0.9,4,1,1.75
0,0,0,50,307200,0.9,8,1,1.37
0,1,1,100,307200,0.9,2,1,1.69
0,0,0,50,307200,0.1,8,1,1.39
0,0,0,100,307200,0.9,8,1,1.4
0,0,1,50,2073600,0.1,4,1,1.59
0,1,1,400,8294400,0.9,2,1,1.98
0,1,1,400,2073600,0.1,4,3,2.07
0,0,0,100,307200,0.1,8,1,1.39
0,0,0,400,2073600,0.9,8,1,1.48
0,0,0,400,2073600,0.1,8,1,1.47
0,1,1,400,2073600,0.9,2,1,1.81
1,1,1,100,307200,0.1,1,1,1.73
0,0,0,50,2073600,0.9,8,1,1.47
0,0,0,100,8294400,0.1,2,3,2.01
1,1,1,50,307200,0.1,1,1,1.7
0,1,1,400,2073600,0.1,2,1,1.79
0,1,1,400,2073600,0.9,4,1,1.82
1,1,1,100,307200,0.9,1,1,1.72
1,1,1,50,307200,0.9,1,1,1.73
1,1,1,200,2073600,0.1,1,1,1.89
0,0,0,50,2073600,0.1,8,1,1.5
0,1,1,400,2073600,0.1,4,4,1.89
0,0,0,400,2073600,0.1,2,4,1.53
0,0,0,50,2073600,0.1,8,4,1.46
0,1,0,400,2073600,0.9,4,1,1.75
0,0,0,50,2073600,0.1,8,3,1.72
1,1,1,200,2073600,0.9,1,1,1.77
0,0,0,50,2073600,0.1,2,4,1.53
0,0,0,50,2073600,0.1,2,3,1.59
0,0,0,50,2073600,0.1,2,2,2.83
1,0,0,50,307200,0.1,8,3,1.43
0,1,1,400,2073600,0.9,8,1,1.78
0,0,0,50,2073600,0.1,1,2,2.77
0,0,0,50,8294400,0.1,1,2,2.91
0,1,1,400,2073600,0.1,4,1,1.82
1,1,1,200,2073600,0.1,4,1,1.82
1,1,1,400,2073600,0.1,2,1,1.84
1,0,0,50,307200,0.1,8,4,1.4
1,1,1,400,2073600,0.9,2,1,1.81
0,1,1,400,2073600,0.1,8,1,1.81
0,1,1,100,2073600,0.9,4,1,1.89
0,1,1,100,2073600,0.9,8,1,1.82
1,1,1,200,2073600,0.1,2,1,1.88
0,0,0,400,8294400,0.1,1,2,2.82
1,0,0,50,2073600,0.1,8,3,1.68
0,0,0,400,2073600,0.1,1,2,2.75
1,0,0,50,2073600,0.1,8,4,1.54
1,1,1,200,2073600,0.9,2,1,1.77
1,0,0,50,307200,0.1,8,2,2.88
0,1,1,400,307200,0.9,4,1,1.69
1,0,0,50,2073600,0.1,8,2,2.9
0,1,1,400,2073600,0.1,4,2,3.16
1,1,1,100,307200,0.1,2,1,1.69
0,0,0,50,307200,0.9,1,1,1.47
0,1,1,50,2073600,0.1,4,3,2.03
0,0,0,50,307200,0.1,1,1,1.45
0,1,1,50,2073600,0.1,4,4,1.85
0,0,0,400,307200,0.9,1,1,1.37
1,1,1,50,307200,0.1,2,1,1.75
1,1,1,50,307200,0.9,2,1,1.73
0,1,1,400,307200,0.9,8,1,1.75
1,1,1,400,8294400,0.1,4,1,1.96
0,0,0,50,307200,0.1,4,2,2.85
0,1,1,400,307200,0.1,4,1,1.71
0,0,0,400,307200,0.1,1,1,1.36
0,0,0,50,307200,0.1,2,2,2.86
0,0,0,100,307200,0.9,1,1,1.43
1,1,1,400,8294400,0.9,4,1,2.05
0,0,0,100,307200,0.1,1,1,1.36
0,0,0,200,307200,0.9,1,1,1.39
0,1,0,50,2073600,0.9,4,1,1.7
0,1,1,400,307200,0.1,8,1,1.7
1,1,1,400,8294400,0.1,1,1,2.0
0,1,1,100,2073600,0.1,4,1,1.79
1,1,1,200,8294400,0.1,4,1,2.07
0,1,1,50,2073600,0.1,4,2,3.3
0,0,0,400,307200,0.1,2,2,2.91
0,1,0,400,2073600,0.1,4,1,1.74
0,0,0,400,2073600,0.1,2,3,1.62
1,1,1,200,8294400,0.1,1,1,2.03
1,1,1,400,8294400,0.1,2,1,1.98
0,1,1,100,2073600,0.1,8,1,1.81
1,1,1,400,8294400,0.9,2,1,1.97
1,1,1,200,8294400,0.1,2,1,1.98
0,0,0,200,307200,0.1,1,1,1.41
0,0,0,50,8294400,0.1,8,3,2.06
0,0,0,400,2073600,0.9,1,1,1.51
0,1,0,50,2073600,0.1,4,1,1.71
1,1,1,400,307200,0.1,2,4,1.76
1,1,0,400,307200,0.1,4,3,1.65
1,1,1,400,307200,0.1,2,3,1.77
1,1,0,400,307200,0.1,4,4,1.63
0,0,0,400,2073600,0.1,1,1,1.47
0,0,0,50,8294400,0.1,8,4,1.8
1,1,1,200,8294400,0.9,2,1,2.04
1,1,1,400,2073600,0.1,2,2,3.27
1,1,0,400,307200,0.1,4,2,2.97
1,1,1,400,2073600,0.1,2,4,1.8
0,0,0,400,8294400,0.1,8,2,3.03
0,0,0,100,2073600,0.9,1,1,1.5
1,1,1,400,2073600,0.1,2,3,1.96
1,1,1,400,307200,0.1,2,2,3.17
0,0,0,100,2073600,0.1,1,1,1.51
1,1,0,50,307200,0.1,4,3,1.68
0,0,0,400,2073600,0.1,8,2,2.82
0,0,0,100,2073600,0.1,8,3,1.68
0,0,0,50,2073600,0.9,1,1,1.51
1,1,0,50,307200,0.1,4,4,1.65
0,0,0,50,2073600,0.1,1,1,1.47
1,1,1,400,8294400,0.1,2,2,3.21
0,0,0,100,2073600,0.1,8,4,1.48
0,0,0,200,2073600,0.9,1,1,1.5
1,1,1,400,8294400,0.1,2,4,2.16
0,0,0,200,2073600,0.1,1,1,1.52
1,1,0,50,307200,0.1,4,2,3.17
0,0,0,100,2073600,0.1,8,1,1.57
0,0,0,100,8294400,0.1,8,3,2.15
1,1,1,400,8294400,0.1,2,3,2.3
0,1,1,200,307200,0.1,4,3,1.79
1,0,1,400,307200,0.9,2,1,1.47
1,1,0,400,307200,0.9,2,1,1.59
0,0,0,100,2073600,0.9,8,1,1.47
0,0,0,50,2073600,0.1,4,1,1.5
0,1,1,200,307200,0.1,4,4,1.7
0,1,0,200,307200,0.9,4,1,1.58
1,0,1,400,307200,0.1,2,1,1.47
1,1,0,400,307200,0.1,2,1,1.61
0,0,0,50,2073600,0.9,4,1,1.55
0,0,0,100,8294400,0.1,8,4,1.86
1,0,1,400,2073600,0.9,2,1,1.6
1,1,0,400,2073600,0.9,2,1,1.72
0,0,0,100,2073600,0.1,8,2,2.92
1,0,1,400,2073600,0.1,2,1,1.62
0,0,0,100,8294400,0.1,8,2,2.85
0,1,1,200,307200,0.1,4,2,3.09
0,0,0,50,2073600,0.1,8,2,2.87
1,1,0,400,2073600,0.1,2,1,1.76
0,1,0,200,307200,0.1,4,1,1.61
1,0,1,400,8294400,0.9,2,1,1.72
0,0,0,50,8294400,0.1,8,2,2.89
1,1,0,400,8294400,0.9,2,1,1.93
0,0,0,400,2073600,0.1,8,3,1.72
1,0,1,400,8294400,0.1,2,1,1.74
0,0,0,400,2073600,0.1,8,4,1.49
0,0,0,400,8294400,0.1,8,3,2.1
0,0,0,400,2073600,0.9,4,1,1.5
1,1,0,200,307200,0.1,4,3,1.74
1,1,0,400,8294400,0.1,2,1,1.92
0,0,0,400,8294400,0.1,8,4,1.76
0,0,0,400,2073600,0.1,4,2,2.88
1,1,0,200,307200,0.1,4,4,1.64
0,0,0,400,2073600,0.1,4,1,1.52
0,0,0,100,2073600,0.9,4,1,1.53
0,0,0,100,2073600,0.1,4,1,1.5
0,0,0,400,2073600,0.1,2,2,2.93
1,1,0,200,307200,0.1,4,2,3.07
0,1,1,100,307200,0.1,4,3,1.83
1,1,1,100,307200,0.1,2,4,1.72
0,0,0,50,8294400,0.9,4,1,1.7
0,1,1,100,307200,0.1,4,4,1.74
0,1,0,100,307200,0.9,4,1,1.65
0,0,0,400,8294400,0.1,4,2,3.0
1,1,1,100,307200,0.1,2,3,1.7
0,1,1,100,307200,0.1,4,2,3.15
1,1,1,100,2073600,0.1,2,4,1.83
0,0,0,400,8294400,0.1,2,2,2.87
0,0,0,50,8294400,0.1,4,2,2.88
0,1,0,100,307200,0.1,4,1,1.56
1,1,0,100,307200,0.1,4,3,1.75
0,0,0,50,8294400,0.1,4,1,1.65
1,1,1,100,2073600,0.1,2,3,2.01
1,1,0,100,307200,0.1,4,4,1.62
0,0,0,50,8294400,0.1,2,2,2.85
1,1,0,100,307200,0.1,4,2,3.06
1,1,1,100,307200,0.1,2,2,3.23
0,0,0,400,8294400,0.9,4,1,1.68
0,0,0,50,2073600,0.1,4,2,2.91
1,1,0,400,8294400,0.1,4,3,2.36
0,0,0,100,8294400,0.1,4,2,2.82
1,1,0,400,8294400,0.1,4,4,2.17
1,0,1,100,307200,0.9,2,1,1.53
1,1,0,400,8294400,0.1,4,2,3.05
1,0,1,100,307200,0.1,2,1,1.47
0,0,0,400,8294400,0.1,4,1,1.71
1,1,0,50,8294400,0.1,4,3,2.35
1,1,0,50,8294400,0.1,4,4,2.02
0,0,0,100,2073600,0.1,4,2,2.87
1,0,1,100,2073600,0.9,2,1,1.55
0,1,1,100,307200,0.9,4,1,1.74
1,1,0,50,8294400,0.1,4,2,3.07
1,1,0,400,2073600,0.1,4,3,1.96
1,1,0,400,2073600,0.1,4,4,1.76
0,0,0,100,2073600,0.1,2,3,1.71
1,0,1,200,307200,0.9,2,1,1.46
0,1,1,400,8294400,0.9,4,1,1.96
1,1,0,400,2073600,0.1,4,2,3.02
1,1,0,50,2073600,0.1,4,3,2.0
0,1,1,400,8294400,0.1,4,1,2.05
0,0,0,100,2073600,0.1,2,4,1.5
0,0,0,100,8294400,0.1,2,2,2.82
0,1,1,100,307200,0.1,4,1,1.7
1,1,0,50,2073600,0.1,4,4,1.74
1,1,0,50,2073600,0.1,4,2,3.11
0,0,0,100,8294400,0.9,4,1,1.68
0,1,1,200,8294400,0.1,4,3,2.37
0,1,1,200,8294400,0.1,4,4,2.13
0,0,0,100,2073600,0.1,2,2,2.82
0,0,0,100,8294400,0.1,4,1,1.76
0,1,0,200,8294400,0.9,4,1,1.95
0,0,0,100,307200,0.1,2,2,2.86
0,1,1,200,8294400,0.1,4,2,3.07
0,1,0,200,8294400,0.1,4,1,1.94
0,1,1,200,2073600,0.1,4,3,2.01
0,1,1,200,2073600,0.1,4,4,1.79
0,1,1,400,8294400,0.9,8,1,2.09
0,0,0,200,8294400,0.9,4,1,1.66
0,0,0,200,8294400,0.1,4,1,1.67
0,1,0,200,2073600,0.9,4,1,1.76
0,1,1,100,307200,0.9,8,1,1.69
0,0,0,400,8294400,0.9,1,1,1.68
0,1,1,200,2073600,0.1,4,2,3.1
0,1,0,200,2073600,0.1,4,1,1.74
1,1,0,200,8294400,0.1,4,3,2.46
0,0,0,100,307200,0.1,4,2,2.9
0,0,0,400,8294400,0.1,1,1,1.68
0,1,1,400,8294400,0.1,8,1,1.95
1,1,0,200,8294400,0.1,4,4,2.03
0,1,1,100,307200,0.1,8,1,1.71
1,0,1,400,8294400,0.9,4,1,1.71
0,0,0,50,8294400,0.9,1,1,1.64
0,0,0,50,8294400,0.1,1,1,1.64
0,0,0,100,8294400,0.9,1,1,1.73
0,0,0,100,8294400,0.1,1,1,1.68
1,0,1,100,307200,0.9,4,1,1.49
0,0,0,200,8294400,0.9,1,1,1.71
1,0,1,400,8294400,0.1,4,1,1.75
1,1,0,200,8294400,0.1,4,2,3.03
0,0,0,200,8294400,0.1,4,3,2.1
1,0,1,100,307200,0.1,4,1,1.49
1,1,1,400,8294400,0.1,4,4,2.11
0,0,0,200,8294400,0.1,4,4,1.82
1,1,0,200,2073600,0.1,4,3,1.91
1,1,1,100,307200,0.1,4,4,1.68
0,0,0,200,2073600,0.1,4,3,1.71
0,0,0,200,2073600,0.1,4,4,1.51
0,0,0,200,8294400,0.1,1,3,1.91
0,0,0,200,8294400,0.1,1,1,1.65
0,0,0,400,8294400,0.9,8,1,1.69
1,1,1,100,307200,0.1,4,3,1.87
0,0,0,200,8294400,0.1,1,4,1.82
1,1,0,200,2073600,0.1,4,4,1.75
0,0,0,200,2073600,0.1,1,3,1.69
0,0,0,400,8294400,0.1,8,1,1.69
0,0,0,200,2073600,0.1,1,4,1.49
0,1,1,100,8294400,0.9,4,1,1.94
0,1,1,100,8294400,0.1,4,1,1.97
1,1,0,200,2073600,0.1,4,2,3.1
0,1,1,100,8294400,0.9,8,1,2.01
0,1,1,100,8294400,0.1,8,1,1.99
0,0,0,200,8294400,0.1,4,2,2.88
0,0,0,50,8294400,0.9,8,1,1.72
1,0,1,400,307200,0.9,4,1,1.48
1,0,1,400,307200,0.1,4,1,1.45
