anyScriptOrigin,validate,onload,dpi,resolution,quality,indexed,mimeType,time
0,1,0,100,307200,0.1,4,3,5.99
0,0,0,50,307200,0.1,1,2,5.32
0,0,0,100,307200,0.1,1,2,5.38
0,0,0,400,307200,0.1,4,4,4.25
1,1,1,200,307200,0.9,8,1,6.48
0,0,1,100,307200,0.1,8,3,4.72
1,1,1,100,2073600,0.1,8,1,6.69
0,0,1,100,307200,0.1,4,3,4.79
0,0,1,200,307200,0.1,8,3,4.87
0,0,0,400,307200,0.1,4,3,4.61
1,1,1,100,2073600,0.9,4,1,6.69
0,0,1,200,307200,0.1,8,4,4.79
0,0,0,50,307200,0.1,4,4,4.41
0,0,0,200,307200,0.9,8,1,4.38
1,1,1,100,2073600,0.1,4,1,6.54
1,1,1,100,2073600,0.9,1,1,7.22
0,0,0,50,307200,0.1,4,3,4.36
1,1,1,400,307200,0.1,1,4,6.21
0,0,0,100,307200,0.1,4,4,4.32
0,0,0,200,307200,0.1,8,1,4.45
0,0,1,200,2073600,0.1,8,2,5.73
0,0,1,200,2073600,0.1,8,3,5.43
1,1,1,50,2073600,0.9,1,1,6.78
0,0,1,400,307200,0.9,1,1,4.88
1,0,0,400,307200,0.9,1,1,4.27
1,1,1,50,8294400,0.1,1,3,8.15
0,0,1,400,307200,0.9,2,1,4.76
0,0,1,200,2073600,0.1,8,4,5.24
0,0,0,200,2073600,0.9,8,1,4.87
0,0,0,100,307200,0.1,4,3,4.37
1,1,1,50,8294400,0.1,1,4,7.91
1,1,1,50,307200,0.1,1,2,7.52
1,1,1,400,8294400,0.1,1,2,7.58
1,1,1,400,307200,0.1,4,4,6.38
0,0,0,200,2073600,0.1,8,1,4.7
1,0,0,200,307200,0.1,8,3,4.58
1,0,0,200,307200,0.1,8,4,4.59
1,1,1,50,2073600,0.1,1,1,6.76
1,0,0,400,307200,0.9,2,1,4.27
0,0,1,400,8294400,0.9,4,1,6.3
1,0,0,200,2073600,0.1,8,3,5.11
1,1,1,400,307200,0.1,8,4,6.19
1,0,0,200,2073600,0.1,8,4,4.84
1,1,1,400,8294400,0.1,4,2,7.43
0,0,0,50,307200,0.1,2,4,4.36
1,1,1,400,8294400,0.1,8,2,7.2
1,1,1,400,307200,0.1,4,3,6.33
1,1,1,400,307200,0.1,8,3,6.71
1,1,1,100,2073600,0.1,1,1,6.93
1,1,1,100,307200,0.1,4,2,7.25
1,1,1,100,307200,0.1,8,2,7.49
0,0,0,50,307200,0.1,2,3,4.32
0,0,1,400,8294400,0.9,1,1,6.38
0,0,1,400,8294400,0.9,2,1,6.06
0,0,0,400,307200,0.1,2,4,4.26
0,0,0,400,307200,0.1,2,3,4.33
1,0,0,200,2073600,0.1,8,2,5.42
1,1,1,100,307200,0.1,1,2,7.43
1,1,1,400,2073600,0.1,1,2,7.65
1,1,1,50,8294400,0.9,1,1,7.9
1,1,1,50,8294400,0.1,1,1,7.89
0,0,1,400,2073600,0.9,4,1,5.13
1,1,1,100,8294400,0.1,1,4,8.23
1,1,1,100,8294400,0.1,1,3,8.17
1,1,1,50,8294400,0.9,2,1,7.75
1,1,1,50,8294400,0.1,2,1,8.24
1,1,0,100,8294400,0.9,1,1,7.44
0,0,1,200,2073600,0.1,4,2,5.75
1,1,1,50,8294400,0.9,4,1,7.74
0,0,0,100,307200,0.1,2,4,4.39
1,1,1,50,8294400,0.1,4,1,7.85
0,0,1,50,307200,0.9,4,1,4.85
1,1,1,100,8294400,0.9,1,1,7.79
0,0,0,100,307200,0.1,2,3,4.52
1,1,1,100,8294400,0.1,1,1,8.02
0,0,0,400,307200,0.1,8,4,4.25
0,0,1,200,2073600,0.1,4,3,5.54
0,0,0,400,307200,0.1,8,3,4.49
0,1,0,50,307200,0.9,4,1,5.97
0,0,1,200,2073600,0.1,4,4,5.11
0,0,0,50,307200,0.1,8,4,4.39
1,0,1,100,8294400,0.9,1,1,6.47
1,1,1,100,8294400,0.9,2,1,7.68
0,0,1,50,307200,0.1,4,1,4.73
0,0,1,200,307200,0.1,4,3,4.77
1,1,0,100,8294400,0.9,4,1,7.8
0,0,0,50,307200,0.1,8,3,4.39
1,1,0,100,8294400,0.9,8,1,7.39
0,0,1,200,307200,0.1,4,4,4.71
1,1,1,100,8294400,0.1,2,1,7.82
1,1,1,100,8294400,0.9,4,1,7.74
0,0,1,400,307200,0.1,4,1,4.81
1,1,1,100,8294400,0.1,4,1,7.93
0,0,0,400,307200,0.1,8,2,5.44
1,1,1,100,8294400,0.1,4,4,8.08
0,0,0,50,307200,0.1,8,2,5.54
0,0,0,200,2073600,0.9,4,1,4.78
1,1,1,100,8294400,0.1,8,4,7.86
0,1,0,400,307200,0.1,4,1,5.99
0,1,0,50,307200,0.1,4,1,5.87
0,0,0,200,2073600,0.1,4,1,4.75
0,0,0,200,307200,0.9,4,1,4.52
1,1,1,400,8294400,0.9,1,1,7.74
0,0,0,200,307200,0.1,4,1,4.34
0,1,1,400,307200,0.1,4,3,6.56
1,1,1,200,8294400,0.9,1,1,7.8
1,1,1,200,8294400,0.9,4,1,7.77
0,1,1,400,307200,0.1,4,4,6.18
1,1,1,100,8294400,0.1,4,3,8.79
1,0,0,200,2073600,0.1,4,2,5.48
1,1,1,200,2073600,0.9,4,1,6.76
0,1,1,400,307200,0.1,4,2,7.37
1,1,1,400,2073600,0.9,4,1,6.76
0,0,0,100,307200,0.1,8,4,4.38
0,0,0,100,307200,0.1,8,3,4.58
0,0,0,100,307200,0.1,8,2,5.41
0,0,0,400,307200,0.1,4,2,5.53
1,1,1,400,2073600,0.1,4,1,6.92
1,1,1,100,307200,0.1,4,1,6.11
0,1,1,50,307200,0.1,4,3,6.58
0,0,0,400,8294400,0.1,4,4,5.89
0,1,1,50,307200,0.1,4,4,6.23
1,1,1,400,307200,0.1,4,1,6.35
1,1,1,100,8294400,0.1,8,3,8.74
1,1,1,400,307200,0.9,4,1,6.27
0,0,0,400,8294400,0.1,4,3,6.74
1,1,1,200,307200,0.9,4,1,6.43
0,0,0,50,8294400,0.1,4,4,5.9
0,1,0,200,2073600,0.1,8,2,7.05
0,1,1,50,307200,0.1,4,2,7.37
1,0,1,100,8294400,0.9,4,1,6.04
0,1,0,200,2073600,0.1,4,2,7.08
0,0,0,50,8294400,0.1,4,3,6.88
1,1,1,200,307200,0.1,4,1,6.39
0,0,0,400,8294400,0.1,1,4,6.39
0,0,1,50,8294400,0.9,4,1,6.16
0,0,1,400,8294400,0.1,4,1,6.27
0,0,1,50,307200,0.1,8,2,6.01
0,0,1,50,8294400,0.1,4,1,6.09
1,1,1,400,307200,0.9,1,1,6.16
0,0,1,400,2073600,0.1,8,2,5.89
1,1,1,400,307200,0.1,1,1,6.29
1,1,1,200,307200,0.1,1,1,6.46
1,1,1,200,307200,0.9,1,1,6.36
1,1,1,50,2073600,0.1,4,1,6.66
0,0,1,50,2073600,0.1,8,2,5.73
1,1,1,50,2073600,0.9,4,1,6.87
0,0,1,100,2073600,0.1,8,2,5.74
0,0,1,400,307200,0.1,8,3,5.06
0,1,1,400,8294400,0.1,4,3,8.72
1,0,1,100,8294400,0.9,8,1,6.13
0,0,1,400,307200,0.1,8,4,4.91
1,1,1,50,2073600,0.1,8,1,6.83
0,0,1,50,307200,0.1,8,3,4.81
0,0,1,50,307200,0.1,8,4,4.79
0,1,1,100,8294400,0.9,1,1,7.8
0,0,0,400,8294400,0.1,1,3,6.26
0,1,1,400,8294400,0.1,4,4,7.95
0,0,0,100,8294400,0.1,4,4,5.91
1,1,1,50,8294400,0.1,8,1,7.81
0,0,1,100,307200,0.1,8,4,4.67
1,1,1,100,8294400,0.1,8,1,7.95
0,1,0,400,8294400,0.9,4,1,7.49
0,0,0,100,8294400,0.1,4,3,7.16
0,1,1,400,8294400,0.1,4,2,7.65
0,0,0,400,2073600,0.1,4,4,4.76
0,1,1,100,8294400,0.9,2,1,7.88
0,0,0,400,2073600,0.1,4,3,5.28
1,1,1,50,2073600,0.9,2,1,6.83
0,1,1,50,8294400,0.1,4,3,8.67
1,1,1,100,8294400,0.1,2,4,7.76
0,1,1,50,8294400,0.1,4,4,8.04
0,0,1,400,2073600,0.1,8,3,5.38
0,0,0,50,2073600,0.1,4,4,4.83
0,0,0,50,2073600,0.1,4,3,5.05
0,0,0,400,2073600,0.1,1,4,4.87
0,1,0,50,8294400,0.9,4,1,7.34
0,0,1,400,2073600,0.1,8,4,5.38
1,1,1,50,2073600,0.1,2,1,6.69
0,0,0,400,2073600,0.1,1,3,5.07
0,0,1,50,2073600,0.1,8,3,5.44
1,1,1,100,8294400,0.1,2,3,8.84
1,1,0,100,8294400,0.9,2,1,7.54
0,0,1,50,2073600,0.1,8,4,5.26
0,1,1,50,8294400,0.1,4,2,7.48
1,0,1,100,8294400,0.9,2,1,6.22
1,1,1,100,2073600,0.9,2,1,7.07
1,1,1,100,2073600,0.1,2,1,6.52
1,1,0,100,8294400,0.1,2,1,7.45
1,1,1,400,307200,0.9,2,1,6.32
0,0,0,100,2073600,0.1,4,4,4.92
0,0,0,100,2073600,0.1,4,3,5.32
1,1,1,400,307200,0.1,2,1,6.35
1,1,1,200,307200,0.9,2,1,6.41
0,0,0,400,8294400,0.1,2,4,5.84
0,0,0,50,8294400,0.1,2,4,5.8
0,0,0,50,8294400,0.1,2,3,6.53
0,1,0,400,8294400,0.1,4,1,7.48
1,1,1,200,307200,0.1,2,1,6.48
0,1,0,50,8294400,0.1,4,1,7.38
0,0,1,50,2073600,0.9,4,1,5.16
0,0,1,100,2073600,0.1,8,3,5.15
1,0,1,100,8294400,0.1,2,1,6.57
0,1,1,100,8294400,0.1,2,1,7.94
1,1,1,400,2073600,0.1,1,1,6.72
1,1,1,400,2073600,0.9,1,1,6.7
0,1,1,400,8294400,0.1,2,1,8.01
0,0,1,100,2073600,0.1,8,4,5.25
0,1,1,400,307200,0.1,2,1,6.21
0,0,0,400,307200,0.9,8,1,4.58
0,1,1,400,307200,0.9,2,1,6.24
0,0,1,400,2073600,0.1,4,1,5.11
0,0,0,100,8294400,0.1,2,4,6.02
0,0,0,400,307200,0.1,8,1,4.35
1,1,1,50,307200,0.1,4,1,6.37
1,1,1,100,307200,0.9,4,1,6.25
1,1,1,50,307200,0.9,4,1,6.6
0,0,0,50,307200,0.9,8,1,4.34
0,1,1,100,307200,0.9,2,1,6.24
0,0,0,50,307200,0.1,8,1,4.29
0,0,0,100,307200,0.9,8,1,4.36
0,0,1,50,2073600,0.1,4,1,5.3
0,1,1,400,8294400,0.9,2,1,7.87
0,1,1,400,2073600,0.1,4,3,7.4
0,0,0,100,307200,0.1,8,1,4.31
0,0,0,400,2073600,0.9,8,1,4.77
0,0,0,400,2073600,0.1,8,1,4.74
0,1,1,400,2073600,0.9,2,1,6.81
1,1,1,100,307200,0.1,1,1,6.56
0,0,0,50,2073600,0.9,8,1,4.82
0,0,0,100,8294400,0.1,2,3,6.34
1,1,1,50,307200,0.1,1,1,6.38
0,1,1,400,2073600,0.1,2,1,6.78
0,1,1,400,2073600,0.9,4,1,6.92
1,1,1,100,307200,0.9,1,1,6.14
1,1,1,50,307200,0.9,1,1,6.23
1,1,1,200,2073600,0.1,1,1,7.13
0,0,0,50,2073600,0.1,8,1,4.87
0,1,1,400,2073600,0.1,4,4,6.81
0,0,0,400,2073600,0.1,2,4,4.85
0,0,0,50,2073600,0.1,8,4,4.77
0,1,0,400,2073600,0.9,4,1,6.55
0,0,0,50,2073600,0.1,8,3,5.28
1,1,1,200,2073600,0.9,1,1,6.75
0,0,0,50,2073600,0.1,2,4,4.9
0,0,0,50,2073600,0.1,2,3,5.0
0,0,0,50,2073600,0.1,2,2,5.4
1,0,0,50,307200,0.1,8,3,4.34
0,1,1,400,2073600,0.9,8,1,6.79
0,0,0,50,2073600,0.1,1,2,5.38
0,0,0,50,8294400,0.1,1,2,5.5
0,1,1,400,2073600,0.1,4,1,6.82
1,1,1,200,2073600,0.1,4,1,6.7
1,1,1,400,2073600,0.1,2,1,7.15
1,0,0,50,307200,0.1,8,4,4.26
1,1,1,400,2073600,0.9,2,1,6.9
0,1,1,400,2073600,0.1,8,1,6.85
0,1,1,100,2073600,0.9,4,1,6.98
0,1,1,100,2073600,0.9,8,1,6.92
1,1,1,200,2073600,0.1,2,1,7.07
0,0,0,400,8294400,0.1,1,2,5.39
1,0,0,50,2073600,0.1,8,3,4.92
0,0,0,400,2073600,0.1,1,2,5.32
1,0,0,50,2073600,0.1,8,4,4.79
1,1,1,200,2073600,0.9,2,1,6.67
1,0,0,50,307200,0.1,8,2,5.54
0,1,1,400,307200,0.9,4,1,6.19
1,0,0,50,2073600,0.1,8,2,5.41
0,1,1,400,2073600,0.1,4,2,7.43
1,1,1,100,307200,0.1,2,1,6.3
0,0,0,50,307200,0.9,1,1,4.51
0,1,1,50,2073600,0.1,4,3,7.19
0,0,0,50,307200,0.1,1,1,4.28
0,1,1,50,2073600,0.1,4,4,6.82
0,0,0,400,307200,0.9,1,1,4.2
1,1,1,50,307200,0.1,2,1,6.52
1,1,1,50,307200,0.9,2,1,6.27
0,1,1,400,307200,0.9,8,1,6.51
1,1,1,400,8294400,0.1,4,1,7.79
0,0,0,50,307200,0.1,4,2,5.34
0,1,1,400,307200,0.1,4,1,6.29
0,0,0,400,307200,0.1,1,1,4.27
0,0,0,50,307200,0.1,2,2,5.41
0,0,0,100,307200,0.9,1,1,4.46
1,1,1,400,8294400,0.9,4,1,7.89
0,0,0,100,307200,0.1,1,1,4.37
0,0,0,200,307200,0.9,1,1,4.4
0,1,0,50,2073600,0.9,4,1,6.52
0,1,1,400,307200,0.1,8,1,6.15
1,1,1,400,8294400,0.1,1,1,7.99
0,1,1,100,2073600,0.1,4,1,6.82
1,1,1,200,8294400,0.1,4,1,8.0
0,1,1,50,2073600,0.1,4,2,7.51
0,0,0,400,307200,0.1,2,2,5.41
0,1,0,400,2073600,0.1,4,1,6.39
0,0,0,400,2073600,0.1,2,3,4.93
1,1,1,200,8294400,0.1,1,1,8.18
1,1,1,400,8294400,0.1,2,1,7.76
0,1,1,100,2073600,0.1,8,1,6.68
1,1,1,400,8294400,0.9,2,1,7.89
1,1,1,200,8294400,0.1,2,1,7.94
0,0,0,200,307200,0.1,1,1,4.32
0,0,0,50,8294400,0.1,8,3,6.21
0,0,0,400,2073600,0.9,1,1,4.93
0,1,0,50,2073600,0.1,4,1,6.54
1,1,1,400,307200,0.1,2,4,6.24
1,1,0,400,307200,0.1,4,3,5.97
1,1,1,400,307200,0.1,2,3,6.41
1,1,0,400,307200,0.1,4,4,5.9
0,0,0,400,2073600,0.1,1,1,4.75
0,0,0,50,8294400,0.1,8,4,6.01
1,1,1,200,8294400,0.9,2,1,8.03
1,1,1,400,2073600,0.1,2,2,7.46
1,1,0,400,307200,0.1,4,2,7.13
1,1,1,400,2073600,0.1,2,4,6.86
0,0,0,400,8294400,0.1,8,2,5.66
0,0,0,100,2073600,0.9,1,1,4.84
1,1,1,400,2073600,0.1,2,3,7.07
1,1,1,400,307200,0.1,2,2,7.57
0,0,0,100,2073600,0.1,1,1,4.92
1,1,0,50,307200,0.1,4,3,5.96
0,0,0,400,2073600,0.1,8,2,5.39
0,0,0,100,2073600,0.1,8,3,5.1
0,0,0,50,2073600,0.9,1,1,4.78
1,1,0,50,307200,0.1,4,4,5.88
0,0,0,50,2073600,0.1,1,1,4.69
1,1,1,400,8294400,0.1,2,2,7.67
0,0,0,100,2073600,0.1,8,4,4.87
0,0,0,200,2073600,0.9,1,1,4.85
1,1,1,400,8294400,0.1,2,4,7.82
0,0,0,200,2073600,0.1,1,1,5.08
1,1,0,50,307200,0.1,4,2,7.36
0,0,0,100,2073600,0.1,8,1,5.02
0,0,0,100,8294400,0.1,8,3,6.26
1,1,1,400,8294400,0.1,2,3,8.49
0,1,1,200,307200,0.1,4,3,6.38
1,0,1,400,307200,0.9,2,1,4.65
1,1,0,400,307200,0.9,2,1,5.96
0,0,0,100,2073600,0.9,8,1,4.76
0,0,0,50,2073600,0.1,4,1,4.88
0,1,1,200,307200,0.1,4,4,6.12
0,1,0,200,307200,0.9,4,1,5.8
1,0,1,400,307200,0.1,2,1,4.63
1,1,0,400,307200,0.1,2,1,5.99
0,0,0,50,2073600,0.9,4,1,5.0
0,0,0,100,8294400,0.1,8,4,6.22
1,0,1,400,2073600,0.9,2,1,5.28
1,1,0,400,2073600,0.9,2,1,6.48
0,0,0,100,2073600,0.1,8,2,5.41
1,0,1,400,2073600,0.1,2,1,5.34
0,0,0,100,8294400,0.1,8,2,5.36
0,1,1,200,307200,0.1,4,2,7.29
0,0,0,50,2073600,0.1,8,2,5.52
1,1,0,400,2073600,0.1,2,1,6.5
0,1,0,200,307200,0.1,4,1,5.8
1,0,1,400,8294400,0.9,2,1,6.18
0,0,0,50,8294400,0.1,8,2,5.32
1,1,0,400,8294400,0.9,2,1,7.58
0,0,0,400,2073600,0.1,8,3,5.29
1,0,1,400,8294400,0.1,2,1,6.17
0,0,0,400,2073600,0.1,8,4,4.84
0,0,0,400,8294400,0.1,8,3,6.47
0,0,0,400,2073600,0.9,4,1,4.85
1,1,0,200,307200,0.1,4,3,6.23
1,1,0,400,8294400,0.1,2,1,7.6
0,0,0,400,8294400,0.1,8,4,5.82
0,0,0,400,2073600,0.1,4,2,5.35
1,1,0,200,307200,0.1,4,4,5.93
0,0,0,400,2073600,0.1,4,1,4.78
0,0,0,100,2073600,0.9,4,1,4.83
0,0,0,100,2073600,0.1,4,1,4.68
0,0,0,400,2073600,0.1,2,2,5.48
1,1,0,200,307200,0.1,4,2,7.0
0,1,1,100,307200,0.1,4,3,6.58
1,1,1,100,307200,0.1,2,4,6.25
0,0,0,50,8294400,0.9,4,1,5.93
0,1,1,100,307200,0.1,4,4,6.36
0,1,0,100,307200,0.9,4,1,5.84
0,0,0,400,8294400,0.1,4,2,5.62
1,1,1,100,307200,0.1,2,3,6.42
0,1,1,100,307200,0.1,4,2,7.28
1,1,1,100,2073600,0.1,2,4,6.89
0,0,0,400,8294400,0.1,2,2,5.36
0,0,0,50,8294400,0.1,4,2,5.28
0,1,0,100,307200,0.1,4,1,5.91
1,1,0,100,307200,0.1,4,3,6.19
0,0,0,50,8294400,0.1,4,1,5.82
1,1,1,100,2073600,0.1,2,3,7.18
1,1,0,100,307200,0.1,4,4,5.9
0,0,0,50,8294400,0.1,2,2,5.44
1,1,0,100,307200,0.1,4,2,7.09
1,1,1,100,307200,0.1,2,2,7.48
0,0,0,400,8294400,0.9,4,1,5.93
0,0,0,50,2073600,0.1,4,2,5.45
1,1,0,400,8294400,0.1,4,3,8.4
0,0,0,100,8294400,0.1,4,2,5.41
1,1,0,400,8294400,0.1,4,4,7.86
1,0,1,100,307200,0.9,2,1,4.75
1,1,0,400,8294400,0.1,4,2,7.11
1,0,1,100,307200,0.1,2,1,4.69
0,0,0,400,8294400,0.1,4,1,5.98
1,1,0,50,8294400,0.1,4,3,8.26
1,1,0,50,8294400,0.1,4,4,7.47
0,0,0,100,2073600,0.1,4,2,5.34
1,0,1,100,2073600,0.9,2,1,5.16
0,1,1,100,307200,0.9,4,1,6.42
1,1,0,50,8294400,0.1,4,2,7.07
1,1,0,400,2073600,0.1,4,3,6.78
1,1,0,400,2073600,0.1,4,4,6.45
0,0,0,100,2073600,0.1,2,3,5.33
1,0,1,200,307200,0.9,2,1,4.72
0,1,1,400,8294400,0.9,4,1,7.67
1,1,0,400,2073600,0.1,4,2,6.86
1,1,0,50,2073600,0.1,4,3,6.89
0,1,1,400,8294400,0.1,4,1,8.21
0,0,0,100,2073600,0.1,2,4,4.9
0,0,0,100,8294400,0.1,2,2,5.36
0,1,1,100,307200,0.1,4,1,6.31
1,1,0,50,2073600,0.1,4,4,6.41
1,1,0,50,2073600,0.1,4,2,7.21
0,0,0,100,8294400,0.9,4,1,5.88
0,1,1,200,8294400,0.1,4,3,8.72
0,1,1,200,8294400,0.1,4,4,7.97
0,0,0,100,2073600,0.1,2,2,5.27
0,0,0,100,8294400,0.1,4,1,6.26
0,1,0,200,8294400,0.9,4,1,7.52
0,0,0,100,307200,0.1,2,2,5.38
0,1,1,200,8294400,0.1,4,2,7.26
0,1,0,200,8294400,0.1,4,1,7.26
0,1,1,200,2073600,0.1,4,3,7.13
0,1,1,200,2073600,0.1,4,4,6.73
0,1,1,400,8294400,0.9,8,1,8.08
0,0,0,200,8294400,0.9,4,1,5.83
0,0,0,200,8294400,0.1,4,1,5.76
0,1,0,200,2073600,0.9,4,1,6.64
0,1,1,100,307200,0.9,8,1,6.43
0,0,0,400,8294400,0.9,1,1,6.02
0,1,1,200,2073600,0.1,4,2,7.33
0,1,0,200,2073600,0.1,4,1,6.36
1,1,0,200,8294400,0.1,4,3,8.8
0,0,0,100,307200,0.1,4,2,5.5
0,0,0,400,8294400,0.1,1,1,5.89
0,1,1,400,8294400,0.1,8,1,7.69
1,1,0,200,8294400,0.1,4,4,7.4
0,1,1,100,307200,0.1,8,1,6.38
1,0,1,400,8294400,0.9,4,1,6.1
0,0,0,50,8294400,0.9,1,1,5.79
0,0,0,50,8294400,0.1,1,1,5.81
0,0,0,100,8294400,0.9,1,1,6.15
0,0,0,100,8294400,0.1,1,1,5.87
1,0,1,100,307200,0.9,4,1,4.66
0,0,0,200,8294400,0.9,1,1,6.02
1,0,1,400,8294400,0.1,4,1,6.25
1,1,0,200,8294400,0.1,4,2,6.94
0,0,0,200,8294400,0.1,4,3,6.77
1,0,1,100,307200,0.1,4,1,4.73
1,1,1,400,8294400,0.1,4,4,7.98
0,0,0,200,8294400,0.1,4,4,6.01
1,1,0,200,2073600,0.1,4,3,6.69
1,1,1,100,307200,0.1,4,4,6.19
0,0,0,200,2073600,0.1,4,3,4.95
0,0,0,200,2073600,0.1,4,4,4.86
0,0,0,200,8294400,0.1,1,3,6.31
0,0,0,200,8294400,0.1,1,1,5.78
0,0,0,400,8294400,0.9,8,1,5.92
1,1,1,100,307200,0.1,4,3,6.73
0,0,0,200,8294400,0.1,1,4,6.12
1,1,0,200,2073600,0.1,4,4,6.61
0,0,0,200,2073600,0.1,1,3,5.32
0,0,0,400,8294400,0.1,8,1,5.93
0,0,0,200,2073600,0.1,1,4,4.75
0,1,1,100,8294400,0.9,4,1,7.67
0,1,1,100,8294400,0.1,4,1,7.85
1,1,0,200,2073600,0.1,4,2,7.09
0,1,1,100,8294400,0.9,8,1,7.86
0,1,1,100,8294400,0.1,8,1,7.76
0,0,0,200,8294400,0.1,4,2,5.32
0,0,0,50,8294400,0.9,8,1,6.14
1,0,1,400,307200,0.9,4,1,4.66
1,0,1,400,307200,0.1,4,1,4.67
