anyScriptOrigin,validate,onload,dpi,resolution,quality,indexed,mimeType,time
0,0,1,100,2073600,0.1,8,4,11.73
0,1,1,400,307200,0.1,2,1,8.45
0,0,0,400,307200,0.9,8,1,7.62
0,1,1,400,307200,0.9,2,1,8.35
0,0,1,400,2073600,0.1,4,1,11.41
0,0,0,100,8294400,0.1,2,4,17.82
0,0,0,400,307200,0.1,8,1,7.37
1,1,1,50,307200,0.1,4,1,8.43
1,1,1,100,307200,0.9,4,1,8.26
1,1,1,50,307200,0.9,4,1,8.84
0,0,0,50,307200,0.9,8,1,7.44
0,1,1,100,307200,0.9,2,1,8.37
0,0,0,50,307200,0.1,8,1,7.27
0,0,0,100,307200,0.9,8,1,7.42
0,0,1,50,2073600,0.1,4,1,11.86
0,1,1,400,8294400,0.9,2,1,19.29
0,1,1,400,2073600,0.1,4,3,12.95
0,0,0,100,307200,0.1,8,1,7.28
0,0,0,400,2073600,0.9,8,1,11.02
0,0,0,400,2073600,0.1,8,1,10.91
0,1,1,400,2073600,0.9,2,1,12.43
1,1,1,100,307200,0.1,1,1,8.61
0,0,0,50,2073600,0.9,8,1,11.36
0,0,0,100,8294400,0.1,2,3,17.79
1,1,1,50,307200,0.1,1,1,8.28
0,1,1,400,2073600,0.1,2,1,12.12
0,1,1,400,2073600,0.9,4,1,12.52
1,1,1,100,307200,0.9,1,1,8.32
1,1,1,50,307200,0.9,1,1,8.37
1,1,1,200,2073600,0.1,1,1,13.01
0,0,0,50,2073600,0.1,8,1,11.23
0,1,1,400,2073600,0.1,4,4,12.64
0,0,0,400,2073600,0.1,2,4,11.18
0,0,0,50,2073600,0.1,8,4,10.87
0,1,0,400,2073600,0.9,4,1,12.37
0,0,0,50,2073600,0.1,8,3,11.6
1,1,1,200,2073600,0.9,1,1,12.38
0,0,0,50,2073600,0.1,2,4,11.31
0,0,0,50,2073600,0.1,2,3,11.37
0,0,0,50,2073600,0.1,2,2,8.55
1,0,0,50,307200,0.1,8,3,7.1
0,1,1,400,2073600,0.9,8,1,12.2
0,0,0,50,2073600,0.1,1,2,8.64
0,0,0,50,8294400,0.1,1,2,8.67
0,1,1,400,2073600,0.1,4,1,12.56
1,1,1,200,2073600,0.1,4,1,12.1
1,1,1,400,2073600,0.1,2,1,12.94
1,0,0,50,307200,0.1,8,4,7.21
1,1,1,400,2073600,0.9,2,1,12.79
0,1,1,400,2073600,0.1,8,1,12.54
0,1,1,100,2073600,0.9,4,1,12.69
0,1,1,100,2073600,0.9,8,1,12.32
1,1,1,200,2073600,0.1,2,1,12.95
0,0,0,400,8294400,0.1,1,2,8.54
1,0,0,50,2073600,0.1,8,3,11.08
0,0,0,400,2073600,0.1,1,2,8.46
1,0,0,50,2073600,0.1,8,4,11.33
1,1,1,200,2073600,0.9,2,1,12.13
1,0,0,50,307200,0.1,8,2,8.57
0,1,1,400,307200,0.9,4,1,8.37
1,0,0,50,2073600,0.1,8,2,8.78
0,1,1,400,2073600,0.1,4,2,10.13
1,1,1,100,307200,0.1,2,1,8.54
0,0,0,50,307200,0.9,1,1,7.56
0,1,1,50,2073600,0.1,4,3,12.93
0,0,0,50,307200,0.1,1,1,7.29
0,1,1,50,2073600,0.1,4,4,12.47
0,0,0,400,307200,0.9,1,1,7.21
1,1,1,50,307200,0.1,2,1,8.68
1,1,1,50,307200,0.9,2,1,8.32
0,1,1,400,307200,0.9,8,1,8.67
1,1,1,400,8294400,0.1,4,1,18.83
0,0,0,50,307200,0.1,4,2,8.62
0,1,1,400,307200,0.1,4,1,8.36
0,0,0,400,307200,0.1,1,1,7.18
0,0,0,50,307200,0.1,2,2,8.63
0,0,0,100,307200,0.9,1,1,7.57
1,1,1,400,8294400,0.9,4,1,18.75
0,0,0,100,307200,0.1,1,1,7.23
0,0,0,200,307200,0.9,1,1,7.43
0,1,0,50,2073600,0.9,4,1,12.28
0,1,1,400,307200,0.1,8,1,8.31
1,1,1,400,8294400,0.1,1,1,19.45
0,1,1,100,2073600,0.1,4,1,12.41
1,1,1,200,8294400,0.1,4,1,18.88
0,1,1,50,2073600,0.1,4,2,10.52
0,0,0,400,307200,0.1,2,2,8.85
0,1,0,400,2073600,0.1,4,1,11.78
0,0,0,400,2073600,0.1,2,3,11.47
1,1,1,200,8294400,0.1,1,1,19.94
1,1,1,400,8294400,0.1,2,1,18.34
0,1,1,100,2073600,0.1,8,1,12.18
1,1,1,400,8294400,0.9,2,1,18.89
1,1,1,200,8294400,0.1,2,1,18.76
0,0,0,200,307200,0.1,1,1,7.26
0,0,0,50,8294400,0.1,8,3,17.42
0,0,0,400,2073600,0.9,1,1,11.65
0,1,0,50,2073600,0.1,4,1,12.12
1,1,1,400,307200,0.1,2,4,8.58
1,1,0,400,307200,0.1,4,3,7.84
1,1,1,400,307200,0.1,2,3,8.58
1,1,0,400,307200,0.1,4,4,7.95
0,0,0,400,2073600,0.1,1,1,11.43
0,0,0,50,8294400,0.1,8,4,18.35
1,1,1,200,8294400,0.9,2,1,19.28
1,1,1,400,2073600,0.1,2,2,10.5
1,1,0,400,307200,0.1,4,2,9.69
1,1,1,400,2073600,0.1,2,4,12.37
0,0,0,400,8294400,0.1,8,2,9.11
0,0,0,100,2073600,0.9,1,1,11.51
1,1,1,400,2073600,0.1,2,3,12.37
1,1,1,400,307200,0.1,2,2,10.22
0,0,0,100,2073600,0.1,1,1,11.3
1,1,0,50,307200,0.1,4,3,8.08
0,0,0,400,2073600,0.1,8,2,8.52
0,0,0,100,2073600,0.1,8,3,11.18
0,0,0,50,2073600,0.9,1,1,11.36
1,1,0,50,307200,0.1,4,4,7.94
0,0,0,50,2073600,0.1,1,1,11.02
1,1,1,400,8294400,0.1,2,2,10.33
0,0,0,100,2073600,0.1,8,4,11.09
0,0,0,200,2073600,0.9,1,1,11.37
1,1,1,400,8294400,0.1,2,4,18.41
0,0,0,200,2073600,0.1,1,1,11.77
1,1,0,50,307200,0.1,4,2,10.0
0,0,0,100,2073600,0.1,8,1,11.81
0,0,0,100,8294400,0.1,8,3,17.78
1,1,1,400,8294400,0.1,2,3,18.97
0,1,1,200,307200,0.1,4,3,8.32
1,0,1,400,307200,0.9,2,1,7.53
1,1,0,400,307200,0.9,2,1,8.09
0,0,0,100,2073600,0.9,8,1,11.01
0,0,0,50,2073600,0.1,4,1,11.22
0,1,1,200,307200,0.1,4,4,8.33
0,1,0,200,307200,0.9,4,1,7.89
1,0,1,400,307200,0.1,2,1,7.53
1,1,0,400,307200,0.1,2,1,8.23
0,0,0,50,2073600,0.9,4,1,11.72
0,0,0,100,8294400,0.1,8,4,18.72
1,0,1,400,2073600,0.9,2,1,11.85
1,1,0,400,2073600,0.9,2,1,12.12
0,0,0,100,2073600,0.1,8,2,8.65
1,0,1,400,2073600,0.1,2,1,11.81
0,0,0,100,8294400,0.1,8,2,8.59
0,1,1,200,307200,0.1,4,2,10.0
0,0,0,50,2073600,0.1,8,2,8.63
1,1,0,400,2073600,0.1,2,1,12.01
0,1,0,200,307200,0.1,4,1,7.96
1,0,1,400,8294400,0.9,2,1,17.63
0,0,0,50,8294400,0.1,8,2,8.69
1,1,0,400,8294400,0.9,2,1,18.84
0,0,0,400,2073600,0.1,8,3,11.66
1,0,1,400,8294400,0.1,2,1,17.77
0,0,0,400,2073600,0.1,8,4,11.34
0,0,0,400,8294400,0.1,8,3,18.49
0,0,0,400,2073600,0.9,4,1,11.28
1,1,0,200,307200,0.1,4,3,8.52
1,1,0,400,8294400,0.1,2,1,19.11
0,0,0,400,8294400,0.1,8,4,17.62
0,0,0,400,2073600,0.1,4,2,8.9
1,1,0,200,307200,0.1,4,4,7.94
0,0,0,400,2073600,0.1,4,1,10.97
0,0,0,100,2073600,0.9,4,1,11.29
0,0,0,100,2073600,0.1,4,1,10.91
0,0,0,400,2073600,0.1,2,2,8.54
1,1,0,200,307200,0.1,4,2,9.8
0,1,1,100,307200,0.1,4,3,8.82
1,1,1,100,307200,0.1,2,4,8.43
0,0,0,50,8294400,0.9,4,1,18.17
0,1,1,100,307200,0.1,4,4,8.53
0,1,0,100,307200,0.9,4,1,8.09
0,0,0,400,8294400,0.1,4,2,9.22
1,1,1,100,307200,0.1,2,3,8.4
0,1,1,100,307200,0.1,4,2,10.16
1,1,1,100,2073600,0.1,2,4,12.57
0,0,0,400,8294400,0.1,2,2,8.67
0,0,0,50,8294400,0.1,4,2,8.6
0,1,0,100,307200,0.1,4,1,8.01
1,1,0,100,307200,0.1,4,3,8.34
0,0,0,50,8294400,0.1,4,1,17.47
1,1,1,100,2073600,0.1,2,3,12.77
1,1,0,100,307200,0.1,4,4,7.91
0,0,0,50,8294400,0.1,2,2,8.66
1,1,0,100,307200,0.1,4,2,9.62
1,1,1,100,307200,0.1,2,2,10.54
0,0,0,400,8294400,0.9,4,1,17.51
0,0,0,50,2073600,0.1,4,2,8.8
1,1,0,400,8294400,0.1,4,3,18.67
0,0,0,100,8294400,0.1,4,2,8.57
1,1,0,400,8294400,0.1,4,4,19.38
1,0,1,100,307200,0.9,2,1,7.86
1,1,0,400,8294400,0.1,4,2,9.78
1,0,1,100,307200,0.1,2,1,7.42
0,0,0,400,8294400,0.1,4,1,17.87
1,1,0,50,8294400,0.1,4,3,18.14
1,1,0,50,8294400,0.1,4,4,18.05
0,0,0,100,2073600,0.1,4,2,8.75
1,0,1,100,2073600,0.9,2,1,11.84
0,1,1,100,307200,0.9,4,1,8.59
1,1,0,50,8294400,0.1,4,2,9.54
1,1,0,400,2073600,0.1,4,3,12.1
1,1,0,400,2073600,0.1,4,4,12.06
0,0,0,100,2073600,0.1,2,3,11.66
1,0,1,200,307200,0.9,2,1,7.74
0,1,1,400,8294400,0.9,4,1,18.34
1,1,0,400,2073600,0.1,4,2,9.4
1,1,0,50,2073600,0.1,4,3,12.47
0,1,1,400,8294400,0.1,4,1,19.81
0,0,0,100,2073600,0.1,2,4,11.39
0,0,0,100,8294400,0.1,2,2,8.63
0,1,1,100,307200,0.1,4,1,8.41
1,1,0,50,2073600,0.1,4,4,11.99
1,1,0,50,2073600,0.1,4,2,9.86
0,0,0,100,8294400,0.9,4,1,17.58
0,1,1,200,8294400,0.1,4,3,18.82
0,1,1,200,8294400,0.1,4,4,18.98
0,0,0,100,2073600,0.1,2,2,8.61
0,0,0,100,8294400,0.1,4,1,18.1
0,1,0,200,8294400,0.9,4,1,18.39
0,0,0,100,307200,0.1,2,2,8.56
0,1,1,200,8294400,0.1,4,2,9.99
0,1,0,200,8294400,0.1,4,1,18.02
0,1,1,200,2073600,0.1,4,3,12.53
0,1,1,200,2073600,0.1,4,4,12.34
0,1,1,400,8294400,0.9,8,1,19.15
0,0,0,200,8294400,0.9,4,1,17.45
0,0,0,200,8294400,0.1,4,1,17.19
0,1,0,200,2073600,0.9,4,1,12.67
0,1,1,100,307200,0.9,8,1,8.64
0,0,0,400,8294400,0.9,1,1,18.19
0,1,1,200,2073600,0.1,4,2,9.99
0,1,0,200,2073600,0.1,4,1,11.76
1,1,0,200,8294400,0.1,4,3,19.44
0,0,0,100,307200,0.1,4,2,8.73
0,0,0,400,8294400,0.1,1,1,17.46
0,1,1,400,8294400,0.1,8,1,18.45
1,1,0,200,8294400,0.1,4,4,18.12
0,1,1,100,307200,0.1,8,1,8.49
1,0,1,400,8294400,0.9,4,1,18.05
0,0,0,50,8294400,0.9,1,1,17.76
0,0,0,50,8294400,0.1,1,1,17.35
0,0,0,100,8294400,0.9,1,1,18.57
0,0,0,100,8294400,0.1,1,1,18.15
1,0,1,100,307200,0.9,4,1,7.53
0,0,0,200,8294400,0.9,1,1,17.99
1,0,1,400,8294400,0.1,4,1,18.58
1,1,0,200,8294400,0.1,4,2,9.63
0,0,0,200,8294400,0.1,4,3,17.72
1,0,1,100,307200,0.1,4,1,7.83
1,1,1,400,8294400,0.1,4,4,18.95
0,0,0,200,8294400,0.1,4,4,17.66
1,1,0,200,2073600,0.1,4,3,11.74
1,1,1,100,307200,0.1,4,4,8.32
0,0,0,200,2073600,0.1,4,3,10.95
0,0,0,200,2073600,0.1,4,4,11.3
0,0,0,200,8294400,0.1,1,3,17.88
0,0,0,200,8294400,0.1,1,1,17.3
0,0,0,400,8294400,0.9,8,1,18.04
1,1,1,100,307200,0.1,4,3,8.87
0,0,0,200,8294400,0.1,1,4,18.01
1,1,0,200,2073600,0.1,4,4,12.09
0,0,0,200,2073600,0.1,1,3,11.56
0,0,0,400,8294400,0.1,8,1,18.26
0,0,0,200,2073600,0.1,1,4,11.17
0,1,1,100,8294400,0.9,4,1,18.59
0,1,1,100,8294400,0.1,4,1,18.86
1,1,0,200,2073600,0.1,4,2,9.87
0,1,1,100,8294400,0.9,8,1,19.06
0,1,1,100,8294400,0.1,8,1,18.36
0,0,0,200,8294400,0.1,4,2,8.67
0,0,0,50,8294400,0.9,8,1,18.53
1,0,1,400,307200,0.9,4,1,7.51
1,0,1,400,307200,0.1,4,1,7.53
