encryption,integrityCheck,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,compat,time
1,0,1,1,1,0,4,39.29
1,0,0,1,1,1,3,37.64
1,0,1,0,1,0,5,39.49
1,0,1,1,0,0,2,37.61
1,0,1,1,1,0,1,38.69
1,1,0,1,1,0,3,39.32
1,1,1,0,1,0,4,37.61
1,1,1,1,0,0,5,36.47
1,1,1,1,0,0,4,51.02
1,1,1,1,1,1,3,37.62
1,1,1,1,0,0,1,37.63
1,1,0,1,1,1,3,37.53
1,1,1,1,0,0,3,37.56
1,1,0,1,1,0,4,37.62
1,1,1,0,1,0,5,36.35
1,1,1,0,0,0,1,62.0
1,1,1,0,1,0,2,39.31
1,1,1,0,1,0,3,36.48
1,1,0,1,1,0,5,36.49
1,1,1,0,1,1,3,40.44
1,1,1,1,0,1,3,51.13
1,1,0,1,0,0,3,62.02
1,1,0,0,1,0,1,34.51
0,1,1,0,1,0,3,37.68
1,1,0,1,0,0,1,35.75
0,1,1,1,0,0,4,38.69
1,1,0,0,1,0,5,39.25
1,1,0,1,0,0,2,39.28
1,1,0,1,0,0,5,39.52
1,1,1,0,0,0,2,40.41
1,1,1,0,0,0,3,37.61
1,0,1,1,0,0,4,37.55
1,1,0,0,0,0,2,34.77
1,1,0,0,0,0,3,33.39
1,1,0,0,0,0,4,33.44
1,1,0,0,0,0,5,34.48
1,1,1,0,0,0,5,37.42
1,1,0,0,0,1,3,34.52
1,0,1,0,0,0,1,37.57
1,0,0,1,0,0,1,34.53
1,0,0,0,1,0,1,34.51
1,0,1,0,0,0,3,37.64
1,0,0,1,0,0,3,34.5
1,0,0,0,1,0,3,37.62
1,0,1,0,0,0,4,36.47
1,0,0,1,0,0,4,37.63
1,0,0,0,1,0,4,37.6
1,0,1,0,0,0,5,34.54
1,0,0,1,0,0,5,34.46
1,0,0,0,1,0,5,34.52
1,0,1,0,1,0,2,33.39
1,0,1,0,0,1,3,36.43
1,0,0,1,1,0,2,34.49
1,0,0,1,0,1,3,34.5
1,0,0,0,1,1,3,37.59
0,1,1,0,0,0,1,34.47
0,1,0,1,0,0,1,51.1
0,1,0,0,1,0,1,51.27
0,1,0,0,1,0,2,48.15
0,1,1,0,0,0,3,37.6
0,1,0,1,0,0,3,37.36
0,1,1,0,0,0,4,39.3
0,1,0,1,0,0,4,35.18
0,1,0,0,1,0,4,40.43
0,1,1,0,0,0,5,40.41
0,1,0,1,0,0,5,48.37
0,1,0,0,1,0,5,33.42
0,1,1,0,1,0,2,36.29
0,1,1,0,0,1,3,40.34
0,1,0,1,0,1,3,34.48
0,1,0,0,1,1,3,51.1
0,0,1,1,0,0,1,36.44
0,0,0,1,1,0,1,37.56
0,0,1,0,1,0,2,61.99
0,0,0,1,1,0,2,37.61
0,0,1,1,0,0,3,37.63
0,0,1,0,1,0,3,37.6
0,0,0,1,1,0,3,37.6
0,0,1,1,0,0,4,36.56
0,0,1,0,1,0,4,34.59
0,0,0,1,1,0,4,34.52
0,0,1,1,0,0,5,36.53
0,0,1,0,1,0,5,37.6
0,0,0,1,1,0,5,61.98
0,0,1,1,1,0,1,34.57
0,0,1,1,0,1,3,34.58
0,0,1,0,1,1,3,36.6
0,0,1,1,1,0,4,34.56
0,0,1,1,1,0,2,34.57
0,0,1,1,1,0,3,37.6
0,1,0,1,1,0,5,37.59
0,1,1,0,1,0,5,38.69
0,1,1,1,0,0,5,39.51
0,1,0,1,1,1,3,35.76
0,0,1,1,1,1,3,36.49
0,1,0,1,1,0,1,39.53
0,1,1,1,0,0,1,39.28
0,1,1,0,1,0,1,35.75
0,1,0,1,1,0,2,35.38
0,1,1,1,0,0,2,51.16
0,1,1,0,1,1,3,39.32
0,1,0,1,1,0,3,59.0
0,1,1,1,0,0,3,62.0
1,0,1,1,0,0,5,48.14
1,0,0,1,1,0,5,37.6
1,0,0,1,1,0,4,62.01
1,0,0,1,1,0,1,47.07
1,0,1,0,1,0,4,59.03
1,0,0,1,1,0,3,61.98
1,0,1,1,0,0,1,48.48
1,0,1,0,1,0,1,39.32
1,0,1,0,1,0,3,59.01
1,0,1,1,0,0,3,37.45
1,0,1,0,1,1,3,59.01
1,0,1,1,0,1,3,35.2
1,1,0,0,1,0,3,34.53
1,1,0,0,1,0,2,37.62
1,1,0,1,0,1,3,34.54
1,1,1,0,0,0,4,33.44
1,1,0,1,0,0,4,35.72
1,1,0,0,1,0,4,38.67
1,1,0,0,1,1,3,39.55
