ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,73549.8
1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,77150.4
1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,71427.0
1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,91723.0
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,89999.2
1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,81088.4
1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,58335.2
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,80669.2
0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,72215.0
0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,90191.4
1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,87735.6
1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,81617.8
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,64333.2
0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,81255.8
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,67153.6
0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,82364.8
0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,86358.4
0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,77937.8
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,88330.0
1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,93732.0
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,60312.2
1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,81598.8
1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,85555.2
0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,63548.8
0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,95403.0
0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,96174.6
1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,68935.4
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,65565.4
1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,79792.4
0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,61855.0
0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,87507.4
0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,70377.2
0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,61954.4
0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,70782.0
0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,86818.8
1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,71326.6
0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,76739.8
1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,65672.6
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,75041.6
0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,71631.4
1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,88834.4
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,63214.0
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,64699.6
0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,77394.6
0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,73618.8
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,67393.2
1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,73337.0
1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,64372.2
0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,85187.6
0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,80034.2
1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,64806.8
0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,79835.4
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,76376.4
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,81943.2
0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,73667.0
1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,68361.8
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57127.4
0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,91229.4
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,67254.2
1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,64641.2
0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,63706.6
1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,81530.8
0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,62970.4
1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,64892.2
0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,74384.4
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,80526.4
0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,85893.0
0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,87528.2
1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,68304.2
0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,68223.8
1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,91129.4
1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,75391.0
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,76268.2
0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,90693.4
1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,88837.8
1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,90848.8
1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,88278.4
1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,70604.0
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,83254.0
0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,68898.0
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,79268.0
0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,79274.4
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,78384.2
0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,68736.2
0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,95705.2
0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,67895.4
1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,77547.8
1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,87091.0
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,65180.0
1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,64131.8
1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,80066.8
0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,80821.8
1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,78218.8
1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,80395.0
0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,81827.4
0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,81622.2
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,79645.2
0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,75593.0
1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,72574.8
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,73165.8
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,96296.0
1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,87441.4
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,71615.8
0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,92200.2
1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,70959.6
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,62125.4
1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,88917.2
1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,71641.4
1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,71821.4
1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,86054.0
1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,99382.0
0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,69262.4
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,63639.4
1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,78796.0
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,77433.2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,61740.6
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,81035.6
0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,65117.0
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,68418.8
1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,69430.4
1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,81904.4
1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,65585.2
0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,77598.4
0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,74243.0
1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,89847.6
0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,79771.4
0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,64203.4
1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,84205.8
1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,92118.8
1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,79676.6
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,96697.6
1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,79908.2
0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,69625.2
1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,64639.8
0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,81180.8
1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,72695.4
0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,84482.6
1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,68494.2
1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,75267.8
0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,79924.6
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,75140.4
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,66741.8
1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,92335.2
1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,76471.0
0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,74838.0
0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,84362.4
0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,84625.0
0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,83405.0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,71014.2
0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,67576.2
0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,83084.8
1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,98737.6
1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,94353.8
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,67679.0
0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,65946.8
1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,83966.0
1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,81952.8
0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,87539.6
0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,76167.0
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,82786.6
1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,86225.6
0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,82537.8
0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,64579.8
0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,84910.6
1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,71476.8
0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,86732.8
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,70430.2
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,64317.0
1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,75976.8
0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,90068.2
1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,77222.8
0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,77870.6
0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,78994.2
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,91078.4
1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,65958.8
1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,69177.4
0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,84986.6
0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,66273.0
0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,80331.4
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,69979.0
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,77351.8
0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,75419.0
1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,80436.8
1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,84789.4
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,59029.8
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,90794.4
0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,84509.8
0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,70701.6
1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,83505.0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,66101.0
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,86975.0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,79577.6
0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,88740.6
1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,65500.0
1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,68462.6
1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,89364.8
0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,59968.4
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,83693.4
1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,88419.0
1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,65530.4
1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,70752.2
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,73218.4
0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,82988.4
1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,86387.2
1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,77882.8
0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,82138.6
0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,99598.0
0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,61776.0
1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,75501.8
1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,84684.2
1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,72103.2
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,80627.4
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,73951.4
1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,73364.8
0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,93538.8
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,83826.4
1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,84581.8
0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,89687.4
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63413.4
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,95521.0
1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,73362.6
1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,95062.0
0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,75341.8
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,86036.4
0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,96134.6
0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,72313.2
0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,76261.0
0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,87132.2
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,80845.8
1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,87010.4
1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,78735.6
0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,63689.8
0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,75852.4
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,80444.0
0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,67869.8
0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,87333.0
1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,83257.8
1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,74508.8
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,80615.6
